abbreviation	fullName	chargedFormula	charge	avgmolweight	monoisotopicweight	keggId	inchiString	pubChemId	cheBlId	hmdb	pdmapName	reconMap	reconMap3	food_db	chemspider	biocyc	biggId	wikipedia	drugbank	seed	metanetx	knapsack	metlin	casRegistry	epa_id	inchiKey	smile	lipidmaps
lnlncgcrn	Gamma-linolenyl carnitine	C25H43NO4	0	421.6132	421.3192089		"InChI=1S/C25H43NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-25(29)30-23(26(2,3)4)21-22-24(27)28/h9-10,12-13,15-16,23H,5-8,11,14,17-22H2,1-4H3/b10-9-,13-12-,16-15-/t23-/m0/s1"	53477819		HMDB06318		lnlncgcrn	lnlncgcrn	FDB023885			lnlncgcrn				MNXM8635					VDPMHVILMVSAQX-BAHSRKMSSA-N	[H]\C(=C(/[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[C@@]([H])(C([H])([H])C([H])([H])C([O-])=O)[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	
lpam	Lipoamide	C8H15NOS2	0	205.341	205.0595055	C00248	"InChI=1S/C8H15NOS2/c9-8(10)4-2-1-3-7-5-6-11-12-7/h7H,1-6H2,(H2,9,10)"	863	17460	HMDB00962		lpam	lpam	FDB022340	840	LIPOAMIDE	lpam	Lipoamide		cpd00213	MNXM1024		3372	940-69-2	DTXSID2046541	FCCDDURTIIUXBY-UHFFFAOYSA-N	[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])SSC([H])([H])C1([H])[H]	
lpchol_hs	1-Acyl-Sn-Glycero-3-Phosphocholine	C8H19NO5PFULLRCO2	0						11230			lpchol_hs	lpchol_hs				lpchol_hs				MNXM5213						[H]O[C@]([H])(C([H])([H])OC(*)=O)C([H])([H])OP(=O)(O[H])OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]	
Lpipecol	L-Pipecolic acid	C6H11NO2	0	129.157	129.0789786	C00408	"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1"	439227	30913	HMDB00716		Lpipecol	Lpipecol	FDB000546	388365	L-PIPECOLATE	Lpipecol			cpd00323	MNXM684		5684	3105-95-1		HXEACLLIILLPRG-YFKPBYRVSA-N	[H]C1([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])C1([H])[H]	
lpp	lipoprotein	XC16H30O1	0																									
lpp_sp	Braun lipoprotein signal peptide	C90H165N25O25S	0																									
lpro	Lipoylprotein	S2X	0			C02051			15804			lpro	lpro				lpro			cpd12005	MNXM998						[H]N([*])C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C1([H])SSC([H])([H])C1([H])[H]	
lps_bt	Lipopolysacharide BT	C198H360N4O109P3	8																									
lps_HP	Lipopolysacharide Hp specific	C188H344N4O105P2	10																									
lst4exp	Losartan-E3174/ Losartan-M6	C22H19ClN6O2	-2				"InChI=1S/C22H21ClN6O2/c1-2-3-8-18-24-20(23)19(22(30)31)29(18)13-14-9-11-15(12-10-14)16-6-4-5-7-17(16)21-25-27-28-26-21/h4-7,9-12H,2-3,8,13H2,1H3,(H,30,31)(H,25,26,27,28)"	108185																			CCCCC1=NC(Cl)=C(N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)C(O)=O	
lstn	Losartan	C22H22ClN6O	-1	422.9200134	422.1621871	D08146	"InChI=1S/C22H23ClN6O/c1-2-3-8-20-24-21(23)19(14-30)29(20)13-15-9-11-16(12-10-15)17-6-4-5-7-18(17)22-25-27-28-26-22/h4-7,9-12,30H,2-3,8,13-14H2,1H3,(H,25,26,27,28)"	3961	6541	HMDB0014816					3824			Losartan	DB00678					114798-26-4	DTXSID7023227	PSIFNNKUMBGKDQ-UHFFFAOYSA-N	CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl	
lstn1gluc	Losartan-N1-Glucuronide	C28H30ClN6O7	-1																									
lstnm1	Losartan-M1	C22H22ClN6O2	-1																									
lstnm2	Losartan-M2	C22H22ClN6O2	-1																									
lstnm4	Losartan-M4 (Glucuronide Derivative)	C28H27ClN6O8	-2																									
lstnm5	Losartan-M5	C22H22ClN6O2	-1																									
lstnm7	Losartan-N2-Glucuronide / Losartan-M7	C28H30ClN6O7	-1				"InChI=1S/C28H31ClN6O7/c1-2-3-8-20-30-25(29)19(14-36)34(20)13-15-9-11-16(12-10-15)17-6-4-5-7-18(17)26-31-33-35(32-26)27-23(39)21(37)22(38)24(42-27)28(40)41/h4-7,9-12,21-24,27,36-39H,2-3,8,13-14H2,1H3,(H,40,41)/t21-,22-,23+,24-,27+/m0/s1"	49849772																			CCCCC1=NC(Cl)=C(CO)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN(N=N1)[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O	
lt6p	L-Tagatose 6-phosphate	C6H12O9P	-1																									
LTA_LLA	Lipoteichoic_acid__n16__Lactis_specific_	C9720H18598O9500P1600	0																									
LTA_LPL	lipoteichoic_acid__n25__LPL_specific_	X	0																									
LTAala_LLA	Lipoteichoic_acid__n16__with_038_ala_substitutions_	C11520H22198N600O10100P1600	0																									
LTAala_LPL	Lipoteichoic_acid__n25__with_100_D_Ala_substitutions__LPL_specific_	X	0																									
LTAAlaGal_LLA	Lipoteichoic_acid__n16__with_0_38_ala_and_062_gal_	C17400H31998N600O15000P1600	0																									
LTAglc_LPL	Lipoteichoic_acid__n25_with_glucose_residues__LPL_specific_	X	0																									
lthstrl	Lathosterol	C27H46O	0	386.6535	386.3548661	C01189	"InChI=1S/C27H46O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h10,18-21,23-25,28H,6-9,11-17H2,1-5H3/t19-,20+,21+,23-,24+,25+,26+,27-/m1/s1"	65728	17168	HMDB01170		lthstrl	lthstrl	FDB022463	59151	CPD-4186	lthstrl	Lathosterol			MNXM162760	C00023744	6052	80-99-9		IZVFFXVYBHFIHY-SKCNUYALSA-N	[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@]2(C([H])([H])[H])[C@]3([H])C(=C([H])C([H])([H])[C@@]2([H])C1([H])[H])[C@]1([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]1(C([H])([H])[H])C([H])([H])C3([H])[H]	
ltlnbddg	Luteolin 7-O-beta-D-diglucuronide	C27H24O18	-2																									
lum3	Lumisterol 3	C27H44O	0	384.6377	384.339216		"InChI=1S/C27H44O/c1-18(2)7-6-8-19(3)23-11-12-24-22-10-9-20-17-21(28)13-15-26(20,4)25(22)14-16-27(23,24)5/h9-10,18-19,21,23-25,28H,6-8,11-17H2,1-5H3/t19-,21+,23-,24+,25-,26-,27-/m1/s1"	111049		HMDB06505		lum3		FDB023946	99690		lum3				MNXM19109					UCTLRSWJYQTBFZ-XMVWLVNMSA-N	[H]O[C@]1([H])C([H])([H])C2=C([H])C([H])=C3[C@]4([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]4(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]3([H])[C@]2(C([H])([H])[H])C([H])([H])C1([H])[H]	
lupnt	Lupinate	C13H18N6O3	0																									
lutfol	Luteoforol	C15H14O6	0			C05907																						
lvst	Lovastatin (Lactone Form)	C24H36O5	0			D00359		53232	40303	HMDB0014372					48085			Lovastatin	DB00227			C00000547		75330-75-5				
lvstacid	Lovastatin-Hydroxy (Acid Form)	C24H37O6	-1																									
lxser	Gal-Xyl-L-Ser (Protein)	C11H19O9X	0			G00155	"InChI=1S/C18H37N7O4/c1-11(2)10-14(17(28)29)25-16(27)13(7-5-9-23-18(21)22)24-15(26)12(20)6-3-4-8-19/h11-14H,3-10,19-20H2,1-2H3,(H,24,26)(H,25,27)(H,28,29)(H4,21,22,23)/p-1/t12-,13-,14-/m0/s1"					lxser	lxser				lxser				MNXM11618							
lypn	Lysopine	C9H18N2O4	0																									
lys_D	D-lysine	C6H15N2O2	1																									
lys_L	L-Lysine	C6H15N2O2	1	146.1876	146.1055277	C00047	"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/p+1/t5-/m0/s1"	5962	18019	HMDB00182		lys_L	lys_L	FDB000474	5747	LYS	lys__L	L-Lysine		cpd00039	MNXM78	C00001378	5200	56-87-1	DTXSID6023232	KDXKERNSBIXSRK-YFKPBYRVSA-O	[H][N+]([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C([O-])=O)[N+]([H])([H])[H]	
lysargleu	Lysyl-Arginyl-Leucine	C18H38N7O4	2				"InChI=1S/C18H37N7O4/c1-11(2)10-14(17(28)29)25-16(27)13(7-5-9-23-18(21)22)24-15(26)12(20)6-3-4-8-19/h11-14H,3-10,19-20H2,1-2H3,(H,24,26)(H,25,27)(H,28,29)(H4,21,22,23)/p-1/t12-,13-,14-/m0/s1"																			YNNPKXBBRZVIRX-IHRRRGAJSA-M	[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C(=O)N([H])[C@]([H])(C([O-])=O)C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]	
lyscyshis	Lysyl-Cysteinyl-Histidine	C15H27N6O4S	1				"InChI=1S/C15H26N6O4S/c16-4-2-1-3-10(17)13(22)21-12(7-26)14(23)20-11(15(24)25)5-9-6-18-8-19-9/h6,8,10-12,26H,1-5,7,16-17H2,(H,18,19)(H,20,23)(H,21,22)(H,24,25)/p+1/t10-,11-,12+/m0/s1"																			QQYRCUXKLDGCQN-SDDRHHMPSA-O	[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])S[H])C([H])([H])C1=C([H])N([H])C([H])=N1	
lysglnphe	Lysyl-Glutaminyl-Phenylalanine	C20H32N5O5	1				"InChI=1S/C20H31N5O5/c21-11-5-4-8-14(22)18(27)24-15(9-10-17(23)26)19(28)25-16(20(29)30)12-13-6-2-1-3-7-13/h1-3,6-7,14-16H,4-5,8-12,21-22H2,(H2,23,26)(H,24,27)(H,25,28)(H,29,30)/p+1/t14-,15+,16-/m0/s1"																			PGBPWPTUOSCNLE-XHSDSOJGSA-O	[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H]	
lysgluglu	Lysyl-Glutamyl-Glutamate	C16H27N4O8	-1				"InChI=1S/C27H47N7O12/c28-13-3-1-5-15(30)23(40)33-18(8-10-20(35)36)26(43)45-22(39)12-7-17(32)25(42)46-27(44)19(9-11-21(37)38)34-24(41)16(31)6-2-4-14-29/h15-19H,1-14,28-32H2,(H,33,40)(H,34,41)(H,35,36)(H,37,38)/p-2/t15-,16-,17-,18-,19-/m0/s1"																			SKVPAQVHAQGTIJ-VMXHOPILSA-L	[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C(=O)N([H])[C@]([H])(C(=O)OC(=O)C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C(=O)OC(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C([H])([H])C([O-])=O)C([H])([H])C([H])([H])C([O-])=O	
lyslctm	"L-Lysine 1,6-lactam"	C6H13N2O	1																									
lyslyslys	Lysyl-Lysyl-Lysine	C18H41N6O4	3				"InChI=1S/C18H38N6O4/c19-10-4-1-7-13(22)16(25)23-14(8-2-5-11-20)17(26)24-15(18(27)28)9-3-6-12-21/h13-15H,1-12,19-22H2,(H,23,25)(H,24,26)(H,27,28)/p+3/t13-,14+,15-/m0/s1"																			WBSCNDJQPKSPII-ZNMIVQPWSA-Q	[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H]	
lyspg_LLA	1_lysyl_phosphatidyl_glycerol__lactis_specific_	C4620H8898N200O1100P100	0																									
lyspg_LPL	1_lysyl_phosphatidyl_glycerol__LPL_specific_	X	0																									
lyspheile	Lysyl-Phenylalanyl-Isoleucine	C21H35N4O4	1				"InChI=1S/C21H34N4O4/c1-3-14(2)18(21(28)29)25-20(27)17(13-15-9-5-4-6-10-15)24-19(26)16(23)11-7-8-12-22/h4-6,9-10,14,16-18H,3,7-8,11-13,22-23H2,1-2H3,(H,24,26)(H,25,27)(H,28,29)/p+1/t14?,16-,17+,18-/m0/s1"																			LMGNWHDWJDIOPK-ONQFOCNCSA-O	[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]	
lystrna	L-Lysine-tRNA (Lys)	C6H14N2OR	2																									
lystrparg	Lysyl-Tryptophanyl-Arginine	C23H38N8O4	2				"InChI=1S/C23H36N8O4/c24-10-4-3-7-16(25)20(32)31-19(12-14-13-29-17-8-2-1-6-15(14)17)21(33)30-18(22(34)35)9-5-11-28-23(26)27/h1-2,6,8,13,16,18-19,29H,3-5,7,9-12,24-25H2,(H,30,33)(H,31,32)(H,34,35)(H4,26,27,28)/p-1/t16-,18-,19-/m0/s1"																			RYOLKFYZBHMYFW-WDSOQIARSA-M	[H]N=C(N([H])[H])N([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H])C([O-])=O	
lystyrile	Lysyl-Tyrosyl-Isoleucine	C21H35N4O5	1				"InChI=1S/C21H34N4O5/c1-3-13(2)18(21(29)30)25-20(28)17(12-14-7-9-15(26)10-8-14)24-19(27)16(23)6-4-5-11-22/h7-10,13,16-18,26H,3-6,11-12,22-23H2,1-2H3,(H,24,27)(H,25,28)(H,29,30)/p+1/t13?,16-,17+,18-/m0/s1"																			IMDJSVBFQKDDEQ-ZKVVCRCRSA-O	[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C1=C([H])C([H])=C(O[H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]	
lysvalphe	Lysyl-Valyl-Phenylalanine	C20H33N4O4	1				"InChI=1S/C20H32N4O4/c1-13(2)17(24-18(25)15(22)10-6-7-11-21)19(26)23-16(20(27)28)12-14-8-4-3-5-9-14/h3-5,8-9,13,15-17H,6-7,10-12,21-22H2,1-2H3,(H,23,26)(H,24,25)(H,27,28)/p-1/t15-,16-,17-/m0/s1"																			TXTZMVNJIRZABH-ULQDDVLXSA-M	[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C([O-])=O)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H]	
lysvaltrp	Lysyl-Valyl-Tryptophan	C22H34N5O4	1				"InChI=1S/C22H33N5O4/c1-13(2)19(27-20(28)16(24)8-5-6-10-23)21(29)26-18(22(30)31)11-14-12-25-17-9-4-3-7-15(14)17/h3-4,7,9,12-13,16,18-19,25H,5-6,8,10-11,23-24H2,1-2H3,(H,26,29)(H,27,28)(H,30,31)/p+1/t16-,18-,19+/m0/s1"																			XBAJINCXDBTJRH-YTQUADARSA-O	[H]OC(=O)[C@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C1=C([H])N([H])C2=C1C([H])=C([H])C([H])=C2[H]	
lyx_L	L-lyxose	C5H10O5	0	194.1394	194.0426527		"InChI=1S/C5H10O6/c6-1-2(7)3(8)4(9)5(10)11/h2-4,6-9H,1H2,(H,10,11)/p-1/t2-,3+,4+/m0/s1"										lyx__L				MNXM4641					IAJILQKETJEXLJ-RSJOWCBRSA-N		
lyxnt	L-Lyxonate	C5H9O6	-1			C05412	"InChI=1S/C5H10O6/c6-1-2(7)3(8)4(9)5(10)11/h2-4,6-9H,1H2,(H,10,11)/p-1/t2-,3+,4+/m0/s1"	644110				lyxnt					lyxnt				MNXM92421		5524			QXKAIJAYHKCRRA-PZGQECOJSA-M	[H]OC([H])([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])C([O-])=O	
m	m	X	0																									
m_em_3gacpail	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A)	C61H116N4O43P4FULLRCO2FULLR2CO2	0														m_em_3gacpail				MNXM163845							
m_em_3gacpail_hs	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol (M4A))	C61H116N4O43P4FULLRCO2FULLR2CO2	0									m_em_3gacpail_hs					m_em_3gacpail_hs				MNXM147142							
m_em_3gacpail_prot_hs	Mannosyl-3-(Phosphoethanolaminyl-Mannosyl)-Glucosaminyl-Acylphosphatidylinositol-Protein (M4A)	C61H116N4O43P4FULLRCO2FULLR2CO2X	0				"InChI=1S/C17H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h7-8H,2-6,9-16H2,1H3,(H,18,19)/b8-7-"					m_em_3gacpail_prot_hs					m_em_3gacpail_prot_hs				MNXM148339							
m(em)3gacpail_hs	10fthf5glu[c]	C40H45N11O19	-6																									
M00003	10Z-Heptadecenoic acid	C17H31O2	-1	268.4348	268.2402303		"InChI=1S/C17H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h7-8H,2-6,9-16H2,1H3,(H,18,19)/b8-7-"	5312435	75094	HMDB0060038			M00003		4471860	CPD-15680										GDTXICBNEOEPAZ-FPLPWBNLSA-N	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	
M00004	10Z-Heptadecenoyl Coenzyme A	C38H62N7O17P3S	-4				"InChI=1S/C38H66N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-29(47)66-22-21-40-28(46)19-20-41-36(50)33(49)38(2,3)24-59-65(56,57)62-64(54,55)58-23-27-32(61-63(51,52)53)31(48)37(60-27)45-26-44-30-34(39)42-25-43-35(30)45/h9-10,25-27,31-33,37,48-49H,4-8,11-24H2,1-3H3,(H,40,46)(H,41,50)(H,54,55)(H,56,57)(H2,39,42,43)(H2,51,52,53)/p-4/b10-9-/t27-,31-,32-,33+,37-/m0/s1"						M00004													KFMWWNZRDBMYES-VUSGIKGZSA-J	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O	
M00005	"(5Z,8Z,12E,14Z)-(11R)-Hydroperoxyeicosa-5,8,12,14-Tetraenoic Acid (11(R)-HPETE)"	C20H31O4	-1				"InChI=1S/C20H32O4/c1-2-3-4-5-7-10-13-16-19(24-23)17-14-11-8-6-9-12-15-18-20(21)22/h6-7,9-11,13-14,16,19,23H,2-5,8,12,15,17-18H2,1H3,(H,21,22)/b9-6-,10-7-,14-11-,16-13+/t19-/m0/s1"																			PCGWZQXAGFGRTQ-WXMXURGXSA-N	[H]OO[C@@]([H])(C(\[H])=C(/[H])\C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C(=O)O[H]	
M00006	11Z-Docosenoyl Coenzyme A	C43H72N7O17P3S	-4				"InChI=1S/C43H76N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-34(52)71-27-26-45-33(51)24-25-46-41(55)38(54)43(2,3)29-64-70(61,62)67-69(59,60)63-28-32-37(66-68(56,57)58)36(53)42(65-32)50-31-49-35-39(44)47-30-48-40(35)50/h13-14,30-32,36-38,42,53-54H,4-12,15-29H2,1-3H3,(H,45,51)(H,46,55)(H,59,60)(H,61,62)(H2,44,47,48)(H2,56,57,58)/p-4/b14-13-/t32-,36-,37-,38+,42-/m0/s1"						M00006													NHZRWTQFSQTCJG-LTZYZTNRSA-J	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP([O-])(=O)OP([O-])(=O)OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP([O-])([O-])=O	
M00008	Eicosadienoic acid	C20H35O2	-1	308.4986	308.2715304	C16525	"InChI=1S/C20H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10H,2-5,8,11-19H2,1H3,(H,21,22)/b7-6+,10-9+"	6439848	603631	HMDB05060			M00008	FDB012619	4944228									2091-39-6		XSXIVVZCUAHUJO-AVQMFFATSA-N	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C(\[H])=C(/[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	
M00010	"11,14,17-Eicosatrienoic acid"	C20H33O2	-1	306.4828	306.2558803	C16522	"InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10H,2,5,8,11-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-"	5312529	53460	HMDB0060039			M00010		4471954											AHANXAKGNAKFSK-PDBXOOCHSA-N	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])[H]	
M00011	"11Z,14Z,17Z-Eicosatrienoylcarnitine"	C27H47NO4	0				"InChI=1S/C27H47NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-27(31)32-25(23-26(29)30)24-28(2,3)4/h6-7,9-10,12-13,25H,5,8,11,14-24H2,1-4H3/b7-6-,10-9-,13-12-"						M00011													SRNPFTYGRLBDNK-QNEBEIHSSA-N	[H]\C(=C(/[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)OC([H])(C([H])([H])C([O-])=O)C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])[H]	
M00012	"11Z,14Z,17Z-Eicosatrienoyl Coenzyme A"	C41H64N7O17P3S	-4			C16179	"InChI=1S/C41H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h5-6,8-9,11-12,28-30,34-36,40,51-52H,4,7,10,13-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/b6-5-,9-8-,12-11-/t30-,34-,35-,36+,40?/m0/s1"						M00012													BVBYYRVLCDMZNJ-BNQHWWLJSA-N	[H]O[C@@]([H])(C(=O)N([H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])SC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])OP(=O)(O[H])OP(=O)(O[H])OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=NC3=C2N=C([H])N=C3N([H])[H])[C@]([H])(O[H])[C@]1([H])OP(=O)(O[H])O[H]	
M00017	Paullinic acid	C20H37O2	-1	310.5145	310.2871805		"InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h7-8H,2-6,9-19H2,1H3,(H,21,22)/b8-7-"	5312518	134479	HMDB0035159			M00017	FDB013796	4471943			Paullinic_acid						17735-94-3	DTXSID80402624	URXZXNYJPAJJOQ-FPLPWBNLSA-N	[H]OC(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(\[H])=C(\[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]	
