Organism	eBSH	7aHSDH	7bHSDH	3aHSDH	3bHSDH	12aHSDH	BaiG	BaiTRAP	BaiA	BaiB	BaiCDH	BaiEI	BaiFK	BaiN	BaiO	BaiP	BaiJ	BaiL	BaiR
Listeria grayi DSM 20601 (525367.9)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes 07PF0776 (1126011.4)	2099	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes 08-5578 (653938.3)	2284	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes 08-5923 (637381.3)	2237	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes 10403S (393133.8)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes ATCC 19117 (882095.3)	2092	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes Aureli 1997 (401650.3)	1871	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes Clip80459 (634178.4)	2105	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes EGD-e (169963.11)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes F6900 (393128.7)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes Finland 1988 (393127.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes FSL J1-194 (393117.11)	2698	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes FSL N1-017 (393123.7)	474	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes FSL N3-165 (393124.10)	243	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes FSL R2-503 (393125.10)	2423	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes FSL R2-561 (393126.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes HCC23 (552536.6)	485	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes HPB2262 (401650.12)	2692	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes J0161 (393130.8)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes J2818 (393131.7)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes L312 (882094.3)	2081	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes L99 (563174.3)	2180	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes M7 (1030009.3)	2144	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes serotype 1/2a str. NCCP No. 15743 (1293288.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes serotype 1/2b str. SLCC2755 (1639.165)	2198	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes serotype 1/2c str. SLCC2372 (932920.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes serotype 4b str. LL195 (1230340.3)	2081	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes serotype 7 str. SLCC2482 (1639.166)	2181	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes SLCC2376 (882097.3)	2021	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes SLCC2378 (879088.3)	2094	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes SLCC2479 (882020.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes SLCC2540 (879089.3)	2160	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes SLCC5850 (882096.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes SLCC7179 (879090.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes str. 4b F2365 (265669.9)	2108	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Listeria monocytogenes str. Scott A (1027396.3)	2210	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Lysinibacillus fusiformis ZB2 (1231627.3)	 	 	 	 	 	386	 	 	 	 	 	 	 	 	 	 	 	 	 
Lysinibacillus fusiformis ZC1 (714961.3)	 	 	 	 	 	3041	 	 	 	 	 	 	 	 	 	 	 	 	 
Lysinibacillus sphaericus OT4b.31 (1285586.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Megamonas funiformis YIT 11815 (742816.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Megamonas hypermegale ART12/1 (657316.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Megasphaera elsdenii (907.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mesorhizobium loti MAFF303099 (266835.9)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mesorhizobium loti NZP2037 (935546.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Methanobrevibacter smithii ATCC 35061 (420247.6)	964	 	 	 	 	1684	 	 	 	 	 	 	 	 	 	 	 	 	 
Methanosphaera stadtmanae DSM 3091 (339860.6)	732	 	 	 	 	691	 	 	 	 	 	 	 	 	 	 	 	 	 
Methylobacterium mesophilicum SR1.6/6 (908290.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Methylobacterium populi BJ001 (441620.7)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Methylobacterium radiotolerans JCM 2831 (426355.14)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Methyloversatilis universalis EHg5 (999628.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Methyloversatilis universalis FAM5 (1000565.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Microbacterium paraoxydans 77MFTsu3.2 (1151126.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Micrococcus luteus NCTC 2665 (465515.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Micrococcus luteus SK58 (596312.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Micromonospora aurantiaca ATCC 27029 (644283.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mitsuokella multacida DSM 20544 (500635.8)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mobiluncus curtisii ATCC 43063 (548479.6)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mobiluncus curtisii ATCC 51333 (887326.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mobiluncus curtisii subsp. holmesii ATCC 35242 (887899.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis 101P30B1 (857572.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis 103P14B1 (857579.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis 12P80B1 (857577.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis 46P47B1 (857578.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis 7169 (857581.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis BC1 (857576.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis BC7 (857575.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis BC8 (857574.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis CO72 (857573.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis O35E (857571.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Moraxella catarrhalis RH4 (749219.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Morganella morganii SC01 (1239989.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Morganella morganii subsp. morganii KT (1124991.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus (36809.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 3A-0119-R (1001721.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 3A-0122-R (1001715.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 3A-0122-S (1001716.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 3A-0731 (1001718.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 3A-0810-R (1001717.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 3A-0930-R (1001720.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 3A-0930-S (1001719.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 47J26 (1087483.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 4S-0116-R (1001725.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 4S-0116-S (1001724.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 4S-0206 (1001723.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 4S-0303 (1001722.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 4S-0726-RA (1001726.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 4S-0726-RB (1001727.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 5S-0304 (1001728.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 5S-0421 (1001729.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 5S-0422 (1001731.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 5S-0708 (1001730.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 5S-0817 (1001735.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 5S-0921 (1001732.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 5S-1212 (1001733.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 5S-1215 (1001734.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 6G-0125-R (1001740.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 6G-0212 (1001739.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus 9808 (1246644.3)	 	479	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M115 (1162287.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M139 (1175632.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M152 (1176125.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M154 (1162288.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M156 (1185414.3)	 	 	 	4208	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M159 (1162285.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M172 (1162286.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M24 (1162284.3)	 	 	 	2796	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M93 (1149134.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus M94 (1158135.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus subsp. bolletii 50594 (1303024.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium abscessus subsp. bolletii BD (1091046.3)	 	 	 	996	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium avium subsp. paratuberculosis JQ6 (1112208.3)	 	 	 	2385, 2386, 3613	 	2522	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium avium subsp. paratuberculosis K-10 (262316.17)	 	 	 	2825	 	373	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium avium subsp. paratuberculosis MAP4 (1199187.3)	 	3085, 586	 	 	 	3622	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium avium subsp. paratuberculosis S397 (1010838.3)	 	 	 	2151, 3235	 	2268	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium avium subsp. paratuberculosis S5 (1247747.5)	 	3643	 	3011, 3012	 	435	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium avium subsp. paratuberculosis str. k10 (262316.1)	 	 	 	2659	 	350	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycobacterium fortuitum subsp. fortuitum DSM 46621 (1214102.3)	 	 	 	310, 4679	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma hominis ATCC 23114 (347256.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma hominis ATCC 27545 (1267000.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma hyopneumoniae 168 (907287.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma hyopneumoniae 168-L (1116211.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma hyopneumoniae 232 (295358.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma hyopneumoniae 7448 (262722.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma hyopneumoniae J (262719.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma pneumoniae 19294 (1213463.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma pneumoniae 309 (1112856.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma pneumoniae FH (722438.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma pneumoniae M129 (272634.6)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma pneumoniae M129-B7 (1238993.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma pneumoniae PI 1428 (1236904.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Mycoplasma pneumoniae PO1 (1233262.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Neisseria cinerea ATCC 14685 (546262.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Neisseria elongata subsp. glycolytica ATCC 29315 (546263.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Neisseria flavescens NRL30031/H210 (546264.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Neisseria flavescens SK114 (596320.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Neisseria macacae ATCC 33926 (997348.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Neisseria mucosa ATCC 25996 (546266.6)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Neisseria mucosa C102 (435832.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Neisseria subflava NJ9703 (546268.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Ochrobactrum anthropi ATCC 49188 (439375.7)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Ochrobactrum anthropi CTS-325 (1151114.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Ochrobactrum intermedium LMG 3301 (641118.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Odoribacter laneus YIT 12061 (742817.3)	765	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Odoribacter splanchnicus DSM 20712 (709991.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Olsenella uli DSM 7084 (633147.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Oribacterium sinus F0268 (585501.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Oxalobacter formigenes HOxBLS (556268.6)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Oxalobacter formigenes OXCC13 (556269.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Paenibacillus alvei DSM 29 (1206781.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Paenibacillus barengoltzii G22 (1235795.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Paenibacillus daejeonensis DSM 15491 (1122917.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Paenibacillus lactis 154 (743719.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Pantoea agglomerans IG1 (1110694.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides distasonis ATCC 8503 (435591.13)	1537	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides distasonis CL03T12C09 (999416.3)	1032	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides distasonis CL09T03C24 (999417.3)	3874	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides goldsteinii CL02T12C30 (999418.3)	2541	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides goldsteinii dnLKV18 (1235789.3)	2691	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides johnsonii CL02T12C29 (999419.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides johnsonii DSM 18315 (537006.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides merdae ATCC 43184 (411477.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides merdae CL03T12C32 (999420.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parabacteroides sp. D13 (563193.3)	2697	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Paraprevotella clara YIT 11840 (762968.3)	1512	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Paraprevotella xylaniphila YIT 11841 (762982.3)	2317	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parasutterella excrementihominis YIT 11859 (762966.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Parvimonas micra ATCC 33270 (411465.10)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Pediococcus acidilactici 7_4 (563194.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Pediococcus acidilactici DSM 20284 (862514.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Pediococcus acidilactici MA18/5M (1080365.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Pediococcus pentosaceus ATCC 25745 (278197.12)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Pediococcus pentosaceus IE-3 (1133596.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Peptoniphilus harei ACS-146-V-Sch2b (908338.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Peptoniphilus indolicus ATCC 29427 (997350.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Peptoniphilus lacrimalis 315-B (596330.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Peptoniphilus lacrimalis DSM 7455 (1122949.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Peptoniphilus timonensis JC401 (1095770.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Peptostreptococcus anaerobius 653-L (596329.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Peptostreptococcus anaerobius DSM 2949 (1122950.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Peptostreptococcus stomatis DSM 17678 (596315.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Phascolarctobacterium sp. YIT 12067 (626939.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Photobacterium angustum S14 (314292.23)	1456, 3290	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Photobacterium damselae subsp. damselae CIP 102761 (675817.3)	3850	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Photobacterium leiognathi subsp. mandapamensis svers.1.1. (1001530.3)	2684, 621	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Photobacterium sp. SKA34 (121723.5)	748, 749	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Plesiomonas shigelloides 302-73 (1315976.3)	 	2178	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Porphyromonas asaccharolytica DSM 20707 (879243.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Porphyromonas asaccharolytica PR426713P-I (910312.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Porphyromonas endodontalis ATCC 35406 (553175.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Porphyromonas gingivalis ATCC 33277 (431947.7)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Porphyromonas gingivalis TDC60 (1030843.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Porphyromonas gingivalis W83 (242619.8)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Porphyromonas somerae DSM 23386 (1122975.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Porphyromonas uenonis 60-3 (596327.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella bivia DSM 20514 (868129.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella bryantii B14 (752555.5)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella buccae ATCC 33574 (873513.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella buccae D17 (575611.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella conceptionensis 9403948 (1197728.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella denticola CRIS 18C-A (944557.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella denticola F0289 (767031.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella disiens FB035-09AN (866771.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella intermedia 17 (246198.10)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella melaninogenica ATCC 25845 (553174.6)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella melaninogenica D18 (575612.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella nanceiensis DSM 19126 (1122988.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella nigrescens ATCC 33563 (997352.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella nigrescens F0103 (702439.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella oralis ATCC 33269 (873533.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella oralis HGA0225 (1203550.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella pallens ATCC 700821 (997353.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella ruminicola 23 (264731.4)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella salivae DSM 15606 (888832.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella stercorea DSM 18206 (1002367.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella timonensis CRIS 5C-B1 (679189.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella veroralis DSM 19559 (1122993.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Prevotella veroralis F0319 (649761.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Propionibacterium acidipropionici ATCC 4875 (1171373.8)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
Propionibacterium acnes 266 (909952.3)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
