Organism	GTPCH	PyrD	PyrR	DHBPS	DMRLS	RSA	RK	FMNAT	FHY	RibU	PnuX	ImpX	RibXY	RibN	RfnT	RibZ
Streptococcus pneumoniae GA62331 (1131630.3)	214_6	216_2_5	216_2_5	214_6	213_8	215_10	1134_19_17	1134_19_17	 	532	 	 	 	 	 	 
Streptococcus pneumoniae GA62681 (1131629.3)	168_6	170_2_5	170_2_5	168_6	167_8	169_10	1065_19_17	1065_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae Hungary19A-6 (487214.5)	274_6	276_2_5	276_2_5	274_6	273_8	275_10	1210_19_17	1210_19_17	 	601	 	 	 	 	 	 
Streptococcus pneumoniae INV104 (869269.3)	200_6	202_2_5	202_2_5	200_6	199_8	201_10	1218_19_17	1218_19_17	 	524	 	 	 	 	 	 
Streptococcus pneumoniae INV200 (869216.3)	194_6	196_2_5	196_2_5	194_6	193_8	195_10	1257_19_17	1257_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae JJA (488222.3)	206_6	208_2_5	208_2_5	206_6	205_8	207_10	1103_19_17	1103_19_17	 	482	 	 	 	 	 	 
Streptococcus pneumoniae MLV-016 (453366.3)	1431_6	1429_2_5	1429_2_5	1431_6	1432_8	1430_10	1212_17_19	1212_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae MNZ11b (1315307.3)	764_6	766_2_5	766_2_5	764_6	763_8	765_10	1410_19_17	1410_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae MNZ14 (1315308.3)	561_6	559_2_5	559_2_5	561_6	562_8	560_10	992_19_17	992_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae MNZ37 (1315309.3)	1126_6	1124_2_5	1124_2_5	1126_6	1127_8	1125_10	1927_19_17	1927_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae MNZ41 (1315310.3)	1078_6	1076_2_5	1076_2_5	1078_6	1079_8	1077_10	1634_19_17	1634_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae NP070 (760884.3)	159_6	161_2_5	161_2_5	159_6	158_8	160_10	1044_19_17	1044_19_17	 	467	 	 	 	 	 	 
Streptococcus pneumoniae NP112 (760882.3)	153_6	155_2_5	155_2_5	153_6	152_8	154_10	1039_19_17	1039_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae NP127 (760886.3)	207_6	209_2_5	209_2_5	207_6	"205_8, 206_8"	208_10	1146_17_19	1146_17_19	 	522	 	 	 	 	 	 
Streptococcus pneumoniae NP141 (760883.3)	162_6	164_2_5	164_2_5	162_6	161_8	163_10	1367_19_17	1367_19_17	 	981	 	 	 	 	 	 
Streptococcus pneumoniae NorthCarolina6A-23 (760887.3)	227_6	229_2_5	229_2_5	227_6	226_8	228_10	1155_17_19	1155_17_19	 	544	 	 	 	 	 	 
Streptococcus pneumoniae OXC141 (869215.3)	247_6	249_2_5	249_2_5	247_6	246_8	248_10	1178_19_17	1178_19_17	 	527	 	 	 	 	 	 
Streptococcus pneumoniae P1031 (488223.4)	240_6	242_2_5	242_2_5	240_6	239_8	241_10	1160_17_19	1160_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae PCS125219 (1159084.3)	112_6	114_2_5	114_2_5	112_6	111_8	113_10	1928_17_19	1928_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae PCS70012 (1159085.3)	1637_6	1635_2_5	1635_2_5	1637_6	1638_8	1636_10	739_17_19	739_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae PCS8106 (1159081.3)	2100_6	2098_2_5	2098_2_5	2100_6	2101_8	2099_10	1490_19_17	1490_19_17	 	796	 	 	 	 	 	 
Streptococcus pneumoniae PNI0002 (1159087.3)	904_6	906_2_5	906_2_5	904_6	903_8	905_10	1485_17_19	1485_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae PNI0006 (1159088.3)	207_6	209_2_5	209_2_5	207_6	206_8	208_10	1105_17_19	1105_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae PNI0010 (1159092.3)	395_6	397_2_5	397_2_5	395_6	394_8	396_10	23_17_19	23_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae PNI0153 (1159094.3)	1874_6	1876_2_5	1876_2_5	1874_6	1873_8	1875_10	1572_17_19	1572_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae R6 (171101.6)	192_6	194_2_5	194_2_5	192_6	191_8	193_10	1107_19_17	1107_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae R6M2-PG (1089300.3)	723_6	725_2_5	725_2_5	723_6	722_8	724_10	553_19_17	553_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SP11-BS70 (406559.5)	181_6	183_2_5	183_2_5	181_6	180_8	182_10	1633_17_19	1633_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SP14-BS292 (497962.4)	 	 	 	 	 	 	2181_19_17	2181_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SP18-BS74 (406561.5)	339_6	341_2_5	341_2_5	339_6	338_8	340_10	"598_17_19, 599_17_19"	"598_17_19, 599_17_19"	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SP19-BS75 (406562.5)	622_6	624_2_5	624_2_5	622_6	621_8	623_10	2025_19_17	2025_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SP195 (453363.4)	2319_6	2317_2_5	2317_2_5	2319_6	2320_8	2318_10	907_17_19	907_17_19	 	118	 	 	 	 	 	 
Streptococcus pneumoniae SP23-BS72 (406563.4)	93_6	95_2_5	95_2_5	93_6	92_8	94_10	1953_19_17	1953_19_17	 	2047	 	 	 	 	 	 
Streptococcus pneumoniae SP3-BS71 (406556.6)	75_6	77_2_5	77_2_5	75_6	74_8	76_10	1459_19_17	1459_19_17	 	352	 	 	 	 	 	 
Streptococcus pneumoniae SP6-BS73 (406557.5)	171_6	173_2_5	173_2_5	171_6	170_8	172_10	1302_19_17	1302_19_17	 	486	 	 	 	 	 	 
Streptococcus pneumoniae SP9-BS68 (406558.6)	675_6	677_2_5	677_2_5	675_6	674_8	676_10	1948_17_19	1948_17_19	 	1261	 	 	 	 	 	 
Streptococcus pneumoniae SPAR27 (1159209.3)	170_6	172_2_5	172_2_5	170_6	169_8	171_10	1074_19_17	1074_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SPAR55 (1159211.3)	122_6	124_2_5	124_2_5	122_6	121_8	123_10	"1504_17_19, 1505_17_19"	"1504_17_19, 1505_17_19"	 	448	 	 	 	 	 	 
Streptococcus pneumoniae SPAR95 (1159212.3)	172_6	174_2_5	174_2_5	172_6	171_8	173_10	"1185_19_17, 2211_17_19"	"1185_19_17, 2211_17_19"	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SPN021198 (869308.3)	1792_6	1790_2_5	1790_2_5	1792_6	1793_8	1791_10	898_19_17	898_19_17	 	1518	 	 	 	 	 	 
Streptococcus pneumoniae SPN032672 (869311.3)	1495_6	1497_2_5	1497_2_5	1495_6	1494_8	1496_10	93_19_17	93_19_17	 	1813	 	 	 	 	 	 
Streptococcus pneumoniae SPN033038 (869312.3)	1502_6	1504_2_5	1504_2_5	1502_6	1501_8	1503_10	"94_17_19, 95_17_19"	"94_17_19, 95_17_19"	 	1823	 	 	 	 	 	 
Streptococcus pneumoniae SPN034156 (869303.3)	1467_6	1469_2_5	1469_2_5	1467_6	1466_8	1468_10	118_19_17	118_19_17	 	1754	 	 	 	 	 	 
Streptococcus pneumoniae SPN034183 (869304.3)	250_6	252_2_5	252_2_5	250_6	249_8	251_10	1190_19_17	1190_19_17	 	534	 	 	 	 	 	 
Streptococcus pneumoniae SPN061370 (869801.3)	79_6	81_2_5	81_2_5	79_6	78_8	80_10	1910_19_17	1910_19_17	 	1717	 	 	 	 	 	 
Streptococcus pneumoniae SPN072838 (869305.3)	243_6	241_2_5	241_2_5	243_6	244_8	242_10	1581_19_17	1581_19_17	 	819	 	 	 	 	 	 
Streptococcus pneumoniae SPN1041 (869310.3)	51_6	53_2_5	53_2_5	51_6	50_8	52_10	1743_17_19	1743_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SPN7465 (869313.3)	1240_6	1238_2_5	1238_2_5	1240_6	1241_8	1239_10	630_19_17	630_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SPNA45 (869309.3)	1510_6	"1512_2_5, 1513_2_5"	"1512_2_5, 1513_2_5"	1510_6	1509_8	1511_10	98_17_19	98_17_19	 	 	 	 	 	 	 	 
Streptococcus pneumoniae ST556 (1130804.3)	256_6	258_2_5	258_2_5	256_6	255_8	257_10	1183_19_17	1183_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae SV35 (497738.3)	354_6	356_2_5	356_2_5	354_6	353_8	355_10	1226_19_17	1226_19_17	 	639	 	 	 	 	 	 
Streptococcus pneumoniae SV36 (497739.3)	126_6	128_2_5	128_2_5	126_6	125_8	127_10	931_19_17	931_19_17	 	390	 	 	 	 	 	 
Streptococcus pneumoniae TCH8431/19A (525381.4)	463_6	465_2_5	465_2_5	463_6	462_8	464_10	1366_19_17	1366_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae TIGR4 (170187.11)	186_6	188_2_5	188_2_5	186_6	185_8	187_10	1160_17_19	1160_17_19	 	509	 	 	 	 	 	 
Streptococcus pneumoniae Taiwan19F-14 (487213.3)	219_6	221_2_5	221_2_5	219_6	218_8	220_10	1190_19_17	1190_19_17	 	 	 	 	 	 	 	 
Streptococcus pneumoniae gamPNI0373 (697283.3)	225_6	227_2_5	227_2_5	225_6	224_8	226_10	1060_17_19	1060_17_19	 	 	 	 	 	 	 	 
Streptococcus pseudopneumoniae IS7493 (1054460.4)	299_6	301_2_5	301_2_5	299_6	298_8	300_10	1097_17_19	1097_17_19	 	562	 	 	 	 	 	 
Streptococcus salivarius 57.I (1046629.4)	 	 	 	 	 	 	953_17_19	953_17_19	 	1695	 	 	 	 	 	 
Streptococcus salivarius JIM8777 (347253.5)	 	 	 	 	 	 	998_17_19	998_17_19	 	214	 	 	 	 	 	 
Streptococcus salivarius K12 (1200793.3)	 	 	 	 	 	 	1018_17_19	1018_17_19	 	247	 	 	 	 	 	 
Streptococcus salivarius M18 (1074494.5)	 	 	 	 	 	 	895_17_19	895_17_19	 	215	 	 	 	 	 	 
Streptococcus salivarius PS4 (1157946.4)	 	 	 	 	 	 	711_17_19	711_17_19	 	722	 	 	 	 	 	 
Streptococcus salivarius SK126 (596322.3)	 	 	 	 	 	 	988_17_19	988_17_19	 	247	 	 	 	 	 	 
Streptococcus sanguinis ATCC 29667 (997356.4)	 	 	 	 	 	 	890_17_19	890_17_19	 	57	 	 	 	 	 	 
Streptococcus sanguinis ATCC 49296 (888049.3)	 	 	 	 	 	 	268_17_19	268_17_19	 	755	 	 	 	 	 	 
Streptococcus sanguinis SK1 (888807.3)	 	 	 	 	 	 	817_17_19	817_17_19	 	55	 	 	 	 	 	 
Streptococcus sanguinis SK1056 (888820.3)	 	 	 	 	 	 	894_17_19	894_17_19	 	59	 	 	 	 	 	 
Streptococcus sanguinis SK1057 (888821.3)	 	 	 	 	 	 	1507_17_19	1507_17_19	 	692	 	 	 	 	 	 
Streptococcus sanguinis SK1058 (888822.3)	 	 	 	 	 	 	1391_17_19	1391_17_19	 	612	 	 	 	 	 	 
Streptococcus sanguinis SK1059 (888823.3)	 	 	 	 	 	 	907_17_19	907_17_19	 	58	 	 	 	 	 	 
Streptococcus sanguinis SK1087 (888824.3)	 	 	 	 	 	 	849_17_19	849_17_19	 	57	 	 	 	 	 	 
Streptococcus sanguinis SK115 (888810.3)	 	 	 	 	 	 	855_17_19	855_17_19	 	57	 	 	 	 	 	 
Streptococcus sanguinis SK150 (888811.3)	 	 	 	 	 	 	1494_17_19	1494_17_19	 	742	 	 	 	 	 	 
Streptococcus sanguinis SK160 (888812.3)	 	 	 	 	 	 	1400_17_19	1400_17_19	 	2194	 	 	 	 	 	 
Streptococcus sanguinis SK330 (888813.3)	 	 	 	 	 	 	855_17_19	855_17_19	 	58	 	 	 	 	 	 
Streptococcus sanguinis SK340 (888814.4)	 	 	 	 	 	 	1435_17_19	1435_17_19	 	620	 	 	 	 	 	 
Streptococcus sanguinis SK353 (888815.3)	 	 	 	 	 	 	893_17_19	893_17_19	 	156	 	 	 	 	 	 
Streptococcus sanguinis SK355 (888816.3)	 	 	 	 	 	 	1461_17_19	1461_17_19	 	2205	 	 	 	 	 	 
Streptococcus sanguinis SK36 (388919.9)	 	 	 	 	 	 	890_17_19	890_17_19	 	1680	 	 	 	 	 	 
Streptococcus sanguinis SK405 (888817.3)	 	 	 	 	 	 	829_17_19	829_17_19	 	56	 	 	 	 	 	 
Streptococcus sanguinis SK408 (888818.3)	 	 	 	 	 	 	904_17_19	904_17_19	 	58	 	 	 	 	 	 
Streptococcus sanguinis SK49 (888808.3)	 	 	 	 	 	 	1471_17_19	1471_17_19	 	1742	 	 	 	 	 	 
Streptococcus sanguinis SK678 (888819.3)	 	 	 	 	 	 	1044_17_19	1044_17_19	 	1799	 	 	 	 	 	 
Streptococcus sanguinis SK72 (888809.3)	 	 	 	 	 	 	769_17_19	769_17_19	 	1570	 	 	 	 	 	 
Streptococcus sanguinis VMC66 (888825.3)	 	 	 	 	 	 	734_17_19	734_17_19	 	2156	 	 	 	 	 	 
Streptococcus sp. 2_1_36FAA (469609.3)	 	 	 	 	 	 	763_17_19	763_17_19	 	1611	 	 	 	 	 	 
Streptococcus thermophilus CNRZ1066 (299768.6)	 	 	 	 	 	 	1005_19_17	1005_19_17	 	277	 	 	 	 	 	 
Streptococcus thermophilus JIM 8232 (1051074.3)	 	 	 	 	 	 	1036_17_19	1036_17_19	 	281	 	 	 	 	 	 
Streptococcus thermophilus LMD-9 (322159.8)	 	 	 	 	 	 	1013_17_19	1013_17_19	 	279	 	 	 	 	 	 
Streptococcus thermophilus LMG 18311 (264199.4)	 	 	 	 	 	 	988_19_17	988_19_17	 	275	 	 	 	 	 	 
Streptococcus thermophilus MN-ZLW-002 (1187956.3)	 	 	 	 	 	 	941_17_19	941_17_19	 	265	 	 	 	 	 	 
Streptococcus thermophilus ND03 (767463.3)	 	 	 	 	 	 	1013_17_19	1013_17_19	 	287	 	 	 	 	 	 
Streptococcus thoraltensis DSM 12221 (1123318.3)	 	 	 	 	 	 	78_17_19	78_17_19	 	1250	 	 	 	 	 	 
Streptococcus uberis 0140J (218495.5)	 	 	 	 	 	 	937_17_19	937_17_19	 	391	 	 	 	 	 	 
Streptococcus vestibularis ATCC 49124 (889206.3)	 	 	 	 	 	 	768_17_19	768_17_19	 	1453	 	 	 	 	 	 
Streptococcus vestibularis F0396 (904306.3)	 	 	 	 	 	 	550_17_19	550_17_19	 	228	 	 	 	 	 	 
Butyricicoccus pullicaecorum 1.2 (1203606.4)	3148_6	3150_2_5	3150_2_5	3148_6	3147_8	3149_10	2603_17_19	2603_17_19	 	366	 	 	 	 	 	 
Clostridium acetobutylicum ATCC 824 (272562.8)	795_6	793_2_5	793_2_5	795_6	796_8	794_10	2012_19_17	2012_19_17	 	 	 	 	 	 	 	3857
Clostridium acetobutylicum DSM 1731 (991791.3)	619_6	617_2_5	617_2_5	619_6	620_8	618_10	1848_19_17	1848_19_17	 	 	 	 	 	 	 	3706
Clostridium acetobutylicum EA 2018 (863638.3)	620_6	618_2_5	618_2_5	620_6	621_8	619_10	1852_19_17	1852_19_17	 	 	 	 	 	 	 	3714
Clostridium asparagiforme DSM 15981 (518636.5)	 	 	 	 	 	 	2613_17_19	2613_17_19	 	"2522, 3414"	 	 	 	 	 	 
Clostridium bartlettii DSM 16795 (445973.7)	814_6	816_2_5	816_2_5	814_6	813_8	815_10	2035_19_17	2035_19_17	 	 	 	 	 	 	 	1984
Clostridium beijerinckii G117 (1200349.3)	497_6	499_2_5	499_2_5	497_6	496_8	498_10	517_17_19	517_17_19	 	 	 	 	 	 	 	"3835, 4826"
Clostridium beijerinckii NCIMB 8052 (290402.41)	1257_6	1255_2_5	1255_2_5	1257_6	1258_8	1256_10	1237_19_17	1237_19_17	 	 	 	 	 	 	 	"2220, 5169, 5254"
Clostridium bolteae 90B8 (997897.5)	1915_6	"1917_2_5, 1918_2_5"	"1917_2_5, 1918_2_5"	1915_6	1914_8	1916_10	748_17_19	748_17_19	 	"1543, 479"	 	 	 	 	 	 
Clostridium bolteae ATCC BAA-613 (411902.9)	2501_6	2499_2_5	2499_2_5	2501_6	2502_8	2500_10	4503_17_19	4503_17_19	 	"2018, 4103"	 	 	 	 	 	 
Clostridium botulinum A str. ATCC 19397 (441770.6)	2740_6	2742_2_5	2742_2_5	"2740_6, 2792_6"	2739_8	2741_10	2200_19_17	2200_19_17	 	172	 	 	 	 	 	623
Clostridium botulinum A str. ATCC 3502 (413999.7)	2848_6	2850_2_5	2850_2_5	"2848_6, 2899_6"	2847_8	2849_10	2391_19_17	2391_19_17	 	175	 	 	 	 	 	640
Clostridium botulinum A str. Hall (441771.6)	2687_6	2689_2_5	2689_2_5	"2687_6, 2740_6"	2686_8	2688_10	2191_19_17	2191_19_17	 	172	 	 	 	 	 	627
Clostridium botulinum A2 str. Kyoto (536232.3)	3099_6	3101_2_5	3101_2_5	3099_6	3098_8	3100_10	2561_17_19	2561_17_19	 	170	 	 	 	 	 	674
Clostridium botulinum A3 str. Loch Maree (498214.7)	3179_6	3181_2_5	3181_2_5	3179_6	3178_8	3180_10	2705_19_17	2705_19_17	 	486	 	 	 	 	 	969
Clostridium botulinum B str. Eklund 17B (508765.6)	1228_6	1226_2_5	1226_2_5	1228_6	1229_8	1227_10	1208_17_19	1208_17_19	 	468	 	 	 	 	 	1440
Clostridium botulinum B1 str. Okra (498213.7)	2981_6	2983_2_5	2983_2_5	"1501_6, 2981_6, 3037_6"	2980_8	2982_10	2445_17_19	2445_17_19	 	"1494, 336"	 	 	 	 	 	812
Clostridium botulinum Ba4 str. 657 (515621.3)	3314_6	3316_2_5	3316_2_5	3314_6	3313_8	3315_10	2837_17_19	2837_17_19	 	478	 	 	 	 	 	956
Clostridium botulinum BKT015925 (929506.3)	2748_6	2750_2_5	2750_2_5	2748_6	2747_8	2749_10	1761_17_19	1761_17_19	 	2552	 	 	 	 	 	 
Clostridium botulinum CB11/1-1 (1289590.3)	2292_6	2294_2_5	2294_2_5	2292_6	2291_8	2293_10	2312_17_19	2312_17_19	 	291	 	 	 	 	 	667
Clostridium botulinum CDC66177 (1221327.3)	3444_6	3442_2_5	3442_2_5	3444_6	3445_8	3443_10	3424_17_19	3424_17_19	 	2441	 	 	 	 	 	3049
Clostridium botulinum D str. 1873 (592027.3)	212_6	210_2_5	210_2_5	212_6	213_8	211_10	1108_17_19	1108_17_19	 	386	 	 	 	 	 	 
Clostridium botulinum E1 str. 'BoNT E Beluga' (536233.3)	2398_6	2400_2_5	2400_2_5	2398_6	2397_8	2399_10	2418_17_19	2418_17_19	 	3168	 	 	 	 	 	2307
Clostridium botulinum E3 str. Alaska E43 (508767.5)	1177_6	1175_2_5	1175_2_5	1177_6	1178_8	1176_10	1157_17_19	1157_17_19	 	457	 	 	 	 	 	1262
Clostridium botulinum F str. 230613 (758678.3)	3027_6	3029_2_5	3029_2_5	"3027_6, 3091_6"	3026_8	3028_10	2536_17_19	2536_17_19	 	179	 	 	 	 	 	677
Clostridium botulinum F str. Langeland (441772.13)	2839_6	2841_2_5	2841_2_5	"2839_6, 2894_6"	2838_8	2840_10	2385_17_19	2385_17_19	 	169	 	 	 	 	 	644
Clostridium botulinum H04402 065 (941968.4)	2941_6	2943_2_5	2943_2_5	2941_6	2940_8	2942_11	2433_19_17	2433_19_17	 	168	 	 	 	 	 	698
Clostridium butyricum 60E.3 (997898.4)	645_6	643_2_5	643_2_5	645_6	646_8	644_10	621_17_19	621_17_19	 	3281	 	 	 	 	 	2627
Clostridium butyricum DKU-01 (1306409.3)	1870_6	1872_2_5	1872_2_5	1870_6	1869_8	1871_10	1893_17_19	1893_17_19	 	2645	 	 	 	 	 	3408
Clostridium butyricum DSM 10702 (1316931.3)	1155_6	1157_2_5	1157_2_5	1155_6	1154_8	1156_10	1179_17_19	1179_17_19	 	2828	 	 	 	 	 	3189
Clostridium butyricum E4 str. BoNT E BL5262 (632245.3)	3033_6	3035_2_5	3035_2_5	3033_6	3032_8	3034_10	3057_17_19	3057_17_19	 	1179	 	 	 	 	 	457
Clostridium celatum DSM 1785 (545697.3)	773_6	771_2_5	771_2_5	773_6	774_8	772_10	"3367_17_19, 3368_17_19"	"3367_17_19, 3368_17_19"	 	3266	 	 	 	 	 	 
Clostridium citroniae WAL-17108 (742733.3)	4651_7	4649_2_5	4649_2_5	4651_7	4652_8	4650_10	5543_17_19	5543_17_19	 	2180	 	 	 	 	 	 
Clostridium clariflavum DSM 19732 (720554.3)	1186_7	1184_2_5	1184_2_5	1186_7	 	1185_12	2574_17_19	2574_17_19	 	 	 	 	 	 	 	 
Clostridium clostridioforme 2_1_49FAA (742735.4)	2296_6	2298_2_5	2298_2_5	2296_6	2295_8	2297_10	5013_17_19	5013_17_19	 	"1588, 1978"	 	 	 	 	 	 
Clostridium clostridioforme 90A1 (999403.4)	2420_6	2418_2_5	2418_2_5	2420_6	2421_8	2419_10	5865_17_19	5865_17_19	 	"2757, 3153"	 	 	 	 	 	 
Clostridium clostridioforme 90A3 (999404.4)	240_6	238_2_5	238_2_5	240_6	241_8	239_10	5015_17_19	5015_17_19	 	"580, 973"	 	 	 	 	 	 
Clostridium clostridioforme 90A4 (999405.4)	1504_6	1506_2_5	1506_2_5	1504_6	1503_8	1505_10	4751_17_19	4751_17_19	 	"1090, 3024"	 	 	 	 	 	 
Clostridium clostridioforme 90A6 (999406.3)	2420_6	2422_2_5	2422_2_5	2420_6	2419_8	2421_10	5972_17_19	5972_17_19	 	"1683, 2081"	 	 	 	 	 	 
Clostridium clostridioforme 90A8 (999408.3)	3728_6	3730_2_5	3730_2_5	3728_6	3727_8	3729_10	5145_17_19	5145_17_19	 	"142, 2707"	 	 	 	 	 	 
Clostridium clostridioforme 90B1 (999409.3)	1976_6	1974_2_5	1974_2_5	1976_6	 	1975_10	3123_17_19	3123_17_19	 	"2312, 2706"	 	 	 	 	 	 
Clostridium clostridioforme CM201 (999410.3)	311_6	309_2_5	309_2_5	311_6	312_8	310_10	5839_17_19	5839_17_19	 	"1037, 643"	 	 	 	 	 	 
Clostridium difficile 6503 (691160.5)	2260_6	2262_2_5	2262_2_5	2260_6	2259_8	2261_10	1200_17_19	1200_17_19	 	 	 	 	 	 	 	80
Clostridium difficile 2007855 (699033.6)	1733_6	1735_2_5	1735_2_5	1733_6	1732_8	1734_10	1250_19_17	1250_19_17	 	 	 	 	 	 	 	 
Clostridium difficile 630 (272563.8)	1776_6	1778_2_5	1778_2_5	1776_6	1775_8	1777_10	1382_17_19	1382_17_19	 	 	 	 	 	 	 	"2124, 3452"
Clostridium difficile ATCC 43255 (499175.4)	1341_6	1343_2_5	1343_2_5	1341_6	1340_8	1342_10	905_17_19	905_17_19	 	 	 	 	 	 	 	2958
Clostridium difficile BI1 (699034.5)	1730_6	1732_2_5	1732_2_5	1730_6	1729_8	1731_10	1246_19_17	1246_19_17	 	 	 	 	 	 	 	 
Clostridium difficile CD196 (645462.3)	"1698_6, 1699_6"	1701_2_5	1701_2_5	"1698_6, 1699_6"	1697_8	1700_10	1227_19_17	1227_19_17	 	 	 	 	 	 	 	3268
Clostridium difficile CIP 107932 (499176.4)	1289_6	1290_2_5	1290_2_5	1289_6	1288_8	 	813_19_17	813_19_17	 	 	 	 	 	 	 	 
Clostridium difficile M120 (699035.5)	1710_6	1712_2_5	1712_2_5	1710_6	1709_8	1711_10	1306_17_19	1306_17_19	 	 	 	 	 	 	 	3346
Clostridium difficile M68 (699037.5)	1841_6	1843_2_5	1843_2_5	1841_6	1840_8	1842_10	1355_17_19	1355_17_19	 	219	 	 	 	 	 	3511
Clostridium difficile NAP07 (525258.3)	2340_6	2342_2_5	2342_2_5	2340_6	2339_8	2341_10	3063_17_19	3063_17_19	 	 	 	 	 	 	 	908
Clostridium difficile NAP08 (525259.3)	2477_6	2479_2_5	2479_2_5	2477_6	2476_8	2478_10	2700_17_19	2700_17_19	 	 	 	 	 	 	 	1490
Clostridium difficile QCD-23m63 (499174.4)	1097_6	1099_2_5	1099_2_5	1097_6	1096_8	1098_10	598_17_19	598_17_19	 	 	 	 	 	 	 	2683
Clostridium difficile QCD-37x79 (479834.4)	1166_6	1168_2_5	1168_2_5	1166_6	1165_8	1167_10	691_19_17	691_19_17	 	 	 	 	 	 	 	 
Clostridium difficile QCD-63q42 (479831.4)	949_6	951_2_5	951_2_5	949_6	948_8	950_10	473_17_19	473_17_19	 	 	 	 	 	 	 	2584
Clostridium difficile QCD-66c26 (455631.3)	3553_6	3555_2_5	3555_2_5	3553_6	3552_8	3554_10	3085_19_17	3085_19_17	 	 	 	 	 	 	 	 
Clostridium difficile QCD-76w55 (479832.7)	1312_6	1314_2_5	1314_2_5	1312_6	1311_8	1313_10	846_19_17	846_19_17	 	 	 	 	 	 	 	 
Clostridium difficile QCD-97b34 (479833.4)	1311_6	1313_2_5	1313_2_5	1311_6	1310_8	1312_10	844_19_17	844_19_17	 	 	 	 	 	 	 	 
Clostridium difficile R20291 (645463.3)	1701_6	1703_2_5	1703_2_5	1701_6	1700_8	1702_10	1233_19_17	1233_19_17	 	 	 	 	 	 	 	 
Clostridium hiranonis DSM 13275 (500633.7)	154_6	152_2_5	152_2_5	154_6	155_8	153_10	982_17_19	982_17_19	 	872	 	 	 	 	 	 
Clostridium hylemonae DSM 15053 (553973.6)	 	 	 	 	 	 	2169_17_19	2169_17_19	 	"3514, 829"	 	 	 	 	 	 
Clostridium leptum DSM 753 (428125.8)	 	 	 	 	 	 	1363_17_19	1363_17_19	 	1178	 	 	 	 	 	 
Clostridium methylpentosum DSM 5476 (537013.3)	 	 	 	 	 	 	482_17_19	482_17_19	 	2036	 	 	 	 	 	 
Clostridium nexile DSM 1787 (500632.7)	 	 	 	 	 	 	1545_17_19	1545_17_19	 	2525	 	 	 	 	 	 
Clostridium perfringens ATCC 13124 (195103.10)	527_6	525_2_5	525_2_5	527_6	528_8	526_10	1880_19_17	1880_19_17	 	 	 	 	 	 	 	1400
Clostridium perfringens F262 (883064.3)	"157, 561_7"	559_2_5	559_2_5	561_7	562_8	560_12	2005_17_19	2005_17_19	 	 	 	 	 	 	 	1516
Clostridium perfringens SM101 (289380.15)	513_6	511_2_5	511_2_5	513_6	514_8	512_10	1632_17_19	1632_17_19	 	2107	 	 	 	 	 	1229
Clostridium perfringens WAL-14572 (742739.3)	"1931_7, 2767"	1933_2_5	1933_2_5	1931_7	1930_8	1932_12	1346_17_19	1346_17_19	 	 	 	 	 	 	 	904
Clostridium perfringens str. 13 (195102.6)	628_6	626_2_5	626_2_5	628_6	629_8	627_10	1753_17_19	1753_17_19	 	 	 	 	 	 	 	1310
Clostridium saccharoperbutylacetonicum N1-4(HMT) (931276.5)	1323_6	1321_2_5	"1321_2_5, 2160_5"	1323_6	1324_8	1322_10	1303_17_19	1303_17_19	 	674	 	 	 	 	 	 
Clostridium sartagoforme AAU1 (1202534.3)	2291_6	2289_2_5	2289_2_5	2291_6	2292_8	2290_10	858_17_19	858_17_19	 	2702	 	 	 	 	 	 
Clostridium scindens ATCC 35704 (411468.9)	 	 	 	 	 	 	"1106_17_19, 2137_17_19"	"1106_17_19, 2137_17_19"	 	"220, 2302"	 	 	 	 	 	 
Clostridium sp. 7_2_43FAA (457396.3)	 	 	 	 	 	 	1669_17_19	1669_17_19	 	2851	 	 	 	 	 	2315
