Organism	Tor	Dms	Ynf
Escherichia coli KTE91 (1182694.3)	1035_3, 1036_7, 1037_11, 1887_9, 1888_3	930_14, 931_17, 932_19	1581_26, 1582_26, 1583_28, 1584_29, 1585_30
Escherichia coli KTE93 (1182696.3)	1407_2, 1408_7, 1409_11, 2142_9, 2143_3	1320_14, 1321_17, 1322_18	1852_25, 1853_26, 1854_28, 1855_29, 1856_30
Escherichia coli KTE94 (1169368.3)	1154_2, 1155_7, 1156_11, 2042_9, 2043_3	1065_13, 1066_17, 1067_19	1746_27, 1747_25, 1748_26, 1749_26, 1750_28, 1751_29, 1752_30
Escherichia coli KTE96 (1182697.3)	3461_2, 3462_7, 3463_11, 4277_9, 4278_3	3371_13, 3372_17, 3373_18	 
Escherichia coli KTE97 (1169370.3)	1829_9, 1830_3, 880_2, 881_7, 882_11	792_14, 793_17, 794_19	1476_26, 1477_26, 1478_28, 1479_29
Escherichia coli KTE98 (1182698.3)	3136_2, 3137_7, 3138_11, 4042_9, 4043_3	3034_14, 3035_17, 3036_18	3742_25, 3743_26, 3744_28, 3745_29, 3746_30
Escherichia coli KTE99 (1169371.3)	1053_2, 1054_7, 1055_11, 1909_9, 1910_3	966_14, 967_17, 968_19	1616_26, 1617_26, 1618_28, 1619_29
Escherichia coli LCT-EC106 (1163386.3)	1774_9, 1775_3, 3807_2, 3808_7, 3809_11	3719_14, 3720_17, 3721_19	1478_26, 1479_26, 1480_28, 1481_29
Escherichia coli LCT-EC52 (1258567.3)	3293_2, 3294_7, 3295_11, 3724_3, 3725_9	3206_14, 3207_17, 3208_19	4020_29, 4021_28, 4022_26, 4023_26
Escherichia coli LCT-EC59 (1258580.3)	3703_9, 3704_3, 4261_2, 4262_7, 4263_11	4174_14, 4175_17, 4176_19	3405_26, 3406_26, 3407_28, 3408_29
Escherichia coli LF82 (591946.4)	1869_9, 1870_3, 968_2, 969_7, 970_11	836_14, 837_17, 838_18	1583_25, 1584_26, 1585_26, 1586_28, 1587_29
Escherichia coli LT-68 (670890.3)	443_11, 444_7, 445_2, 759_3, 760_9	557_19, 558_17, 559_14	5334_25, 5335_26, 5336_26, 5337_28, 5338_29, 5339_30
Escherichia coli M605 (656417.3)	1231_2, 1232_7, 1233_11, 2475_9, 2476_3	1134_14, 1136_17, 1137_19	2077_25, 2078_26, 2079_26, 2080_28, 2082_29, 2083_30
Escherichia coli M718 (656419.3)	1309_2, 1310_7, 1311_11, 2603_9, 2604_3	1188_14, 1190_17, 1191_19, 3285_18, 3286_17, 3287_13, 3288_13	2283_25, 2290_25, 2291_26, 2292_28, 2293_29, 2294_30
Escherichia coli M863 (656420.3)	1642_3, 1643_7, 1644_11, 339_9, 340_3	1482_14, 1483_17, 1484_19	33_25, 34_25, 35_26, 36_29, 37_30
Escherichia coli MA6 (1005557.3)	1610_2, 1611_7, 1612_11, 2821_9, 2822_3	1456_14, 1457_17, 1458_19, 3609_22, 3610_19, 3611_17, 3612_14	2480_26, 2481_26, 2482_28, 2483_29, 2484_30
Escherichia coli MP020940.1 (1116140.3)	1237_3, 1238_7, 1239_11, 2334_9, 2335_3	1071_14, 1072_17, 1073_19	2028_25, 2029_26, 2030_28, 2031_29, 2032_30
Escherichia coli MP020980.1 (1125638.3)	1588_3, 1589_7, 1590_11, 2506_9, 2507_3	1358_14, 1359_17, 1360_19	2214_25, 2215_26, 2216_28, 2217_29, 2218_30
Escherichia coli MP020980.2 (1116139.3)	1548_3, 1549_7, 1550_11, 2536_9, 2537_3	1338_14, 1339_17, 1340_19	2245_25, 2246_26, 2247_28, 2248_29, 2249_30
Escherichia coli MP021017.1 (1116057.3)	1235_3, 1236_7, 1237_11, 2312_9, 2313_3	1064_14, 1065_17, 1066_18	1950_25, 1951_26, 1952_28, 1953_29, 1954_30
Escherichia coli MP021017.10 (1116064.3)	1268_2, 1269_7, 1270_11, 2265_9, 2266_3	1149_13, 1150_17, 1151_18	1897_25, 1898_26, 1899_28, 1900_29, 1901_30
Escherichia coli MP021017.11 (1116065.3)	1109_3, 1110_7, 1111_11, 2121_9, 2122_3	963_14, 964_17, 965_18	1756_25, 1757_26, 1758_28, 1759_29, 1760_30
Escherichia coli MP021017.12 (1116111.3)	1883_9, 1884_3, 920_2, 921_7, 922_11	819_14, 820_17, 821_18	1581_25, 1582_26, 1583_28, 1584_29, 1585_30
Escherichia coli MP021017.2 (1116058.3)	1278_3, 1279_7, 1280_11, 2284_9, 2285_3	1147_14, 1148_17, 1149_18	1932_25, 1933_26, 1934_28, 1935_29, 1936_30
Escherichia coli MP021017.3 (1116059.3)	1237_3, 1238_7, 1239_11, 2262_9, 2263_3	1108_14, 1109_17, 1110_18	1897_25, 1898_26, 1899_28, 1900_29, 1901_30
Escherichia coli MP021017.4 (1116060.3)	1171_3, 1172_7, 1173_11, 2226_9, 2227_3	1057_14, 1058_17, 1059_18	1861_25, 1862_26, 1863_28, 1864_29, 1865_30
Escherichia coli MP021017.5 (1116061.3)	1147_3, 1148_7, 1149_11, 2135_9, 2136_3	955_14, 956_17, 957_18	1769_25, 1770_26, 1771_28, 1772_29, 1773_30
Escherichia coli MP021017.6 (1116062.3)	1099_3, 1100_7, 1101_11, 2174_9, 2175_3	986_14, 987_17, 988_18	1809_25, 1810_26, 1811_28, 1812_29, 1813_30
Escherichia coli MP021017.9 (1116063.3)	1036_2, 1037_7, 1038_11, 2076_9, 2077_3	923_14, 924_17, 925_18	1712_25, 1713_26, 1714_28, 1715_29, 1716_30
Escherichia coli MP021552.11 (1116134.3)	1498_2, 1499_7, 1500_11, 2533_9, 2534_3	1338_14, 1339_17, 1340_19	2181_25, 2182_26, 2183_28, 2184_29, 2185_30
Escherichia coli MP021552.12 (1116135.3)	1263_2, 1264_7, 1265_11, 2217_9, 2218_3	1156_13, 1157_17, 1158_18	1911_25, 1912_26, 1913_28, 1914_29, 1915_30
Escherichia coli MP021552.7 (1116132.3)	1747_2, 1748_7, 1749_11, 2785_9, 2786_3	1639_14, 1640_17, 1641_19	2478_25, 2479_26, 2480_28, 2481_29, 2482_30
Escherichia coli MP021552.8 (1116133.3)	1157_2, 1158_7, 1159_11, 2169_9, 2170_3	1051_14, 1052_17, 1053_19	1865_25, 1866_26, 1867_28, 1868_29, 1869_30
Escherichia coli MP021561.2 (1116136.3)	1580_3, 1581_7, 1582_11, 2436_9, 2437_3	1429_14, 1430_17, 1431_19	2129_25, 2130_26, 2131_28, 2132_29, 2133_30
Escherichia coli MP021561.3 (1116137.3)	1617_3, 1618_7, 1619_11, 2611_9, 2612_3	1505_14, 1506_17, 1507_19	2315_25, 2316_26, 2317_28, 2318_29, 2319_30
Escherichia coli MP021566.1 (1116138.3)	1527_3, 1528_7, 1529_11, 2601_9, 2602_3	1421_14, 1422_17, 1423_19	2297_25, 2298_26, 2299_28, 2300_29, 2301_30
Escherichia coli MS 107-1 (679207.4)	4365_11, 4366_7, 4367_3, 4773_9, 4774_3	2008_19, 2009_17, 2010_14	4669_25, 4676_25, 4677_26, 4678_26, 4679_28, 4680_29, 4681_30
Escherichia coli MS 115-1 (749537.3)	1302_3, 1303_9, 4420_11, 4421_7, 4422_3	4335_19, 4336_17, 4337_14	2395_30, 2396_29, 2397_28, 2398_26, 2400_25
Escherichia coli MS 116-1 (749538.3)	2920_11, 2921_9, 2922_9, 2923_3, 4492_9, 4493_3	2884_19, 2885_17, 2886_14	4136_26, 4137_26, 4138_28, 4139_29, 4140_30
Escherichia coli MS 119-7 (679206.4)	2129_3, 2130_9, 3705_11, 3706_7, 3707_3	3406_14, 3408_17, 3409_19	1313_30, 1314_29, 1316_28, 1317_26, 1318_25
Escherichia coli MS 124-1 (679205.4)	5265_9, 5266_3, 905_11, 906_7, 907_2	1025_19, 1026_17, 1027_14	1617_25, 1618_26, 1619_26, 1620_28, 1622_29, 1623_30
Escherichia coli MS 145-7 (679204.3)	2141_11, 2142_7, 2143_3, 3143_3, 3144_9	2430_19, 2431_17, 2432_14	504_26, 505_26, 506_28, 507_29, 508_30
Escherichia coli MS 146-1 (749540.3)	2128_3, 2129_9, 2835_10, 2836_7, 2837_3	2700_14, 2702_17, 2703_19, 4414_20, 4415_19, 4416_17, 4417_14	4220_26, 4221_26, 4222_28, 4223_29, 4224_30
Escherichia coli MS 182-1 (749545.3)	2995_9, 2996_3, 3273_11, 3274_10, 3275_7, 3276_3	4319_14, 4321_17, 4322_19	5105_25, 5106_25, 5107_26, 5108_28, 5109_29, 5110_30
Escherichia coli MS 185-1 (749546.3)	1690_11, 1691_7, 1692_2, 4700_3, 4701_9, 4702_9	1785_19, 1786_17, 1787_13, 1788_13, 1789_13	3876_29, 3877_28, 3878_26, 3879_26
Escherichia coli MS 187-1 (749547.3)	1206_9, 1207_3, 1491_11, 1492_10, 1493_7, 1494_2	1841_14, 1843_17, 1844_19	 
Escherichia coli MS 196-1 (749548.3)	4800_9, 4801_3, 5236_10, 5237_9, 5238_3	2260_14, 2262_17, 2263_19	4734_26, 4735_26, 4736_28, 4737_29, 4738_30
Escherichia coli MS 198-1 (749549.3)	3150_9, 3151_3, 3381_11, 692_2, 693_7	5324_19, 5325_17, 5326_14	5223_30, 5224_29, 5225_28, 5226_26, 5227_25
Escherichia coli MS 200-1 (749550.3)	1925_9, 1926_3, 2265_11, 2266_7, 2267_2	2129_19, 2130_17, 2131_14	1134_30
Escherichia coli MS 21-1 (749527.3)	2471_11, 2472_10, 2473_7, 2474_2, 811_9, 812_3	2430_18, 2431_17, 2432_14	4297_30, 4298_29, 4299_28, 4300_26, 4301_25
Escherichia coli MS 45-1 (749528.3)	1535_11, 1536_7, 1537_2, 4971_3, 4972_9	1710_19, 1711_17, 1712_14	3854_29, 3855_28, 3856_26, 3857_26
Escherichia coli MS 69-1 (749531.3)	3198_2, 3199_7, 3200_11, 621_3, 622_3, 623_9	2922_14, 2924_17, 2925_19	4805_25, 4806_26, 4807_28, 4808_29, 4809_30
Escherichia coli MS 78-1 (749532.3)	1955_11, 1956_10, 1957_7, 1958_3, 2439_9, 2440_3	780_19, 781_17, 782_14	1355_25, 1356_26, 1357_26, 1358_28, 1360_29, 1361_30
Escherichia coli MS 84-1 (749533.3)	2495_9, 2496_3, 902_11, 903_10, 904_7, 905_2	1021_19, 1022_17, 1023_14	4935_30, 4936_29, 4937_28, 4938_26, 4939_25
Escherichia coli MS 85-1 (679202.3)	403_2, 404_7, 405_11, 526_3, 527_9	293_14, 294_17, 295_19	836_30, 837_29, 838_28, 839_26, 840_25
Escherichia coli N1 (1005567.3)	1026_3, 1027_7, 1028_11, 1885_9, 1886_3	2224_19, 2225_17, 2226_13, 2656_18, 2657_16, 2658_13	1593_25, 1594_26, 1595_28, 1596_29, 1597_30
Escherichia coli NA114 (1033813.3)	1069_2, 1070_7, 1071_11, 1949_9, 1950_3	929_14, 930_17, 931_19	1641_25, 1642_26, 1643_26, 1644_28, 1646_29, 1647_30
Escherichia coli NC101 (753642.3)	2474_3, 2475_9, 613_11, 614_7, 615_2	707_19, 708_17, 709_14	1572_30, 1573_29, 1574_28, 1575_26, 1576_25
Escherichia coli NCCP15647 (1169663.3)	1877_3, 1878_7, 1879_11, 4158_3, 4159_9	1773_13, 1774_17, 1775_19	1011_30, 1012_29, 1013_28, 4948_25, 4949_26, 4950_28
Escherichia coli NCCP15657 (1169863.3)	1160_9, 1161_3, 3178_3, 3179_7, 3180_11	4257_14, 4258_17, 4259_19	4830_26, 4831_26, 4832_28, 4833_29, 4834_30
Escherichia coli NCCP15658 (1169862.3)	1180_2, 1181_7, 1182_11, 2419_9, 2420_3	1009_13, 1010_17, 1011_19, 3333_22, 3334_19, 3335_17, 3336_14	2112_26, 2113_26, 2114_28, 2115_29, 2116_30
Escherichia coli NE037 (1005484.3)	1511_2, 1512_7, 1513_11, 2800_9, 2801_3	1336_14, 1337_17, 1338_19, 3608_22, 3609_19, 3610_17, 3611_13	2491_26, 2492_26, 2493_28, 2494_29, 2495_30
Escherichia coli NE098 (1005486.3)	1322_2, 1323_7, 1324_11, 2553_9, 2554_3	1165_14, 1166_17, 1167_19, 3359_22, 3360_19, 3361_17, 3362_14	2246_26, 2247_26, 2248_28, 2249_29, 2250_30
Escherichia coli NE1487 (1005485.3)	1519_2, 1520_7, 1521_11, 2818_9, 2819_3	1345_19, 1346_17, 1347_14, 3608_22, 3609_19, 3610_17, 3611_14	2485_25, 2486_26, 2487_28, 2488_29, 2489_30
Escherichia coli Nissle 1917 (316435.3)	1186_9, 1187_3, 3085_2, 3086_7, 3087_11	2999_14, 3000_17, 3001_19	838_26, 839_26, 840_28, 841_29
Escherichia coli O08 (1227814.3)	1852_9, 1853_3, 961_3, 962_7, 963_11	853_14, 854_17, 855_19	1534_25, 1535_26, 1536_28, 1537_29, 1538_30
Escherichia coli O103:H25 str. CVM9340 (1165940.3)	1902_3, 1903_9, 2617_11, 2618_7, 2619_2	2738_14, 2739_17, 2740_19	822_25, 823_25, 824_26, 825_28, 826_29, 827_30
Escherichia coli O103:H25 str. NIPH-11060424 (1101440.4)	1043_2, 1044_7, 1045_11, 1918_9, 1919_3	936_14, 937_17, 938_19	1592_25, 1593_25, 1594_26, 1595_28, 1596_29, 1597_30
Escherichia coli O103:H2 str. 12009 (585395.4)	1097_3, 1098_7, 1099_11, 2235_9, 2236_3	987_14, 988_17, 989_19	1810_25, 1811_26, 1812_28, 1813_29, 1814_30
Escherichia coli O103:H2 str. CVM9450 (1165941.3)	1930_9, 1931_3, 2667_11, 2668_7, 2669_3	5364_14, 5365_17, 5366_19	1614_26, 1615_26, 1616_28, 1617_29, 1618_30
Escherichia coli O104:H4 str. GOS1 (1038927.4)	2103_9, 2104_3, 776_2, 777_7, 778_11	4964_19, 4965_17, 4966_14	1914_28, 1915_29, 1916_30, 4912_25, 4913_26, 4914_28
Escherichia coli O104:H4 str. GOS2 (1038927.5)	2391_2, 2392_7, 2393_11, 2829_3, 2830_9	755_14, 756_17, 757_19	4479_28, 4480_29, 4481_30, 4913_25, 4914_26, 4915_28
Escherichia coli O104:H4 str. H112180282 (1038927.6)	1998_3, 1999_9, 90_2, 91_7, 92_11	660_14, 661_17, 662_19	1047_28, 1048_26, 1049_25, 1838_30, 1839_29, 1840_28
Escherichia coli O104:H4 str. H112180283 (1038927.7)	1394_9, 1395_3, 4998_11, 4999_7, 5000_2	838_14, 839_17, 840_19	2583_28, 2584_26, 2585_25, 3071_30, 3072_29, 3073_28
Escherichia coli O104:H4 str. 01-09591 (1042803.5)	1094_3, 1095_7, 1096_11, 2011_9, 2012_3	957_14, 958_17, 959_19	1702_25, 1703_26, 1704_28, 1705_29, 1706_30
Escherichia coli O104:H4 str. 04-8351 (1048265.3)	1144_9, 1145_3, 5098_3, 5099_7, 5100_11	4938_14, 4939_17, 4940_19	709_25, 710_26, 711_28, 786_28, 787_29, 788_30
Escherichia coli O104:H4 str. 09-7901 (1048266.3)	1528_3, 1529_7, 1530_11, 2558_9, 2559_3	1367_14, 1368_17, 1369_19	2199_25, 2200_26, 2201_28, 2258_28, 2259_29, 2260_30
Escherichia coli O104:H4 str. 11-02030 (1240768.3)	126_9, 127_3, 4436_2, 4437_7, 4438_11	4329_14, 4330_17, 4331_19	5069_25, 5070_26, 5071_28, 5147_28, 5148_29, 5149_30
Escherichia coli O104:H4 str. 11-02033-1 (1240769.3)	4523_2, 4524_7, 4525_11, 5089_9, 5090_3	4280_14, 4281_17, 4282_19	1682_25, 1683_26, 1684_28, 3068_28, 3069_29, 3070_30
Escherichia coli O104:H4 str. 11-02092 (1240770.3)	3144_2, 3145_7, 3146_11, 3442_9, 3443_3	3037_14, 3038_17, 3039_19	646_25, 647_26, 648_28, 722_28, 723_29, 724_30
Escherichia coli O104:H4 str. 11-02093 (1240771.3)	3312_2, 3313_7, 3314_11, 4264_9, 4265_3	3205_14, 3206_17, 3207_19	3586_25, 3587_26, 3588_28, 3662_28, 3663_29, 3664_30
Escherichia coli O104:H4 str. 11-02281 (1240772.3)	4415_2, 4416_7, 4417_11, 4961_9, 4962_3	4308_14, 4309_17, 4310_19	2306_25, 2307_26, 2308_28, 2383_28, 2384_29, 2385_30
Escherichia coli O104:H4 str. 11-02318 (1240773.3)	1148_9, 1149_3, 5172_2, 5173_7, 5174_11	5065_14, 5066_17, 5067_19	648_25, 649_26, 650_28, 724_28, 725_29, 726_30
Escherichia coli O104:H4 str. 11-02913 (1240774.3)	3536_2, 3537_7, 3538_11, 4646_9, 4647_3	3429_14, 3430_17, 3431_19	4063_25, 4064_26, 4065_28, 4139_28, 4140_29, 4141_30
Escherichia coli O104:H4 str. 11-03439 (1240775.3)	3908_2, 3909_7, 3910_11, 4231_9, 4232_3	3801_14, 3802_17, 3803_19	3238_25, 3239_26, 3240_28, 3316_28, 3317_29, 3318_30
Escherichia coli O104:H4 str. 11-03943 (1240777.3)	4057_2, 4058_7, 4059_11, 4623_9, 4624_3	3950_14, 3951_17, 3952_19	2936_25, 2937_26, 2938_28, 3012_28, 3013_29, 3014_30
Escherichia coli O104:H4 str. 11-04080 (1240776.3)	4070_2, 4071_7, 4072_11, 4635_9, 4636_3	3964_14, 3965_17, 3966_19	3501_25, 3502_26, 3503_28, 3577_28, 3578_29, 3579_30
Escherichia coli O104:H4 str. 11-3677 (1048334.3)	1391_2, 1392_7, 1393_11, 2633_9, 2634_3	1285_14, 1286_17, 1287_19	2149_25, 2150_26, 2151_28, 2222_28, 2223_29, 2224_30
Escherichia coli O104:H4 str. 11-4404 (1068614.3)	4370_2, 4371_7, 4372_11, 449_9, 450_3	4264_14, 4265_17, 4266_19	35_28, 36_29, 37_30, 5127_25, 5128_26, 5129_28
Escherichia coli O104:H4 str. 11-4522 (1068615.3)	4374_2, 4375_7, 4376_11, 474_9, 475_3	4267_14, 4268_17, 4269_19	5133_25, 5134_26, 5135_28, 55_28, 56_29, 57_30
Escherichia coli O104:H4 str. 11-4623 (1068616.3)	1202_9, 1203_3, 5129_2, 5130_7, 5131_11	5021_14, 5022_17, 5023_19	711_25, 712_26, 713_28, 785_28, 786_29, 787_30
Escherichia coli O104:H4 str. 11-4632 C1 (1068617.3)	2748_2, 2749_7, 2750_11, 3990_9, 3991_3	2643_14, 2644_17, 2645_19	3509_25, 3510_26, 3511_28, 3575_28, 3576_29, 3577_30
Escherichia coli O104:H4 str. 11-4632 C2 (1068618.3)	2753_2, 2754_7, 2755_11, 3996_9, 3997_3	2645_14, 2646_17, 2647_19	3511_25, 3512_26, 3513_28, 3585_28, 3586_29, 3587_30
Escherichia coli O104:H4 str. 11-4632 C3 (1068619.3)	4373_2, 4374_7, 4375_11, 440_9, 441_3	4265_14, 4266_17, 4267_19	40_28, 41_29, 42_30, 5126_25, 5127_26, 5128_28
Escherichia coli O104:H4 str. 11-4632 C4 (1068620.3)	2096_9, 2097_3, 855_2, 856_7, 857_11	747_14, 748_17, 749_19	1618_25, 1619_26, 1620_28, 1691_28, 1692_29, 1693_30
Escherichia coli O104:H4 str. 11-4632 C5 (1068621.3)	2763_2, 2764_7, 2765_11, 4012_9, 4013_3	2655_14, 2656_17, 2657_19	3523_25, 3524_26, 3525_28, 3599_28, 3600_29, 3601_30
Escherichia coli O104:H4 str. 2009EL-2050 (1134782.3)	2124_3, 2125_9, 3396_11, 3397_7, 3398_2	3502_19, 3503_17, 3504_14	2543_30, 2544_29, 2545_28, 2619_28, 2620_26, 2621_25
Escherichia coli O104:H4 str. 2009EL-2071 (1133853.3)	2122_3, 2123_9, 3471_11, 3472_7, 3473_2	3578_19, 3579_17, 3580_14	2540_30, 2541_29, 2542_28, 2616_28, 2617_26, 2618_25
Escherichia coli O104:H4 str. 2011C-3493 (1133852.3)	2135_3, 2136_9, 3411_11, 3412_7, 3413_2	3517_19, 3518_17, 3519_14	2553_30, 2554_29, 2555_28, 2628_28, 2629_26, 2630_25
Escherichia coli O104:H4 str. C227-11 (1048254.3)	4693_2, 4694_7, 4695_11, 770_9, 771_3	4585_14, 4586_17, 4587_19	299_25, 300_26, 301_28, 366_28, 367_29, 368_30
Escherichia coli O104:H4 str. C236-11 (1048256.3)	1391_2, 1392_7, 1393_11, 2652_9, 2653_3	1284_14, 1285_17, 1286_19	2164_25, 2165_26, 2166_28, 2235_28, 2236_29, 2237_30
Escherichia coli O104:H4 str. Ec11-4984 (1240761.3)	4749_2, 4750_7, 4751_11, 768_9, 769_3	4643_14, 4644_17, 4645_19	292_25, 293_26, 294_28, 349_28, 350_29, 351_30
Escherichia coli O104:H4 str. Ec11-4986 (1240762.3)	1623_9, 1624_3, 360_2, 361_7, 362_11	251_14, 252_17, 253_19	1132_25, 1133_26, 1134_28, 1198_28, 1199_29, 1200_30
Escherichia coli O104:H4 str. Ec11-4987 (1240763.3)	4437_2, 4438_7, 4439_11, 456_9, 457_3	4331_14, 4332_17, 4333_19	35_28, 36_29, 37_30, 5215_25, 5216_26, 5217_28
Escherichia coli O104:H4 str. Ec11-4988 (1240764.3)	2067_9, 2068_3, 828_2, 829_7, 830_11	721_14, 722_17, 723_19	1607_25, 1608_26, 1609_28, 1666_28, 1667_29, 1668_30
Escherichia coli O104:H4 str. Ec11-5536 (1068623.3)	1390_2, 1391_7, 1392_11, 2616_9, 2617_3	1285_14, 1286_17, 1287_19	2143_25, 2144_26, 2145_28, 2217_28, 2218_29, 2219_30
Escherichia coli O104:H4 str. Ec11-5537 (1068624.3)	1392_2, 1393_7, 1394_11, 2624_9, 2625_3	1284_14, 1285_17, 1286_19	2142_25, 2143_26, 2144_28, 2210_28, 2211_29, 2212_30
Escherichia coli O104:H4 str. Ec11-5538 (1068622.3)	4700_2, 4701_7, 4702_11, 779_9, 780_3	4591_14, 4592_17, 4593_19	292_25, 293_26, 294_28, 365_28, 366_29, 367_30
Escherichia coli O104:H4 str. Ec11-5603 (1240765.3)	1402_2, 1403_7, 1404_11, 2677_9, 2678_3	1296_14, 1297_17, 1298_19	2183_25, 2184_26, 2185_28, 2260_28, 2261_29, 2262_30
Escherichia coli O104:H4 str. Ec11-5604 (1240766.3)	4751_2, 4752_7, 4753_11, 772_9, 773_3	4645_14, 4646_17, 4647_19	310_25, 311_26, 312_28, 370_28, 371_29, 372_30
Escherichia coli O104:H4 str. Ec11-6006 (1240767.3)	4044_2, 4045_7, 4046_11, 65_9, 66_3	3938_14, 3939_17, 3940_19	4818_25, 4819_26, 4820_28, 4891_28, 4892_29, 4893_30
Escherichia coli O104:H4 str. Ec11-9450 (1240758.3)	4735_2, 4736_7, 4737_11, 787_9, 788_3	4627_14, 4628_17, 4629_19	307_25, 308_26, 309_28, 372_28, 373_29, 374_30
Escherichia coli O104:H4 str. Ec11-9941 (1240759.3)	4070_2, 4071_7, 4072_11, 56_9, 57_3	3963_14, 3964_17, 3965_19	4849_25, 4850_26, 4851_28, 4925_28, 4926_29, 4927_30
Escherichia coli O104:H4 str. Ec11-9990 (1240760.3)	1060_9, 1061_3, 5004_2, 5005_7, 5006_11	4899_14, 4900_17, 4901_19	565_25, 566_26, 567_28, 640_28, 641_29, 642_30
Escherichia coli O104:H4 str. Ec12-0465 (1240778.3)	1393_2, 1394_7, 1395_11, 2650_9, 2651_3	1288_14, 1289_17, 1290_19	2164_25, 2165_26, 2166_28, 2239_28, 2240_29, 2241_30
Escherichia coli O104:H4 str. Ec12-0466 (1240779.3)	4854_2, 4855_7, 4856_11, 842_9, 843_3	4748_14, 4749_17, 4750_19	345_25, 346_26, 347_28, 422_28, 423_29, 424_30
Escherichia coli O104:H4 str. H112180280 (1042804.3)	1717_9, 1718_3, 472_2, 473_7, 474_11	367_14, 368_17, 369_19	1229_25, 1230_26, 1231_28, 1302_28, 1303_29, 1304_30
Escherichia coli O104:H4 str. H112180541 (1048765.4)	2313_9, 2314_3, 394_11, 395_7, 396_2	4226_19, 4227_17, 4228_14	2922_28, 2923_29, 2924_30, 5100_28, 5101_26, 5102_25
Escherichia coli O104:H4 str. LB226692 (1040638.5)	1147_2, 1148_7, 1149_11, 2096_9, 2097_3	1012_14, 1013_17, 1014_19	1763_25, 1764_26, 1765_28, 1766_29, 1767_30
Escherichia coli O104:H4 str. ON2010 (1136217.3)	1110_3, 1111_7, 1112_11, 2008_9, 2009_3	945_14, 946_17, 947_19	1705_25, 1706_26, 1707_28, 1708_29, 1709_30
Escherichia coli O104:H4 str. ON2011 (1136218.3)	1162_3, 1163_9, 2375_11, 2376_7, 2377_2	2479_19, 2480_17, 2481_14	1561_30, 1562_29, 1563_28, 1635_28, 1636_26, 1637_25
Escherichia coli O104:H4 str. TY-2482 (1038844.18)	1132_9, 1133_3, 5097_2, 5098_7, 5099_11	4992_14, 4993_17, 4994_19	639_25, 640_26, 641_28, 712_28, 713_28, 714_29, 715_30
Escherichia coli O10:K5(L):H4 str. ATCC 23506 (1246623.3)	343_3, 344_9, 4597_3, 4598_9, 4599_11	4493_14, 4494_17, 4495_19	2575_26, 2576_26, 2577_28, 2578_29, 2579_30
Escherichia coli O111:H- str. 11128 (585396.4)	1155_3, 1156_7, 1157_11, 2548_9, 2549_3	1002_14, 1003_17, 1004_19	2135_25, 2136_26, 2137_26, 2138_28, 2139_29, 2140_30
Escherichia coli O111:H11 str. CFSAN001630 (1232151.3)	2865_3, 2866_9, 5315_3, 5316_7, 5317_11	453_14, 454_17, 455_19	3749_30, 3750_29, 3751_28, 3752_26, 3753_25, 3754_25
Escherichia coli O111:H11 str. CVM9534 (1165946.3)	2871_11, 2872_7, 2873_3, 4287_9, 4288_3	205_14, 206_17, 207_19	4142_25, 4143_25, 4144_26, 4145_28, 4146_29, 4147_30
Escherichia coli O111:H11 str. CVM9553 (1165947.3)	2030_9, 2031_3, 4318_11, 4319_7, 4320_3	1550_19, 1551_17, 1552_14	5135_25, 5136_25, 5137_26, 5138_28, 5139_29, 5140_30
Escherichia coli O111:H8 str. CFSAN001632 (1232154.3)	1525_3, 1526_7, 5142_3, 5143_9	1222_18, 1223_17, 1224_14	2627_26, 2628_26, 2629_28, 2630_29, 2631_30
Escherichia coli O111:H8 str. CVM9570 (1165945.3)	3244_3, 3245_7, 3246_11, 4085_3, 4086_9	2911_14, 2912_17, 2913_19	3783_30, 3784_29, 3785_28, 3786_26, 3787_26
Escherichia coli O111:H8 str. CVM9574 (1165943.3)	3977_9, 3978_3, 4116_3, 4117_7, 4118_11	1835_14, 1836_17, 1837_19	676_26, 677_26, 934_28, 935_29, 936_30
Escherichia coli O111:H8 str. CVM9602 (1165942.3)	2824_3, 2825_7, 2826_11, 4238_9, 4239_3	1553_19, 1554_17, 1555_14	4473_26, 4474_26, 4475_28, 4476_29, 4477_30
Escherichia coli O111:H8 str. CVM9634 (1165944.3)	2642_9, 2643_3, 3469_3, 3470_7, 3471_11	5207_14, 5208_17, 5209_19	5088_30, 5089_29, 5090_28, 5091_26, 5688_26
Escherichia coli O113:H21 str. CL-3 (1078029.12)	1054_3, 1055_7, 1056_11, 4064_3, 4065_9	948_14, 949_17, 950_19	3287_30, 3288_29, 3289_28, 3290_26, 3291_25
Escherichia coli O121:H19 str. MT#2 (1078031.3)	5040_11, 5041_7, 5042_2, 804_9, 805_3	2026_19, 2027_16, 2028_13	501_25, 502_26, 503_28, 504_29, 505_30
Escherichia coli O127:H27 str. C43/90 (1090929.3)	1038_3, 1039_9, 1040_11, 1860_9, 1861_3	933_14, 934_17, 935_19	1559_26, 1560_26, 1561_28, 1562_28, 1563_29, 1564_30
Escherichia coli O127:H6 str. E2348/69 (574521.7)	1065_2, 1066_7, 1067_11, 2045_9, 2046_3	915_13, 916_14, 917_17, 918_18	1708_26, 1709_26, 1710_28, 1711_29, 1712_30
