Organism	ThrA	Asd	Hom	ThrB	ThrC
Escherichia coli IHE3034 (714962.3)	1, 4443, 4535	3892_2	1, 4443	2_6	3
Escherichia coli J53 (1144303.3)	3618, 4274, 4349	341_2	3618, 4349	3619_6	3620
Escherichia coli JB1-95 (869682.4)	3624, 4661, 5001	1787_2, 2595_2	4661, 5001	4662_6	4663
Escherichia coli Jurua 18/11 (1115999.3)	4428, 4518, 4907	2542_2, 3717_2	4428, 4907	4908_6	4909
Escherichia coli Jurua 20/10 (1116000.3)	4402, 4482, 4887	2501_2, 3866_2	4402, 4887	4888_6	4889
Escherichia coli BW2952 (595496.3)	1, 3944, 4021	3413_2	1, 3944	2_6	3
Escherichia coli str. K-12 substr. DH10B (316385.7)	1, 4163, 4240	3633_2	1, 4163	2_6	3
Escherichia coli str. K-12 substr. MDS42 (1110693.3)	1, 3372, 3450	2866_2	1, 3372	2_6	3
Escherichia coli str. K-12 substr. MG1655 (511145.12)	1, 4060, 4137	3530_2	1, 4060	2_6	3
Escherichia coli str. K-12 substr. MG1655star (879462.4)	1, 3977, 4055	3462_2	1, 3977	2_6	3
Escherichia coli str. K-12 substr. W3110 (316407.9)	1, 3366, 4052	3882_2	1, 3366	2_6	3
Escherichia coli W3110 (316407.3)	2, 3205, 3861	3694_2	2, 3205	3_6	4
Escherichia coli KD2 (752784.3)	2663, 3050, 4661	2191_2, 4023_2	2663, 4661	2662_6	2661
Escherichia coli KO11 (595495.5)	3967, 4369, 4447	1474_2, 308_2	3967, 4447	3966_6	3965
Escherichia coli KTE1 (1169315.3)	211, 5146, 661	3348_2, 4569_2	5146, 661	662_6	663
Escherichia coli KTE10 (1169330.3)	1424, 1508, 1985	837_2	1424, 1985	1986_6	1987
Escherichia coli KTE100 (1182699.3)	138, 216, 672	4599_2	138, 672	673_6	674
Escherichia coli KTE101 (1182700.3)	2894, 2975, 3387	1143_2, 2329_2	2894, 3387	3388_6	3389
Escherichia coli KTE102 (1182701.3)	1465, 877, 969	316_2, 3874_2	1465, 877	1466_6	1467
Escherichia coli KTE103 (1182702.3)	174, 253, 712	4577_2	174, 712	713_6	714
Escherichia coli KTE104 (1169372.3)	4211, 4301, 4726	2457_2, 3653_2	4211, 4726	4727_6	4728
Escherichia coli KTE105 (1169373.3)	37, 4201, 4283	2474_2, 3628_2	37, 4201	38_6	39
Escherichia coli KTE106 (1169374.3)	4130, 4220, 4644	2416_2, 3552_2	4130, 4644	4645_6	4646
Escherichia coli KTE107 (1182703.3)	16, 383, 4748	4217_2	383, 4748	384_6	385
Escherichia coli KTE108 (1182704.3)	1253, 1330, 1709	577_2	1253, 1709	1710_6	1711
Escherichia coli KTE109 (1169375.3)	106, 4111, 4201	3552_2	106, 4111	107_6	108
Escherichia coli KTE11 (1169331.3)	3636, 3716, 4060	2061_2, 3080_2	3636, 4060	4061_6	4062
Escherichia coli KTE111 (1182706.3)	261, 4773, 699	4216_2	4773, 699	700_6	701
Escherichia coli KTE112 (1169376.3)	37, 4521, 4606	2756_2, 3930_2	37, 4521	38_6	39
Escherichia coli KTE113 (1169377.3)	277, 4472, 4563	3915_2	277, 4472	278_6	279
Escherichia coli KTE114 (1169321.3)	1017, 1103, 1949	1619_2, 4156_2	1103, 1949	1950_6	1951
Escherichia coli KTE115 (1182707.3)	4282, 4376, 4768	2566_2, 3714_2	4282, 4768	4769_6	4770
Escherichia coli KTE116 (1182708.3)	261, 344, 784	3436_2, 4745_2	261, 784	785_6	786
Escherichia coli KTE117 (1169378.3)	37, 4082, 4170	2469_2, 3556_2	37, 4082	38_6	39
Escherichia coli KTE118 (1182709.3)	341, 433, 982	4670_2	341, 982	983_6	984
Escherichia coli KTE119 (1182710.3)	375, 4677, 4757	4145_2	375, 4677	376_6	377
Escherichia coli KTE12 (1169332.3)	4181, 4264, 4644	2402_2, 3571_2	4181, 4644	4645_6	4646
Escherichia coli KTE120 (1169379.3)	29, 4430, 4508	3886_2	29, 4430	30_6	31
Escherichia coli KTE121 (1182711.3)	3918, 4013, 4469	1982_2, 3264_2	3918, 4469	4470_6	4471
Escherichia coli KTE122 (1169380.3)	34, 4449, 4529	2776_2, 3927_2	34, 4449	35_6	36
Escherichia coli KTE123 (1182712.3)	1595, 1687, 2239	1035_2	1595, 2239	2240_6	2241
Escherichia coli KTE124 (1169381.3)	110, 4392, 4484	2665_2, 3802_2	110, 4392	111_6	112
Escherichia coli KTE125 (1169382.3)	42, 4357, 4443	2673_2, 3811_2	42, 4357	43_6	44
Escherichia coli KTE126 (1182713.3)	426, 4730, 4829	3638_2, 4044_2	426, 4730	427_6	428
Escherichia coli KTE127 (1182714.3)	225, 308, 764	3458_2, 4696_2	225, 764	765_6	766
Escherichia coli KTE128 (1169383.3)	34, 4294, 4375	2554_2, 3684_2	34, 4294	35_6	36
Escherichia coli KTE129 (1169384.3)	4342, 4431, 4905	2517_2, 3735_2	4342, 4905	4906_6	4907
Escherichia coli KTE13 (1169318.3)	4163, 4244, 4626	2386_2, 3554_2	4163, 4626	4627_6	4628
Escherichia coli KTE130 (1182715.3)	14, 485, 5028	4472_2	485, 5028	486_6	487
Escherichia coli KTE131 (1169385.3)	39, 4166, 4256	2444_2, 3603_2	39, 4166	40_6	41
Escherichia coli KTE132 (1182716.3)	50, 5074, 524	4510_2	5074, 524	525_6	526
Escherichia coli KTE133 (1169386.3)	40, 4139, 4229	3603_2	40, 4139	41_6	42
Escherichia coli KTE134 (1182717.3)	2623, 438, 523	1094_2, 2335_2	2623, 523	2624_6	2625
Escherichia coli KTE135 (1182718.3)	1374, 1455, 1818	4194_2, 843_2	1374, 1818	1819_6	1820
Escherichia coli KTE136 (1182719.3)	22, 4476, 467	2734_2, 3857_2	4476, 467	468_6	469
Escherichia coli KTE137 (1169387.3)	4255, 4346, 98	2498_2, 3634_2	4255, 98	99_6	100
Escherichia coli KTE138 (1169388.3)	4038, 4118, 4480	2361_2, 3497_2	4038, 4480	4481_6	4482
Escherichia coli KTE139 (1169389.3)	4103, 4189, 81	2446_2, 3536_2	4103, 81	82_6	83
Escherichia coli KTE14 (1169333.3)	4554, 4637, 5088	4036_2	4554, 5088	5089_6	5090
Escherichia coli KTE140 (1182720.3)	4906, 536, 55	3071_2, 4312_2	4906, 536	537_6	538
Escherichia coli KTE141 (1182721.3)	23, 419, 4652	2951_2, 4050_2	419, 4652	420_6	421
Escherichia coli KTE142 (1182722.3)	3417, 3502, 3908	1658_2, 2826_2	3417, 3908	3909_6	3910
Escherichia coli KTE143 (1182723.3)	168, 4595, 4687	2739_2, 3999_2	168, 4595	169_6	170
Escherichia coli KTE144 (1182724.3)	3924, 4009, 4391	2206_2, 3379_2	3924, 4391	4392_6	4393
Escherichia coli KTE145 (1169390.3)	4236, 4327, 95	3683_2	4236, 95	96_6	97
Escherichia coli KTE146 (1182725.3)	50, 5064, 538	3031_2, 4458_2	5064, 538	539_6	540
Escherichia coli KTE147 (1182726.3)	2786, 2873, 3322	1134_2, 2245_2	2786, 3322	3323_6	3324
Escherichia coli KTE148 (1169391.3)	4217, 4302, 50	2544_2, 3658_2	4217, 50	51_6	52
Escherichia coli KTE15 (1169334.3)	4157, 4250, 4908	3621_2	4157, 4908	4909_6	4910
Escherichia coli KTE150 (1169392.3)	37, 4213, 4299	2502_2, 3628_2	37, 4213	38_6	39
Escherichia coli KTE153 (1169393.3)	116, 4216, 4307	2500_2, 3616_2	116, 4216	117_6	118
Escherichia coli KTE154 (1182728.3)	2044, 2121, 2614	1481_2	2044, 2614	2615_6	2616
Escherichia coli KTE155 (1182729.3)	15, 430, 4421	3882_2	430, 4421	431_6	432
Escherichia coli KTE156 (1182730.3)	315, 4769, 735	4222_2	4769, 735	736_6	737
Escherichia coli KTE157 (1169394.3)	4168, 4257, 4723	2399_2, 3578_2	4168, 4723	4724_6	4725
Escherichia coli KTE158 (1182731.3)	182, 622, 97	3175_2, 4321_2	622, 97	623_6	624
Escherichia coli KTE159 (1182732.3)	3602, 3986, 4402	2335_2, 3350_2	3602, 4402	4403_6	4404
Escherichia coli KTE16 (1169335.3)	183, 635, 89	4637_2	635, 89	636_6	637
Escherichia coli KTE160 (1169395.3)	4222, 4312, 93	2490_2, 3617_2	4222, 93	94_6	95
Escherichia coli KTE161 (1182733.3)	1529, 1608, 2095	944_2	1529, 2095	2096_6	2097
Escherichia coli KTE162 (1182734.3)	143, 4467, 4554	2737_2, 3917_2	143, 4467	144_6	145
Escherichia coli KTE163 (1169396.3)	36, 4365, 4454	2676_2, 3821_2	36, 4365	37_6	38
Escherichia coli KTE165 (1182735.3)	1412, 1499, 1900	4295_2, 859_2	1412, 1900	1901_6	1902
Escherichia coli KTE166 (1169397.3)	137, 4215, 4304	2532_2, 3689_2	137, 4215	138_6	139
Escherichia coli KTE167 (1169398.3)	4062, 4152, 4618	2323_2, 3444_2	4062, 4618	4619_6	4620
Escherichia coli KTE168 (1169399.3)	4258, 4348, 45	3685_2	4258, 45	46_6	47
Escherichia coli KTE169 (1182736.3)	4395, 4488, 51	3854_2	4395, 51	52_6	53
Escherichia coli KTE17 (1169336.3)	204, 4591, 622	2882_2, 4037_2	4591, 622	623_6	624
Escherichia coli KTE170 (1182737.3)	139, 5050, 595	3290_2, 4469_2	5050, 595	596_6	597
Escherichia coli KTE171 (1182738.3)	439, 4674, 51	4150_2	439, 4674	440_6	441
Escherichia coli KTE172 (1279005.3)	3298, 3379, 3832	1548_2, 2725_2	3298, 3832	3833_6	3834
Escherichia coli KTE173 (1181724.3)	22, 5062, 564	2917_2, 4510_2	5062, 564	565_6	566
Escherichia coli KTE174 (1169400.3)	4387, 4477, 93	2616_2, 3824_2	4387, 93	94_6	95
Escherichia coli KTE175 (1181725.3)	5151, 56, 601	3264_2, 4591_2	5151, 601	602_6	603
Escherichia coli KTE176 (1169401.3)	4246, 4337, 64	3630_2	4246, 64	65_6	66
Escherichia coli KTE177 (1169402.3)	28, 4255, 4337	2485_2, 3688_2	28, 4255	29_6	30
Escherichia coli KTE178 (1181726.3)	4978, 538, 54	3194_2, 4432_2	4978, 538	539_6	540
Escherichia coli KTE179 (1169403.3)	4282, 4373, 4868	3728_2	4282, 4868	4869_6	4870
Escherichia coli KTE18 (1169337.3)	23, 445, 4635	2894_2, 4054_2	445, 4635	446_6	447
Escherichia coli KTE180 (1169404.3)	4316, 4409, 4902	3763_2	4316, 4902	4903_6	4904
Escherichia coli KTE181 (1181727.3)	4096, 4179, 4632	2318_2, 3532_2	4096, 4632	4633_6	4634
Escherichia coli KTE182 (1181728.3)	4512, 4634, 5256	2544_2, 3901_2	4512, 5256	5257_6	5258
Escherichia coli KTE183 (1181729.3)	3258, 3351, 3808	2723_2	3258, 3808	3809_6	3810
Escherichia coli KTE184 (1181730.3)	1326, 854, 934	307_2, 3796_2	1326, 854	1327_6	1328
Escherichia coli KTE185 (1181731.3)	367, 4649, 4740	4162_2	367, 4740	368_6	369
Escherichia coli KTE186 (1181732.3)	2061, 2152, 2692	1539_2, 273_2	2061, 2692	2693_6	2694
Escherichia coli KTE187 (1181733.3)	447, 4683, 55	2949_2, 4044_2	447, 4683	448_6	449
Escherichia coli KTE188 (1181734.3)	252, 4804, 4896	2820_2, 4096_2	252, 4804	253_6	254
Escherichia coli KTE189 (1181735.3)	174, 4550, 4642	2736_2, 3914_2	174, 4550	175_6	176
Escherichia coli KTE19 (1169338.3)	3694, 3785, 4175	2005_2, 3152_2	3694, 4175	4176_6	4177
Escherichia coli KTE190 (1181736.3)	21, 443, 4629	2884_2, 4066_2	443, 4629	444_6	445
Escherichia coli KTE191 (1181737.3)	4875, 4967, 499	3077_2, 4252_2	4875, 499	500_6	501
Escherichia coli KTE192 (1181738.3)	4542, 518, 57	3980_2	4542, 518	519_6	520
Escherichia coli KTE193 (1181739.3)	3285, 3372, 3881	1474_2, 2698_2	3285, 3881	3882_6	3883
Escherichia coli KTE194 (1181740.3)	412, 4745, 4838	4175_2	412, 4745	413_6	414
Escherichia coli KTE195 (1181741.3)	144, 4774, 4866	2686_2, 4145_2	144, 4774	145_6	146
Escherichia coli KTE196 (1181742.3)	182, 269, 728	3188_2, 4280_2	182, 728	729_6	730
Escherichia coli KTE197 (1181743.3)	176, 253, 676	4187_2	176, 676	677_6	678
Escherichia coli KTE198 (1181744.3)	21, 477, 5089	4536_2	477, 5089	478_6	479
Escherichia coli KTE199 (1181745.3)	3960, 4055, 4510	2022_2, 3304_2	3960, 4510	4511_6	4512
Escherichia coli KTE2 (1169324.3)	206, 5132, 657	3336_2, 4553_2	5132, 657	658_6	659
Escherichia coli KTE20 (1169339.3)	178, 5134, 5220	3186_2, 4495_2	178, 5134	179_6	180
Escherichia coli KTE200 (1181746.3)	319, 4445, 4527	2922_2, 3876_2	319, 4445	320_6	321
Escherichia coli KTE201 (1181747.3)	5138, 58, 594	3363_2, 4574_2	5138, 594	595_6	596
Escherichia coli KTE202 (1181748.3)	485, 4931, 57	3163_2, 4390_2	485, 4931	486_6	487
Escherichia coli KTE203 (1181749.3)	1230, 763, 846	236_2, 3603_2	1230, 763	1231_6	1232
Escherichia coli KTE204 (1181750.3)	4335, 4417, 4871	2257_2, 3725_2	4335, 4871	4872_6	4873
Escherichia coli KTE205 (1181751.3)	4450, 4541, 5064	2498_2, 3841_2	4450, 5064	5065_6	5066
Escherichia coli KTE206 (1181752.3)	211, 4398, 4491	2702_2, 3857_2	211, 4398	212_6	213
Escherichia coli KTE207 (1181753.3)	181, 706, 87	4408_2	706, 87	707_6	708
Escherichia coli KTE208 (1181754.3)	183, 4643, 4725	2833_2, 4072_2	183, 4643	184_6	185
Escherichia coli KTE209 (1181755.3)	2131, 2222, 2684	1568_2, 328_2	2131, 2684	2685_6	2686
Escherichia coli KTE21 (1169340.3)	208, 5101, 5187	3219_2, 4465_2	208, 5101	209_6	210
Escherichia coli KTE210 (1181756.3)	444, 4625, 62	2875_2, 3977_2	444, 4625	445_6	446
Escherichia coli KTE211 (1181757.3)	23, 4785, 509	2961_2, 4160_2	4785, 509	510_6	511
Escherichia coli KTE212 (1181758.3)	116, 4318, 4395	3752_2	116, 4318	117_6	118
Escherichia coli KTE213 (1181759.3)	3809, 3891, 4373	1972_2, 3214_2	3809, 4373	4374_6	4375
Escherichia coli KTE214 (1181760.3)	1011, 360, 452	3702_2, 4916_2	1011, 360	1012_6	1013
Escherichia coli KTE215 (1181761.3)	179, 4426, 4518	3889_2	179, 4426	180_6	181
Escherichia coli KTE216 (1181762.3)	421, 4843, 4930	3028_2, 4284_2	421, 4843	422_6	423
Escherichia coli KTE217 (1181763.3)	200, 288, 701	3211_2, 4413_2	200, 701	702_6	703
Escherichia coli KTE218 (1181764.3)	251, 341, 871	3272_2, 4474_2	251, 871	872_6	873
Escherichia coli KTE219 (1181765.3)	4177, 4267, 4789	2350_2, 3590_2	4177, 4789	4790_6	4791
Escherichia coli KTE22 (1169341.3)	4059, 4150, 4698	3494_2	4059, 4698	4699_6	4700
Escherichia coli KTE220 (1181766.3)	4067, 4159, 4619	2299_2, 3507_2	4067, 4619	4620_6	4621
Escherichia coli KTE221 (1181767.3)	135, 4590, 4681	2839_2, 4044_2	135, 4590	136_6	137
Escherichia coli KTE222 (1181768.3)	1420, 1510, 1977	4435_2, 897_2	1420, 1977	1978_6	1979
Escherichia coli KTE223 (1181769.3)	4892, 522, 57	3080_2, 4305_2	4892, 522	523_6	524
Escherichia coli KTE224 (1181770.3)	4361, 4455, 45	3817_2	4361, 45	46_6	47
Escherichia coli KTE225 (1181771.3)	1254, 716, 799	151_2, 3933_2	1254, 716	1255_6	1256
Escherichia coli KTE226 (1181772.3)	4472, 4563, 48	2606_2, 3826_2	4472, 48	49_6	50
Escherichia coli KTE227 (1181773.3)	1137, 512, 602	4794_2	1137, 512	1138_6	1139
Escherichia coli KTE228 (1181774.3)	3223, 3307, 3749	1392_2, 2657_2	3223, 3749	3750_6	3751
Escherichia coli KTE229 (1181775.3)	2979, 3073, 3618	2437_2	2979, 3618	3619_6	3620
Escherichia coli KTE23 (1169342.3)	23, 448, 4560	2826_2, 3976_2	448, 4560	449_6	450
Escherichia coli KTE230 (1181776.3)	251, 4728, 4822	2697_2, 4015_2	251, 4728	252_6	253
Escherichia coli KTE231 (1169323.3)	4341, 4426, 4874	2538_2, 3722_2	4341, 4874	4875_6	4876
Escherichia coli KTE232 (1169365.3)	27, 4182, 4256	3625_2	27, 4182	28_6	29
Escherichia coli KTE233 (1181777.3)	2067, 2147, 2585	1536_2	2067, 2585	2586_6	2587
Escherichia coli KTE234 (1181778.3)	182, 261, 670	3094_2, 4321_2	182, 670	671_6	672
Escherichia coli KTE235 (1181779.3)	4066, 4149, 4591	2182_2, 3490_2	4066, 4591	4592_6	4593
Escherichia coli KTE236 (1181780.3)	4522, 4619, 5077	2587_2, 3860_2	4522, 5077	5078_6	5079
Escherichia coli KTE237 (1181781.3)	197, 4901, 4995	2970_2, 4244_2	197, 4901	198_6	199
Escherichia coli KTE24 (1169343.3)	286, 4933, 5043	3055_2, 4271_2	286, 4933	287_6	288
Escherichia coli KTE240 (1181782.3)	4319, 4409, 444	3779_2	4319, 444	445_6	446
Escherichia coli KTE25 (1169344.3)	240, 329, 749	3128_2, 4383_2	240, 749	750_6	751
Escherichia coli KTE26 (1169345.3)	270, 4713, 4790	2890_2, 4139_2	270, 4713	271_6	272
Escherichia coli KTE27 (1169346.3)	1441, 45, 5063	4515_2	45, 5063	46_6	47
Escherichia coli KTE28 (1169347.3)	4382, 4470, 56	2659_2, 3824_2	4382, 56	57_6	58
Escherichia coli KTE29 (1169348.3)	3889, 3970, 4348	2252_2, 3360_2	3889, 4348	4349_6	4350
Escherichia coli KTE3 (1169316.3)	140, 4922, 725	4378_2	4922, 725	726_6	727
Escherichia coli KTE31 (1169349.3)	3961, 4063, 607	2908_2, 291_2	4063, 607	608_6	609
Escherichia coli KTE33 (1169351.3)	2537, 3515, 4010	1398_2, 2853_2	2537, 4010	2536_6	2535
Escherichia coli KTE34 (1169352.3)	18, 475, 4856	4306_2	475, 4856	476_6	477
Escherichia coli KTE35 (1169320.3)	16, 476, 4870	4312_2	476, 4870	477_6	478
Escherichia coli KTE36 (1169353.3)	289, 4991, 5103	1303_2, 4259_2	289, 4991	290_6	291
Escherichia coli KTE37 (1169354.3)	112, 5014, 5106	3089_2, 4417_2	112, 5014	113_6	114
Escherichia coli KTE38 (1169355.3)	117, 4858, 4948	2995_2, 4271_2	117, 4858	118_6	119
Escherichia coli KTE39 (1169356.3)	4958, 505, 5050	3119_2, 4329_2	4958, 505	506_6	507
Escherichia coli KTE4 (1169325.3)	308, 4508, 4601	3964_2	308, 4508	309_6	310
Escherichia coli KTE40 (1169357.3)	4061, 4138, 4520	3519_2	4061, 4520	4521_6	4522
Escherichia coli KTE41 (1169358.3)	14, 4858, 487	4310_2	4858, 487	488_6	489
Escherichia coli KTE42 (1169359.3)	248, 330, 743	4311_2	248, 743	744_6	745
Escherichia coli KTE43 (1169360.3)	4188, 4281, 46	3651_2	4188, 46	47_6	48
Escherichia coli KTE44 (1169361.3)	15, 484, 5128	4607_2	484, 5128	485_6	486
Escherichia coli KTE45 (1169362.3)	196, 4706, 585	2985_2, 4163_2	4706, 585	586_6	587
Escherichia coli KTE46 (1182653.3)	4037, 4128, 4515	2317_2, 3496_2	4037, 4515	4516_6	4517
Escherichia coli KTE47 (1182654.3)	427, 4723, 4819	2880_2, 4037_2	427, 4723	428_6	429
Escherichia coli KTE48 (1182655.3)	385, 469, 856	3352_2, 4514_2	385, 856	857_6	858
Escherichia coli KTE49 (1182656.3)	206, 5096, 701	3316_2, 4509_2	5096, 701	702_6	703
Escherichia coli KTE5 (1169326.3)	4375, 4468, 5044	3832_2	4375, 5044	5045_6	5046
Escherichia coli KTE50 (1182657.3)	1140, 1225, 1652	4198_2, 598_2	1140, 1652	1653_6	1654
Escherichia coli KTE51 (1182658.3)	131, 5085, 612	4543_2	5085, 612	613_6	614
Escherichia coli KTE53 (1182660.3)	23, 456, 4998	3063_2, 4409_2	456, 4998	457_6	458
Escherichia coli KTE54 (1182661.3)	1253, 791, 877	233_2, 3571_2	1253, 791	1254_6	1255
Escherichia coli KTE55 (1182662.3)	23, 5082, 604	4541_2	5082, 604	605_6	606
Escherichia coli KTE56 (1182663.3)	1998, 2078, 2526	1429_2	1998, 2526	2527_6	2528
Escherichia coli KTE57 (1182664.3)	22, 412, 4942	3945_2, 4348_2	412, 4942	413_6	414
Escherichia coli KTE58 (1182665.3)	160, 4975, 711	4362_2	4975, 711	712_6	713
Escherichia coli KTE59 (1182666.3)	24, 4980, 572	4286_2	4980, 572	573_6	574
Escherichia coli KTE6 (1169327.3)	1722, 1809, 2232	1114_2, 4860_2	1722, 2232	2233_6	2234
Escherichia coli KTE60 (1182667.3)	22, 415, 4776	3064_2, 4172_2	415, 4776	416_6	417
Escherichia coli KTE61 (1182668.3)	122, 4362, 4534	3839_2	122, 4362	123_6	124
Escherichia coli KTE62 (1182669.3)	25, 3478, 623	4580_2	3478, 623	624_6	625
Escherichia coli KTE63 (1182670.3)	184, 713, 90	3232_2, 4422_2	713, 90	714_6	715
Escherichia coli KTE64 (1182671.3)	4313, 4391, 4768	2513_2, 3704_2	4313, 4768	4769_6	4770
Escherichia coli KTE65 (1182672.3)	4254, 4345, 4895	3696_2	4254, 4895	4896_6	4897
Escherichia coli KTE66 (1182673.3)	355, 4747, 4832	2784_2, 4218_2	355, 4747	356_6	357
Escherichia coli KTE67 (1182674.3)	371, 463, 855	3291_2, 4626_2	371, 855	856_6	857
Escherichia coli KTE68 (1182675.3)	4610, 4786, 5252	2752_2, 4041_2	4610, 5252	5253_6	5254
Escherichia coli KTE69 (1182676.3)	256, 4796, 4888	2956_2, 4203_2	256, 4796	257_6	258
Escherichia coli KTE7 (1169317.3)	25, 5207, 615	4666_2	5207, 615	616_6	617
Escherichia coli KTE70 (1182677.3)	131, 4909, 4999	3056_2, 4319_2	131, 4909	132_6	133
Escherichia coli KTE71 (1182678.3)	371, 4969, 5049	4418_2	371, 4969	372_6	373
Escherichia coli KTE72 (1182679.3)	4474, 4568, 54	3939_2	4474, 54	55_6	56
Escherichia coli KTE73 (1182680.3)	4310, 4386, 4824	3755_2	4310, 4824	4825_6	4826
Escherichia coli KTE74 (1182681.3)	140, 4549, 4641	2700_2, 3956_2	140, 4549	141_6	142
Escherichia coli KTE75 (1182682.3)	247, 4893, 4982	2968_2, 4294_2	247, 4893	248_6	249
Escherichia coli KTE76 (1182683.3)	4366, 4461, 5038	2532_2, 3796_2	4366, 5038	5039_6	5040
Escherichia coli KTE77 (1182684.3)	19, 410, 4536	4025_2	410, 4536	411_6	412
Escherichia coli KTE78 (1182685.3)	21, 455, 4567	2846_2, 3994_2	455, 4567	456_6	457
Escherichia coli KTE79 (1182686.3)	1456, 1538, 1972	4369_2, 882_2	1456, 1972	1973_6	1974
Escherichia coli KTE8 (1169328.3)	4376, 44, 4470	2586_2, 3833_2	4376, 44	45_6	46
Escherichia coli KTE80 (1182687.3)	4426, 4510, 5020	2546_2, 3795_2	4426, 5020	5021_6	5022
Escherichia coli KTE81 (1182688.3)	174, 250, 676	4097_2	174, 676	677_6	678
Escherichia coli KTE82 (1169363.3)	34, 4511, 4592	2854_2, 3948_2	34, 4511	35_6	36
Escherichia coli KTE83 (1182689.3)	4544, 4627, 5083	2755_2, 3970_2	4544, 5083	5084_6	5085
Escherichia coli KTE84 (1182690.3)	191, 571, 98	2859_2, 3950_2	571, 98	572_6	573
Escherichia coli KTE85 (1169364.3)	4288, 4377, 4896	2463_2, 3677_2	4288, 4896	4897_6	4898
Escherichia coli KTE86 (1182691.3)	157, 4555, 4649	4019_2	157, 4555	158_6	159
Escherichia coli KTE87 (1182692.3)	372, 4823, 4915	3033_2, 4233_2	372, 4823	373_6	374
Escherichia coli KTE88 (1169366.3)	3937, 4025, 4505	3398_2	3937, 4505	4506_6	4507
Escherichia coli KTE89 (1182693.3)	4158, 4252, 4715	3621_2	4158, 4715	4716_6	4717
Escherichia coli KTE9 (1169329.3)	184, 266, 646	3135_2, 4293_2	184, 646	647_6	648
Escherichia coli KTE90 (1169367.3)	124, 4399, 4478	2737_2, 3850_2	124, 4399	125_6	126
Escherichia coli KTE91 (1182694.3)	4229, 4311, 4705	2430_2, 3680_2	4229, 4705	4706_6	4707
Escherichia coli KTE93 (1182696.3)	160, 4481, 4575	3946_2	160, 4481	161_6	162
Escherichia coli KTE94 (1169368.3)	121, 4389, 4480	3833_2	121, 4389	122_6	123
Escherichia coli KTE96 (1182697.3)	1344, 2129, 2473	1965_2, 417_2	1344, 2473	2474_6	2475
Escherichia coli KTE97 (1169370.3)	4024, 4114, 4529	2296_2, 3411_2	4024, 4529	4530_6	4531
Escherichia coli KTE98 (1182698.3)	46, 472, 940	1579_2, 2810_2	472, 940	473_6	474
Escherichia coli KTE99 (1169371.3)	4270, 4360, 94	2453_2, 3680_2	4270, 94	95_6	96
Escherichia coli LCT-EC106 (1163386.3)	2023, 2473, 3370	2816_2, 344_2	2473, 3370	2474_6	2475
Escherichia coli LCT-EC52 (1258567.3)	2118, 2208, 4750	1556_2, 350_2	2118, 4750	4749_6	4748
Escherichia coli LCT-EC59 (1258580.3)	2153, 2242, 2638	1591_2, 389_2	2153, 2638	2639_6	2640
Escherichia coli LF82 (591946.4)	1, 4026, 4117	2355_2, 3493_2	1, 4026	2_6	3
Escherichia coli LT-68 (670890.3)	3915, 883, 974	1225_2, 3508_2	3915, 974	3916_6	3917
Escherichia coli M605 (656417.3)	4856, 4946, 56	2998_2, 4285_2	4856, 56	57_6	58
Escherichia coli M718 (656419.3)	152, 5053, 5250	4407_2	152, 5053	153_6	154
Escherichia coli M863 (656420.3)	3036, 4019, 4585	2633_2, 823_2	4019, 4585	4018_6	4017
Escherichia coli MA6 (1005557.3)	386, 5190, 5274	4566_2	386, 5190	387_6	388
Escherichia coli MP020940.1 (1116140.3)	149, 4626, 4708	2808_2, 4087_2	149, 4626	150_6	151
Escherichia coli MP020980.1 (1125638.3)	487, 4985, 5095	2983_2, 4270_2	487, 4985	488_6	489
Escherichia coli MP020980.2 (1116139.3)	378, 4835, 4940	3079_2, 4285_2	378, 4835	379_6	380
Escherichia coli MP021017.1 (1116057.3)	208, 4691, 4773	2799_2, 4076_2	208, 4691	209_6	210
Escherichia coli MP021017.10 (1116064.3)	297, 4705, 4783	2821_2, 4128_2	297, 4705	298_6	299
Escherichia coli MP021017.11 (1116065.3)	102, 4505, 4581	2600_2, 3915_2	102, 4505	103_6	104
Escherichia coli MP021017.12 (1116111.3)	4014, 4093, 4471	2299_2, 3472_2	4014, 4471	4472_6	4473
Escherichia coli MP021017.2 (1116058.3)	277, 4679, 4754	2770_2, 4090_2	277, 4679	278_6	279
Escherichia coli MP021017.3 (1116059.3)	242, 4658, 4734	2747_2, 4058_2	242, 4658	243_6	244
Escherichia coli MP021017.4 (1116060.3)	188, 4619, 4696	2710_2, 3975_2	188, 4619	189_6	190
Escherichia coli MP021017.5 (1116061.3)	39, 4438, 4514	2623_2, 3846_2	39, 4438	40_6	41
Escherichia coli MP021017.6 (1116062.3)	103, 4505, 4580	2658_2, 3907_2	103, 4505	104_6	105
Escherichia coli MP021017.9 (1116063.3)	102, 4444, 4525	2562_2, 3869_2	102, 4444	103_6	104
Escherichia coli MP021552.11 (1116134.3)	4545, 4638, 5101	2983_2, 4069_2	4545, 5101	5102_6	5103
Escherichia coli MP021552.12 (1116135.3)	4458, 4557, 4972	2688_2, 3892_2	4458, 4972	4973_6	4974
