Organism	PANF	KPHMT	KPRED	ASPDC	PBAL	PANK	PPCS	PPCDC	DPCK	PPAT	PanT
Eubacterium rectale DSM 17629 (657318.4)	2576	2482	 	2484	2483	2735_9	101	101	1729_12	1036_15	 
Eubacterium rectale M104/1 (657317.3)	1338	1435	 	1433	1434	2947_9	2977	2977	1192_12	3361_15	 
Eubacterium saphenum ATCC 49989 (592031.3)	675, 740_1	 	 	585	586	185_9	265	 	 	810_15	 
Eubacterium siraeum 70/3 (657319.3)	1019	 	 	 	 	481_9	 	 	1405_12	1901_15	 
Eubacterium siraeum DSM 15702 (428128.7)	591	 	 	 	 	1630_9	 	 	1703_12	321_15	 
Eubacterium siraeum V10Sc8a (717961.3)	1546	 	 	 	 	149_9	 	 	2131_12	1684_15	 
Eubacterium ventriosum ATCC 27560 (411463.4)	2244_1, 2376	584	 	586	585	2061_9	587	587	37_12	1865_15	 
Pseudoramibacter alactolyticus ATCC 23263 (887929.3)	319	2310	 	2312	2311	630_9	523	523	2426_12	1580_15	703
Anaerostipes caccae DSM 14662 (411490.6)	3236	2885	1730, 2063	2887	2886	319_9	2888	2888	1807_12	432_15	 
Anaerostipes hadrus DSM 3319 (649757.3)	1476_1, 365	1824	1119	1826	1825	51_9	1827	1827	2497_12	414_15	 
Anaerostipes sp. 3_2_56FAA (665937.3)	811	1871	1540, 546	1869	1870	2891_9	1868	1868	1617_12	2329_15	 
Blautia producta ATCC 27340 (1121114.4)	3486	 	3825	 	 	4204_9	 	 	3851_12	3282_15	 
Bryantella formatexigens DSM 14469 (478749.5)	576	 	2085	 	 	2464_9	2462	2462	1274_12	1888_15	 
Butyrivibrio crossotus DSM 2876 (511680.4)	1338	1863	172, 2021	 	1862	756_9	840	840	54_12	199_15	 
Butyrivibrio fibrisolvens 16/4 (657324.3)	894	2155	 	2153	2154	2637_9	466	466	3082_12	1651_15	467
Coprococcus catus GD/7 (717962.3)	 	 	2591, 2950, 3061	 	 	1884_9	 	 	1717_12	1124_16, 1549_15	 
Coprococcus comes ATCC 27758 (470146.3)	 	 	266, 456, 950	1937	1938	1358_9	1356	1356	1694_12	985_15	 
Coprococcus eutactus ATCC 27759 (411474.6)	417, 507_1	249	 	962	248	491_9	247	247	1090_12	1222_15	 
Dorea formicigenerans ATCC 27755 (411461.4)	2967	 	1994, 2084, 365	 	 	339_9	2682	2682	1308_12	1455_15	 
Dorea longicatena DSM 13814 (411462.6)	 	 	2672, 95	2432	2433	2473_9	2755	2755	603_12	414_15	2754
Oribacterium sinus F0268 (585501.3)	 	 	1285	 	 	1440_9	 	 	234_12	567_15	 
Roseburia hominis A2-183 (585394.18)	 	10	2039	12	11	3146_9	586	586	2008_12	1486_15	563
Roseburia intestinalis L1-82 (536231.5)	2845	2327	 	2325	2326	189_9	504	504	3065_12	832_15	24, 25
Roseburia intestinalis XB6B4 (718255.3)	2680	3606	 	3608	3607	607_9	3197	3197	3422_12	2593_15	 
Roseburia inulinivorans DSM 16841 (622312.4)	 	 	 	 	 	709_9	 	 	29_12	3280_15	754
Lachnospiraceae bacterium 5_1_63FAA (658089.3)	2191, 2308_1	2526	1893	2524	2525	2925_9	2522, 2523	2522, 2523	2673_12	1839_15	 
Lachnospiraceae bacterium 8_1_57FAA (665951.3)	2510	1843	 	1845	1844	1187_9, 912_9	1184	1184	348_12	163_15	1186
Filifactor alocis ATCC 35896 (546269.5)	 	 	 	 	 	517_9	600	600	1081_12	1359_15	 
Peptostreptococcus anaerobius 653-L (596329.3)	 	447	 	 	448	233_9	154	154	817_12	134_15, 995_16	1240
Peptostreptococcus anaerobius DSM 2949 (1122950.3)	 	337	 	 	338	352_9	1099	1099	1110_12	443_15, 499_16	1819
Peptostreptococcus stomatis DSM 17678 (596315.3)	 	333	 	1701	334	95_9	1464	1464	10_12	1138_16, 1146_15	 
Clostridium difficile 002-P50-2011 (997827.4)	 	2496	171	 	1101	459_9	3760	3760	2013_12	2368_16, 3729_15	460
Clostridium difficile 050-P50-2011 (997828.4)	 	1763, 2002	1553	 	1764	3058_9	3497	3497	3346_12	1808_16, 3466_15	3057
Clostridium difficile 70-100-2010 (1002369.4)	 	2635	606	 	2634	597_9	3493	3493	2098_12	1406_16, 3462_15	 
Clostridium difficile ATCC 9689 (1121308.3)	 	2348	1671	 	2349	425_9	3789	3789	2432_12	3758_15, 641_16	 
Clostridium difficile CD37 (1125976.4)	 	2299, 3174	2437	 	3173	328_9	2990	2990	3288_12	194_16, 2960_15	 
Clostridium glycolicum ATCC 14880 (1121315.3)	 	2547	 	 	2548	480_9	3146	3146	1961_12	3128_15	479
Anaerotruncus colihominis DSM 17241 (445972.6)	2619	 	2239	 	 	1595_9, 958_9	3185	3185	29_12	771_15	 
Faecalibacterium cf. prausnitzii KLE1255 (748224.3)	347	 	417	 	 	1758_9, 564_9	1757	1757	1029_12	789_15	1760
Faecalibacterium prausnitzii A2-165 (411483.3)	2167	 	1644, 814	 	 	278_9, 793_9	794	794	1046_12	1548_15	 
Faecalibacterium prausnitzii L2-6 (718252.3)	 	 	222, 57	 	 	235_9, 776_9	774	774	2123_12	244_15	778
Faecalibacterium prausnitzii M21/2 (411485.10)	 	 	1013, 2544	 	 	543_9, 575_9	576	576	2238_12	2174_15	573
Faecalibacterium prausnitzii SL3/3 (657322.3)	 	 	406	 	 	1262_9, 533_9	1263	1263	2762_12	2828_15	1260
Ruminococcus albus 7 (697329.10)	 	3302	 	3304	3303	2063_9	1751	1751	666_12	399_15	 
Ruminococcus albus 8 (246199.4)	 	1946	 	1948	1947	1825_9	2824	2824	621_12	1677_15	 
Ruminococcus bromii L2-63 (657321.5)	1990	 	 	 	 	1252_9	 	 	1274_12	1937_15	 
Ruminococcus flavefaciens FD-1 (641112.4)	483	217	1821	215	216	240_9	236	236	2100_12	3486_15	1519
Ruminococcus gnavus ATCC 29149 (411470.6)	 	 	 	 	 	2592_9	2594	2594	431_12	2166_15	2593
Ruminococcus lactaris ATCC 29176 (471875.6)	1757	 	1368	2070	2069	1302_9	1301	1301	485_12	906_15	1960
Ruminococcus obeum A2-162 (657314.3)	2191	 	175	 	 	2918_9	2920	2920	2322_12	2461_15	 
Ruminococcus sp. 18P13 (213810.4)	 	 	 	 	 	145_9	 	 	141_12	1826_15	146
Ruminococcus sp. 5_1_39BFAA (457412.4)	3015	 	603	903	902	1232_9	1233	1233	1168_12	5_15	2525
Ruminococcus sp. SR1/5 (657323.3)	391	 	2310, 3287, 3288	2017	2016	215_9	212	212	814_12	370_15	214
Ruminococcus torques ATCC 27756 (411460.6)	2211	1743	 	1745	1744	1889_9, 2450_9	2447	2447	1324_12	151_15	2449
Ruminococcus torques L2-14 (657313.3)	807	 	2330	2006	2005	23_9	22	22	1589_12	1875_15	 
Ruminococcaceae bacterium D16 (552398.3)	 	 	2128	 	 	1810_9	1809	1809	770_12	1159_15	2865
Acidaminococcus fermentans DSM 20731 (591001.3)	1611	 	 	 	798	1577_9	1397	1397	471_12	1382_15	 
Acidaminococcus sp. D21 (563191.3)	1683	 	1924, 306	130	131	1666_9	2077	2077	448_12	1377_15	 
Dialister invisus DSM 15470 (592028.3)	50	 	1562	 	 	508_9	202	202	414_12	842_15	 
Mitsuokella multacida DSM 20544 (500635.8)	1466, 568_1	 	1651	 	 	1483_9	1129	1129	898_12	2000_15	 
Veillonella atypica ACS-049-V-Sch6 (866776.4)	1479	 	 	1628	1627	652_9	1715	1715	1779_12	1722_15	793
Veillonella atypica ACS-134-V-Col7a (866778.4)	147	 	 	476	477	513_9	190	190	1298_12	1498_15	1158
Veillonella dispar ATCC 17748 (546273.3)	1006	 	 	173	172	1403_9	259	259	323_12	266_15	449
Veillonella parvula ATCC 17745 (686660.3)	1209	 	 	1458	1459	1260_9	1371	1371	103_12	205_15	245
Veillonella parvula DSM 2008 (479436.6)	1356	 	 	909	910	494_9	822	822	758_12	815_15	 
Veillonella sp. 3_1_44 (457416.3)	1250	 	 	321	322	1833_9	234	234	170_12	227_15	 
Veillonella sp. 6_1_27 (450749.3)	1333	 	 	317	318	1848_9	230	230	166_12	223_15	38
Blautia hansenii DSM 20583 (537007.6)	 	 	 	 	 	854_9	856	856	1526_12	451_15	855
Blautia hydrogenotrophica DSM 10507 (476272.5)	346	1823, 2657	2202, 2659	 	 	701_9	699	699	755_12	256_15	700
Flavonifractor plautii ATCC 29863 (411475.3)	 	 	1574, 2702	 	 	2196_9, 266_9, 680_9	2172	2172	3592_12	1371_16, 3634_15	2197
Clostridiales bacterium 1_7_47FAA (457421.5)	4561	 	1125, 3340, 3725	 	 	4810_9	4811	4811	589_12	5145_15	3900
Bulleidia extructa W1219 (679192.3)	 	 	143, 625	 	 	583_9	581, 582	581, 582	800_12	644_15	 
Catenibacterium mitsuokai DSM 15897 (451640.5)	 	 	1584	 	 	815_9	816	816	571_12	1759_15	817
Coprobacillus sp. 29_1 (469596.3)	 	 	 	 	 	2825_9	2824	2823	1751_12	2725_15	 
Eggerthia catenaformis OT 569 = DSM 20559 (999415.3)	 	 	1713	 	 	1528_9	1527	1527	613_12	857_15	1526
Holdemania filiformis DSM 12042 (545696.5)	 	 	 	 	 	2248_8, 3489_9	3490	3490	 	1449_15	 
Solobacterium moorei F0204 (706433.3)	 	 	1257, 391	 	 	1217_9	1218	1218	713_12	704_15	 
Clostridium ramosum DSM 1402 (445974.6)	 	 	2770	 	 	1940_9	1941	1941	93_12, 94_12	1980_15	490
Clostridium spiroforme DSM 1552 (428126.7)	 	 	 	 	 	1221_9	1220	1220	512_12	1565_15	1219
Eubacterium biforme DSM 3989 (518637.5)	 	 	 	 	 	1655_9	1654	1654	786_12	1595_15	1050
Eubacterium cylindroides T2-87 (717960.3)	 	1476	 	1478	1477	270_9	269	269	1716_12	 	 
Eubacterium dolichum DSM 3991 (428127.7)	 	 	 	 	 	1469_9	1470	1470	322_12	229_15	1457
Clostridium innocuum 2959 (999413.4)	 	 	678	 	 	4047_9	4048	4048	3201_12	3387_15	4006
Acidaminococcus intestini RyC-MR95 (568816.4)	752	 	1771, 318, 835	1225	1224	768_9	1460	1460	2021_12	1587_15	 
Phascolarctobacterium sp. YIT 12067 (626939.3)	468, 795_1	1342	174	1344	1343	1103_9	1640	1640	1109_12	1822_15	 
Dialister succinatiphilus YIT 11850 (742743.3)	671	 	33	1577	1578	836_9	538	538	29_12	1635_15	14
Megamonas funiformis YIT 11815 (742816.3)	1943	1410	1550	2203	2202	207_9	556	556	2240_12	1144_15	 
Megamonas hypermegale ART12/1 (657316.3)	60	1857	2035	569	570	2436_9, 2437_9	805, 806	805, 806	501_12, 502_12	1434_15	 
Megasphaera elsdenii (907.4)	323	408	1112	 	888	496_9	2104	2104	1741_12	1308_15	 
Veillonella parvula ACS-068-V-Sch12 (768727.3)	33	 	 	420	421	1707_9	332	332	268_12	325_15	139
Veillonella ratti ACS-216-V-Col6b (883156.3)	955	396	 	878	879	1457_9	1881	1881	1958_12	1888_15	1998
Fusobacterium gonidiaformans ATCC 25563 (469615.3)	237_1, 898	 	 	 	 	235_9	39	39	804_12	496_15	 
Fusobacterium mortiferum ATCC 9817 (469616.3)	807_1	 	 	 	 	1378_9	1600	1600	1032_12	388_15	 
Fusobacterium nucleatum subsp. nucleatum ATCC 23726 (525283.3)	1706, 334_1	 	 	 	 	1402_9	613	613	1782_12	802_15	 
Fusobacterium nucleatum subsp. nucleatum ATCC 25586 (190304.8)	1250_1, 695	 	 	 	 	1324_9	1274	1274	407_12	736_15	 
Fusobacterium nucleatum subsp. polymorphum ATCC 10953 (393480.8)	899, 972_1	 	 	 	 	1073_9	994	994	1802_12	2153_15	 
Fusobacterium periodonticum ATCC 33693 (546275.3)	1450, 162_1	 	 	 	 	311_9	2066	2066	555_12	2091_15	 
Fusobacterium sp. 3_1_33 (469603.3)	181_1, 2093	 	 	 	 	108_9	154	154	1111_12	2001_15	 
Fusobacterium sp. 7_1 (457405.3)	1392_1, 1412	627	 	 	 	111_9	33	33	1955_12	1860_15	 
Fusobacterium sp. D11 (556264.3)	1556_1, 1605	 	 	 	 	1379_9	1581	1581	2203_12	609_15	 
Fusobacterium ulcerans ATCC 49185 (469617.3)	357_1	 	2089	 	 	811_9	2010	2010	642_12	1261_15	3068
Fusobacterium varium ATCC 27725 (469618.3)	112_1	 	2722	 	 	2994_9	2796	2796	2836_12	631_15	 
Leptotrichia buccalis C-1013-b (523794.5)	 	 	 	 	 	1074_9	2133	2133	1952_12	1524_15	 
Fusobacterium gonidiaformans 3-1-5R (469605.7)	806_1	 	 	 	 	808_9	572	572	1306_12	995_15	 
Fusobacterium necrophorum subsp. funduliforme ATCC 51357 (1095747.3)	2026_1	196	 	 	193	2028_9	1696	1696	1790_12	1193_15	 
Fusobacterium necrophorum subsp. funduliforme Fnf 1007 (1161424.3)	1870, 2151_1	791	 	 	794	2153_9	534	534	1783_12	408_15	 
Fusobacterium nucleatum subsp. animalis 11_3_2 (457403.8)	862_1	300	 	 	 	774_9	834	834	2320_12	2027_15	 
Fusobacterium nucleatum subsp. animalis 21_1A (469601.8)	1279_1	 	 	 	 	1203_9	1253	1253	1568_12	1782_15	 
Fusobacterium nucleatum subsp. animalis 4_8 (469607.3)	846_1	 	 	 	 	918_9	870	870	198_12	433_15	 
Fusobacterium nucleatum subsp. animalis 7_1 (457405.10)	604_1	1153	 	 	 	705_9	627	627	19_12	253_15	 
Fusobacterium nucleatum subsp. animalis OT 420 (999414.3)	707_1	 	 	 	 	631_9	684	684	1381_12	1141_15	 
Fusobacterium nucleatum subsp. polymorphum F0401 (693991.3)	1511_1	 	 	 	 	1419_9	1501	1501	2352_12	721_15	 
Fusobacterium nucleatum subsp. vincentii 3_1_36A2 (469604.7)	172_1	 	 	 	 	246_9	193	193	1787_12	1538_15	 
Fusobacterium nucleatum subsp. vincentii 4_1_13 (469606.8)	235_1	 	 	 	 	305_9	256	256	1888_12	1675_15	 
Fusobacterium periodonticum 1_1_41FAA (469621.8)	2301_1	 	 	 	 	1350_9	344	344	1310_12	321_15, 322_15	 
Fusobacterium periodonticum 2_1_31 (469599.8)	1925_1	 	 	 	 	1774_9	888	888	1814_12	908_15	 
Fusobacterium russii ATCC 25533 (1278306.3)	1595_1	463	 	 	464	1717_9	1160	1160	1222_12	223_15	 
Fusobacterium ulcerans 12-1B (457404.5)	805_1	 	1453, 2924	 	 	329_9	1530	1530	148_12	2713_15	3002
Schlesneria paludicola DSM 18645 (1123242.3)	4420_1	5714	 	4005	2503	5734_9	3169, 3170	3169, 3170	3183_12	6592_15	 
Brevundimonas diminuta 470-4 (1035191.3)	 	 	 	 	 	1103_9	2290	2290	363_12	1023_15, 1553_16	 
Bartonella quintana RM-11 (1225179.3)	 	553	 	 	552	239_7	45	45	4_12	956_15	 
Bartonella quintana str. Toulouse (283165.4)	 	494	 	 	493	222_7	41	41	4_12	859_15	 
Afipia birgiae 34632 (1197906.5)	 	2354	3, 3453, 4160, 4624	738	1583	4213_7	4029	4029	4198_12	1932_15	 
Bradyrhizobium elkanii USDA 76 (398525.3)	 	5041	1024, 1047, 1592, 4383, 4588, 6601, 7428	5203	3192, 6131	1517_7	1395	1395	1534_12	5434_15, 6724_16	 
Bradyrhizobium japonicum USDA 110 (224911.5)	 	4057	110, 128, 3139, 4671, 606, 6536	2030	2034, 5246	676_7	783	783	659_12	4763_15	 
Bradyrhizobium japonicum USDA 124 (1038862.3)	 	8439	1320, 3569, 6020, 6224, 6245, 6815	7899	3301, 8228, 8401, 8438	7392_7	1744	1744	7375_12	1397_15, 6450_16	 
Bradyrhizobium japonicum USDA 6 (1037409.3)	 	5610, 7819	117, 135, 5124, 563, 6657	7823	4583, 7818, 7981, 8168	631_8	771	771	614_12	5067_15	 
Bradyrhizobium japonicum WSM2793 (1038866.3)	 	1239, 1240, 1241, 193	5452, 6066, 7841, 7856, 8215	1233	1047, 192, 2271	5384_7	5267	5267	5401_12	3668_15	 
Ochrobactrum anthropi ATCC 49188 (439375.7)	 	454	 	 	453	877_7	1379	1379	895_12	2290_15	 
Ochrobactrum anthropi CTS-325 (1151114.3)	 	807	 	 	806	206_7	1964	1964	188_12	2755_15	 
Methylobacterium mesophilicum SR1.6/6 (908290.3)	 	5223	1713, 2819	 	3387	3702_7	5576	5576	3459_12	4392_15	 
Methylobacterium populi BJ001 (441620.7)	 	1776	2152, 3167	 	2249	2541_7	4414	4414	1523_12	5121_15	 
Methylobacterium radiotolerans JCM 2831 (426355.14)	 	2024	110	 	4178	1053_7	837	837	4361_12	2210_15	 
Mesorhizobium loti MAFF303099 (266835.9)	 	1392, 153, 6108	3793, 5562	4633, 6920	152	3962_7	2523	2523	3551_12	586_15	 
Mesorhizobium loti NZP2037 (935546.3)	 	1502, 2769, 6637, 692	5770, 5822, 7001	6627	1501	5980_7	4551	4551	5543_12	1905_15	 
Agrobacterium tumefaciens str. Cherry 2E-2-2 (1281779.3)	 	4991	2421	 	4990	1827_7, 2248_7	684	684	1794_12	3359_15	 
Agrobacterium tumefaciens CCNWGS0286 (1082932.3)	 	3144	1578	 	3143	2191_7, 2498_7	1018	1018	2157_12	604_15	 
Agrobacterium tumefaciens str. C58 (176299.10)	 	3322	 	3501	3321	37_7	308	308	5_12	1698_15	 
Achromobacter xylosoxidans AXX-A (1003200.3)	 	2359	2120, 56	3950	2636	1840_9	5884	5884	2640_12	1268_15	 
Alcaligenes faecalis subsp. faecalis NCIB 8687 (1156918.4)	 	3438	 	801	1551	3013_9	1238	1238	1548_12	1731_15	 
Burkholderia cenocepacia AU 1054 (331271.8)	 	281	2009, 2051, 3676, 5709, 5764, 6363	1909	1908	2394_9	1983	1983	92_12	2287_15	 
Burkholderia cenocepacia H111 (1055524.3)	 	2352, 5014	2913, 3197, 3392, 3435, 5856, 5972	2800	2799	5528_9	2874	2874	3904_12	7111_15	 
Burkholderia cenocepacia HI2424 (331272.8)	 	3511, 757	1954, 2591, 2633, 4960, 6031, 6083	2492	2491	2974_9	2566	2566	568_12	2868_15	 
Burkholderia cenocepacia J2315 (216591.5)	 	3389, 4161	2076, 2848, 2893, 5787, 6953, 7068	2746	2745	727_9	2821	2821	3580_12	836_15	 
Burkholderia cenocepacia MC0-3 (406425.4)	 	5387, 748	2013, 2663, 2705, 3721, 3772, 6757	2548	2547	3028_9	2638	2638	556_12	2924_15	 
Burkholderia cepacia R18194 (269483.3)	 	2485, 4559	5921, 707, 7348, 7390	6613	6612	7067_9	6623	6623	5202_12	7618_15	 
Burkholderia cepacia GG4 (1009846.3)	 	2888, 5455	1568, 3789, 4840, 896, 942	1043	1044	562_9	969	969	3079_12	668_15	 
Cupriavidus metallidurans CH34 (266264.4)	 	3309	4740, 6148	 	3166	479_9	3279	3279	3502_12	690_15	 
Lautropia mirabilis ATCC 51599 (887898.3)	1174	 	 	 	 	1350_7	352	352	625_12	1504_15	 
Ralstonia sp. 5_7_47FAA (658664.3)	 	2805	1719, 1981, 381	2730	3006	1607_9	2930	2930	4527_12	1524_15	 
Comamonas testosteroni CNB-2 (688245.4)	4929	4096	1339, 4125, 4284	4086	4097	4459_9	1274	1274	888_12	4119_15	 
Comamonas testosteroni NBRC 100989 (1111078.3)	1082	4671	3731, 4700	4661	4672	4521_9	3789	3789	1752_12	4694_15	 
Comamonas testosteroni S44 (563045.3)	2774	2235	2667, 4690, 4796	2246	2234	3494_9	1681	1681	604_12	2673_15	 
Delftia acidovorans CCUG 15835 (883100.3)	3176	5301	3771, 3850, 5271, 745	5314	5300	1766_9	690	690	257_12	5282_15	 
Delftia acidovorans CCUG 274B (883101.3)	5569	4476	2838, 3228, 4505, 6218	4463	3598, 4477	1603_9	2897	2897	681_12	4495_15	 
Delftia acidovorans SPH-1 (398578.5)	6008	1841	1586, 1814, 5096	1854	1840	1332_9	5154	5154	5548_12	1821_15	 
Oxalobacter formigenes HOxBLS (556268.6)	1861	1891	103, 2858	1921	1589	2244_9	2614	2614	2196_12	2569_15	 
Oxalobacter formigenes OXCC13 (556269.4)	614	645	1334, 2459	671	353	983_9	48	48	932_12	1230_15	 
Parasutterella excrementihominis YIT 11859 (762966.3)	1291	647	869	1613	648	2539_9	2076	2076	2134_12	316_15	 
Sutterella wadsworthensis 2_1_59BFAA (742823.3)	306, 81_1	 	 	 	 	657_9	1476	1476	1678_12	574_15	 
Sutterella wadsworthensis 3_1_45B (742821.3)	1090, 1588_1	 	 	 	 	 	1626	1626	1443_12	382_15	 
Sutterella wadsworthensis HGA0223 (1203554.3)	1926, 371_1	 	 	 	 	 	332	332	75_12	2304_15	 
Burkholderiales bacterium 1_1_47 (469610.4)	1876	1233	476	1808	1234	247_9	1644	1644	2152_12	191_15	 
Eikenella corrodens ATCC 23834 (546274.4)	1715	1051	 	1791	364	1959_9	1234	1234	1251_12	1272_15	 
Kingella oralis ATCC 51147 (629741.3)	1709	1071	 	208	1828	2647_9	1265, 3080	1265, 3080	772_12	3053_15	 
Laribacter hongkongensis HLHK9 (557598.3)	 	1289	 	1291	1290	2978_9	1745	1745	632_12	609_15	 
Neisseria cinerea ATCC 14685 (546262.4)	1106	1775	 	368	1773	1329_9	1562	1562	1018_12	1383_15	 
Neisseria elongata subsp. glycolytica ATCC 29315 (546263.3)	1861	2654	 	2497	1153	1961_9	2485, 2486	2485, 2486	 	250_15	 
Neisseria flavescens NRL30031/H210 (546264.5)	2104	535	 	159	534	1031_9	344	344	2083_12	1000_15, 2158_15	 
Neisseria flavescens SK114 (596320.3)	1090	1271	 	218	1272	401_9	73	73	1597_12	966_15	 
Neisseria macacae ATCC 33926 (997348.4)	566	1347	 	1820	1349	416_9	2577, 2578	2577, 2578	2633_12	133_15	 
Neisseria mucosa ATCC 25996 (546266.6)	2466	900	 	2398	898	2155_9	281, 282	281, 282	303_12	523_15	 
Neisseria mucosa C102 (435832.3)	1140	962	 	886	961	1992_9	1657	1657	1537_12	1462_15	 
Neisseria subflava NJ9703 (546268.4)	1843	2213	 	1021	2214	2127_9	916	916	92_12	170_15	 
Methyloversatilis universalis EHg5 (999628.3)	 	980	1433, 429	978	979	877_9	2400	2400	879_12	3056_15, 517_16	 
Methyloversatilis universalis FAM5 (1000565.3)	 	149	1906, 596	147	148	54_9	1751	1751	56_12	1988_16, 3577_15	 
Aeromonas caviae Ae398 (878320.4)	3262_1, 3388	3448	1154	 	3449	3855_7	4011	4011	3709_12	4005_15	 
Aeromonas hydrophila 113 (1268075.3)	1914_1, 3553	3595	378	 	3593	1362_7	3927	3927	3800_12	3933_15	 
Aeromonas hydrophila 14 (1268074.3)	2125, 3363_1	2167	1466	 	2165	4228_7	4046	4046	1246_12	4040_15	 
Aeromonas hydrophila 173 (1268076.3)	2521_1, 3474	3517	2374	 	3516	1607_7	3956	3956	1175_12	3962_15	 
Aeromonas hydrophila 187 (1268077.3)	4288_1, 705	660	1231	 	661	137_7	4102	4102	2238_12	4109_15	 
Aeromonas hydrophila 259 (1268079.3)	1351_1, 3811	3763	456	 	3764	3293_7	4222	4222	2100_12	4216_15	 
Aeromonas hydrophila 277 (1268080.3)	2409, 3812_1	2450	2692	 	2449	1549_7	3620	3620	3501_12	3626_15	 
Aeromonas hydrophila ML09-119 (1288394.3)	3621_1, 3843	3797	1212	 	3799	4326_7	169	169	4166_12	175_15	 
Aeromonas hydrophila SNUFPC-A8 (1232673.3)	1750_1, 4267	4183	862	 	4184	2464_7	4322	4322	1934_12	4329_15	 
Aeromonas hydrophila SSU (1073377.4)	123_1, 2843	2746	2449	 	2748	3319_7	3722	3722	3117_12	3728_15	 
Aeromonas hydrophila subsp. hydrophila ATCC 7966 (380703.7)	3345_1, 3570	3523	1132	 	3525	3997_7	149	149	3842_12	156_15	 
Aeromonas media WS (1208104.3)	1271_1, 1978	2312	2956	 	2311	3723_7	132	132	3480_12	126_15	 
Aeromonas veronii AER39 (1073382.3)	1217, 2945_1	1275	2824	 	1274	3439_7	3267	3267	1563_12	3274_15	 
Aeromonas veronii AER397 (1073384.3)	2972, 493_1	3025	620	 	3024	3989_7	3815	3815	3342_12	3822_15	 
Aeromonas veronii AMC34 (1073383.3)	1601, 1666_1	1551	1787	 	1552	544_7	726	726	443_12	719_15	 
Aeromonas veronii AMC35 (1073385.3)	1252_1, 3777	3830	1379	 	3829	743_7	565	565	91_12	572_15	 
Aeromonas veronii B565 (998088.4)	3274_1, 730	677	3119	 	678	3779_7	3951	3951	359_12	3944_15	 
Succinatimonas hippei YIT 12066 (762983.3)	1794_1, 1816	 	 	 	 	419_7	1048	1048	633_12	1033_15	 
Cedecea davisae DSM 4568 (566551.4)	1348, 3871_1	546	771	544	545	3_7	4322	4322	519_12	4327_15	 
Citrobacter freundii GTC 09629 (1297584.3)	1918_1, 4325	137	883	139	138	3316_7	1526	1526	168_12	1531_15	 
Citrobacter freundii 4_7_47CFAA (742730.3)	1556_1, 3125, 3126	1765	2550	1768	1766	806_7	952	952	1804_12	957_15	 
Citrobacter freundii GTC 09479 (1288347.3)	1575_1, 3559	2604	4235	2602	2603	2230_7	1251	1251	2573_12	1256_15	 
Citrobacter freundii str. ballerup 7851/39 (670484.3)	3274_1, 754	4478	181	4476	4477	2902_7, 4635_7	3705	3705	4444_12	3710_15	 
Citrobacter koseri ATCC BAA-895 (290338.8)	1703, 3899_1	2705	2288	2707	2706	2526_7	4254	4254	2743_12	4249_15	 
Citrobacter sp. 30_2 (469595.3)	1633, 3056_1	3451	1076	3449	3450	4709_7	3845	3845	3413_12	3840_15	 
Citrobacter youngae ATCC 29220 (500640.5)	3486, 3932_1	942	2956	940	941	3517_7	160	160	903_12	165_15	 
Cronobacter sakazakii 2151 (1159489.3)	1906, 779_1	1197	1418	1195	1196	739_7	397	397	1161_12	392_15	 
Cronobacter sakazakii ES15 (1138308.5)	2442, 3595_1	3182	2957	3184	3183	3637_7	66	66	3217_12	71_15	 
Cronobacter sakazakii ES35 (1159614.3)	1131_1, 1842	713	1340	715	714	147_7	228, 229	228, 229	749_12	234_15	 
Cronobacter sakazakii ES713 (1045857.3)	2524_1, 3300	2074	2791	2076	2075	1035_7	1328	1328	2118_12	1323_15	 
Cronobacter sakazakii SP291 (956149.6)	2169, 3373_1	2937	2711	2939	2938	3414_7	3769	3769	2973_12	3774_15	 
Edwardsiella tarda 080813 (667120.5)	220, 2211_1, 3136	1838	2575, 2585	1836	1837	59_7	3903	3903	1804_12	3908_15	 
Edwardsiella tarda ATCC 23685 (500638.3)	2693_1, 298, 822	2072	1617	2070	2071	20_7	2797	2797	1361_12	2802_15	 
Edwardsiella tarda EIB202 (498217.4)	1534, 2902_1, 388	643	915	641	642	154_7	52	52	609_12	57_15	 
Edwardsiella tarda FL6-60 (718251.5)	1552, 2962_1, 383	645	943	643	644	140_7	38	38	610_12	43_15	 
Enterobacter aerogenes EA1509E (935296.3)	2007, 4331_1	2980	1894, 2755	2982	2981	3663_7	4001	4001	3016_12	4006_15	 
Enterobacter aerogenes FGI35 (685445.4)	3225, 657_1	4148	3125, 3927	4150	4149	4787_7	328	328	4185_12	333_15	 
Enterobacter aerogenes KCTC 2190 (1028307.3)	3212, 942_1	2294	2513, 3326	2292	2293	1608_7	1274	1274	2258_12	1269_15	 
Enterobacter cancerogenus ATCC 35316 (500639.8)	3865_1, 847	390	2885	392	391	2758_7	2671	2671	431_12	2676_15	 
Enterobacter asburiae LF7a (640513.3)	1725, 4098_1	898	1088	896	897	369_7	265	265	865_12	270_15	 
Enterobacter cloacae EcWSU1 (1045856.3)	1564, 3958_1	732	1041, 916	730	731	191_8	92	92	699_12	97_15	 
Enterobacter cloacae SCF1 (701347.4)	2807, 466_1	3661	3449	3663	3662	4263_7	115	115	3694_12	120_15	 
Enterobacter cloacae subsp. cloacae 08XA1 (1203195.3)	4204, 724_1	2505	1468, 434, 437	2507	2506	2111_7	2220	2220	2545_12	2215_15	 
