Organism	PyrAB	PyrB	PyrC	PyrDq	PyrDfum	PyrDnad	PyrE	PyrF	PyrH	Ndk	Adk	PyrG	ThiA
Delftia acidovorans CCUG 274B (883101.3)	2707_1, 2708_4, 4757_1	3195_5	3194_6, 5824_6	2297_7	 	 	3932_13	4823_14	2722_15	2809_16	985_17	2898_19	2750_20
Delftia acidovorans SPH-1 (398578.5)	4973_1, 4974_4	1622_5	1419_6, 1624_6	4007_7	 	 	352_13	845_14	 	5067_16	3600_17	5155_19	5014_20
Oxalobacter formigenes HOxBLS (556268.6)	867_4, 868_1	1615_5	1616_6, 2220_6	1868_12	 	 	2072_13	2552_14	755_15	120_16	2544_17	195_19	1223_20
Oxalobacter formigenes OXCC13 (556269.4)	229_1, 230_4	379_5	380_6, 957_6	618_7	 	 	825_13	1210_14	1444_15	1355_16	1206_17	2331_19	1789_20
Parasutterella excrementihominis YIT 11859 (762966.3)	215_1, 217_4	 	 	1085_7	 	 	332_13	2168_14	 	894_16	2087_17	102_19	503_20
Sutterella wadsworthensis 2_1_59BFAA (742823.3)	2351_4, 2353_1	 	19_6	1800_7	 	 	1029_13, 642_13	1646_14	1115_15	330_16	1464_17	1531_19	178_20
Sutterella wadsworthensis 3_1_45B (742821.3)	957_4, 958_1	2237_5	1058_6, 1109_6	1924_12	 	 	301_13, 633_13	1478_14	 	1149_16	1648_17	2042_19	1033_20
Sutterella wadsworthensis HGA0223 (1203554.3)	863_4, 864_1	2099_5	1894_6, 1951_6	295_12	 	 	1592_13, 2387_13	40_14	1636_15	1991_16	314_17	1767_19	1856_20
Burkholderiales bacterium 1_1_47 (469610.4)	376_4, 378_1	 	1296_6, 864_6	890_7	 	 	208_13	2187_14	 	1502_16	1633_17	1727_19	923_20
Eikenella corrodens ATCC 23834 (546274.4)	1668_4, 1965_1	1901_5	255_6	 	 	 	1486_13	1615_14	 	1349_16	763_17	2187_19	1255_20
Kingella oralis ATCC 51147 (629741.3)	 	1558_5	762_6	1278_12	 	 	734_13	688_14	 	 	2295_17	1027_19	1748_20
Laribacter hongkongensis HLHK9 (557598.3)	2647_1, 2649_4	10_5	2860_6	1794_12	 	 	2940_13	827_14	 	649_16	1044_17	516_19	745_20
Neisseria cinerea ATCC 14685 (546262.4)	1150_4, 1152_1	1714_5	527_6	736_7	 	 	839_13	1557_14	1301_15	344_16	1556_17	207_19	1627_20
Neisseria elongata subsp. glycolytica ATCC 29315 (546263.3)	1275_1, 294_4	950_5	2123_6	56_7	 	 	885_13	985_14	1470_15	2267_16	2329_17	679_19	1238_20
Neisseria flavescens NRL30031/H210 (546264.5)	691_4, 981_1	325_5	1868_6	1792_7	794_9	 	2173_13	441_14	2170_15	182_16	440_17	1875_19	1368_20, 768_20
Neisseria flavescens SK114 (596320.3)	1602_1, 2027_4	1007_5	584_6	1886_7	1839_9	 	567_13	34_14	565_15	240_16	35_17, 679_17	162_19	589_20
Neisseria macacae ATCC 33926 (997348.4)	63_1, 68_4	2741_5	1061_6	124_7	1587_9	 	350_13	615_14	199_15	1690_16	616_17	720_19	520_20
Neisseria mucosa ATCC 25996 (546266.6)	2211_1, 2709_4	1621_5	751_6	1714_7	1495_9	 	526_13	2078_14	469_15	2455_16	2077_17	63_19	2306_20
Neisseria mucosa C102 (435832.3)	1541_1, 1545_4	2018_5	250_6	1320_7	624_9	 	2155_13	354_14	2153_15	859_16	351_17	242_19	200_20
Neisseria subflava NJ9703 (546268.4)	84_4, 87_1	1352_5	672_6	316_7, 317_7	1541_9	 	1475_13	1994_14	1473_15	996_16	1995_17	666_19	629_20
Methyloversatilis universalis EHg5 (999628.3)	1203_4, 1204_1	128_5	919_6	1977_7	 	 	105_13	2783_14	1942_15	1519_16	2107_17	1345_19	3405_20
Methyloversatilis universalis FAM5 (1000565.3)	328_4, 329_1	2874_5	90_6	1253_7	 	 	2944_13	2333_14	1222_15	690_16	1305_17	512_19	2787_20
Aeromonas caviae Ae398 (878320.4)	3028_1, 3029_4	3897_5	2146_6	2593_7	 	 	3997_13	2835_14	1204_15	2893_16	2228_17	3507_19	880_20
Aeromonas hydrophila 113 (1268075.3)	4231_1, 4232_4	1412_5	591_6	967_7	 	 	1543_13	2956_14	429_15	3015_16	2902_17	1297_19	2089_20
Aeromonas hydrophila 14 (1268074.3)	3388_4, 3389_1	527_5	328_6	2571_7	 	 	656_13	2374_14	1415_15	285_16	2427_17	933_19	1660_20
Aeromonas hydrophila 173 (1268076.3)	3867_4, 3868_1	1556_5	862_6	2853_7	 	 	1828_13	2691_14	2425_15	2750_16	966_17	4157_19	3092_20
Aeromonas hydrophila 187 (1268077.3)	3221_1, 3222_4	188_5	2990_6	2845_7	 	 	319_13	884_14	1282_15	943_16	389_17	3767_19	1830_20
Aeromonas hydrophila 259 (1268079.3)	3915_1, 3916_4	693_5	496_6	2755_7	 	 	822_13	2960_14	403_15	1302_16	1601_17	3390_19	3238_20
Aeromonas hydrophila 277 (1268080.3)	30_1, 31_4	1500_5	1019_6	3193_7	 	 	1375_13	1808_14	2743_15	1722_16	1130_17	509_19	2200_20, 63_20
Aeromonas hydrophila ML09-119 (1288394.3)	2927_1, 2928_4	4375_5	2796_6	2320_7	 	 	4474_13	1999_14	 	1944_16	2668_17	851_19	705_20
Aeromonas hydrophila SNUFPC-A8 (1232673.3)	4023_4, 4024_1	2417_5	155_6	2847_7	 	 	2287_13	3011_14	 	3069_16	280_17	3693_19	1351_20
Aeromonas hydrophila SSU (1073377.4)	1926_1, 1927_4	3369_5	1761_6	1267_7	 	 	3504_13	933_14	2399_15	874_16	1650_17	4447_19	4242_20
Aeromonas hydrophila subsp. hydrophila ATCC 7966 (380703.7)	2731_1, 2732_4	4043_5	2604_6	2287_7	 	 	4178_13	1829_14	 	1770_16	2488_17	820_19	676_20
Aeromonas media WS (1208104.3)	1917_4, 1918_1	408_5	2740_6	2504_7	 	 	118_13	1803_14	 	335_16	3043_17	3781_19	3593_20
Aeromonas veronii AER39 (1073382.3)	2294_1, 2295_4	3389_5	462_6	1764_7	 	 	3316_13	2067_14	2788_15	362_16	2030_17	1247_19	3729_20
Aeromonas veronii AER397 (1073384.3)	2267_1, 2268_4	3940_5	2250_6	1719_7	 	 	3869_13	1374_14	655_15	1306_16	1410_17	2999_19	243_20
Aeromonas veronii AMC34 (1073383.3)	3525_1, 3526_4	604_5	2380_6	2848_7	 	 	676_13	3252_14	1835_15	2516_16	3216_17	1577_19	261_20
Aeromonas veronii AMC35 (1073385.3)	3086_1, 3087_4	693_5	3070_6	2506_7	 	 	619_13	2131_14	1414_15	2064_16	2207_17	3802_19	1006_20
Aeromonas veronii B565 (998088.4)	1434_4, 1435_1	3828_5	1452_6	1978_7	 	 	3899_13	2320_14	3084_15	2388_16	2284_17	703_19	3517_20
Succinatimonas hippei YIT 12066 (762983.3)	150_1, 151_4	22_5	907_6	1661_7	 	 	2039_13	1469_14	 	 	1226_17	1342_19	454_20
Cedecea davisae DSM 4568 (566551.4)	454_4, 455_1	3765_5	1395_6	1236_12	 	 	4319_13	2186_14	 	3169_16	3079_17	3424_19	3463_20
Citrobacter freundii GTC 09629 (1297584.3)	238_1, 239_4	2071_5	4363_6	4259_7	 	 	1523_13	613_14	104_15	4709_16	952_17	3208_19, 3920_19	3869_20
Citrobacter freundii 4_7_47CFAA (742730.3)	1875_1, 1876_4	2096_5	3160_6	3067_7	 	 	949_13	3866_14	1732_15	4813_16	2605_17	290_19, 3350_19	247_20
Citrobacter freundii GTC 09479 (1288347.3)	2500_4, 2501_1	1735_5	3521_6	3636_7	 	 	1248_13	595_14	2637_15	3770_16	4168_17	3279_19, 3383_19	3221_20
Citrobacter freundii str. ballerup 7851/39 (670484.3)	4374_4, 4375_1	4183_5	789_6	697_7	 	 	3702_13	1478_14	4506_15	2408_16	240_17	2765_19, 988_19	2813_20
Citrobacter koseri ATCC BAA-895 (290338.8)	2811_1, 2812_4, 866_1	2980_5	1673_6, 802_6	1772_12	 	 	4257_13	1152_14	 	223_16	2231_17	3463_19	3507_20
Citrobacter sp. 30_2 (469595.3)	3340_4, 3341_1	3192_5	1667_6	1574_7	 	 	3848_13	2378_14	3488_15	893_16	1132_17	1862_19, 2624_19	2668_20
Citrobacter youngae ATCC 29220 (500640.5)	833_4, 834_1	617_5	1072_6	3440_7	 	 	157_13	1782_14	971_15	2771_16	3011_17	1243_19, 4187_19	4230_20
Cronobacter sakazakii 2151 (1159489.3)	1099_4, 1100_1	936_5	1937_6	1862_7	 	 	400_13	2580_14	 	3307_16	1501_17	2076_19, 3529_19	3563_20
Cronobacter sakazakii ES15 (1138308.5)	3275_1, 3276_4	3437_5	2411_6	2486_7	 	 	63_13	1791_14	 	1009_16	2874_17	2316_19, 789_19	757_20
Cronobacter sakazakii ES35 (1159614.3)	807_1, 808_4, 809_4	969_5	1875_6	1796_7	 	 	225_13	39_14	 	3245_16	1425_17	1969_19, 3431_19	3464_20
Cronobacter sakazakii ES713 (1045857.3)	2181_1, 2182_4	2334_5	3332_6	3253_7	 	 	1331_13	3981_14	 	287_16	2882_17	1868_19, 3472_19	1833_20
Cronobacter sakazakii SP291 (956149.6)	3034_1, 3035_4	3215_5	2138_6	2213_7	 	 	3766_13	1502_14	 	716_16	2625_17	2044_19, 520_19	487_20
Edwardsiella tarda 080813 (667120.5)	1746_4, 1747_1	2234_5	3484_6	2838_7	 	 	3900_13	3243_14	 	597_16	2624_17	1045_19	1852_20
Edwardsiella tarda ATCC 23685 (500638.3)	1310_4, 1311_1	2715_5	1187_6	2232_7	 	 	2794_13	1154_14	2526_15	1963_16	1999_17	1882_19	2355_20
Edwardsiella tarda EIB202 (498217.4)	553_4, 554_1	2880_5	1946_6	1161_12	 	 	49_13	1918_14	 	2591_16	953_17	2499_19	659_20
Edwardsiella tarda FL6-60 (718251.5)	553_4, 554_1	2939_5	1978_6	1199_12	 	 	35_13	1950_14	 	2645_16	981_17	2540_19	661_20
Enterobacter aerogenes EA1509E (935296.3)	3085_1, 3086_4	3379_5	1975_6, 653_6	2210_7	 	 	3998_13	1010_14	2948_15, 2949_15	5227_16	2673_17	4862_19, 916_19	4825_20
Enterobacter aerogenes FGI35 (685445.4)	4253_1, 4254_4	4512_5	3194_6	3385_7	 	 	325_13	2174_14	 	1447_16	3847_17	1184_19, 2080_19	1147_20
Enterobacter aerogenes KCTC 2190 (1028307.3)	2189_4, 2190_1	1933_5	3257_6	3055_12	 	 	1277_13	4241_14	 	137_16	2595_17	384_19	421_20
Enterobacter cancerogenus ATCC 35316 (500639.8)	488_1, 489_4	4029_5	884_6	794_7	 	 	2668_13	1524_14	357_15	261_16	2952_17	3373_19, 973_19	3409_20
Enterobacter asburiae LF7a (640513.3)	2811_1, 801_4, 802_1	633_5	1762_6	1622_7	 	 	262_13	2517_14	 	3390_16	1150_17	1850_19, 3626_19	3661_20
Enterobacter cloacae EcWSU1 (1045856.3)	2797_1, 642_4, 643_1	456_5	1604_6	1476_7	 	 	89_13	2435_14	760_15	3258_16	976_17	1696_19, 3498_19	3535_20
Enterobacter cloacae SCF1 (701347.4)	3759_1, 3760_4	3982_5	2772_6	2900_7	 	 	112_13	2550_14	3633_15	1244_16	3373_17	2678_19, 955_19	1098_20, 922_20
Enterobacter cloacae subsp. cloacae 08XA1 (1203195.3)	2603_1, 2604_4	2765_5	4165_6	4263_7	 	 	2223_13	3372_14	 	2038_16	1539_17	4080_19, 971_19	1007_20
Enterobacter cloacae subsp. cloacae ATCC 13047 (716541.4)	1103_4, 1104_1	932_5	2749_6	2875_7	 	 	414_13	1952_14	1232_15	4017_16	1496_17	2661_19, 4264_19	4299_20
Enterobacter cloacae subsp. cloacae ENHKU01 (1211025.3)	720_4, 721_1	510_5	1688_6	1568_7	 	 	128_13	2470_14	870_15	3280_16	1085_17	1781_19, 3549_19	3586_20
Enterobacter cloacae subsp. cloacae GS1 (1177927.3)	292_1, 293_4	4513_5	1184_6	1271_7	 	 	3056_13	480_14	167_15	2836_16	1835_17	1088_19, 4179_19	4216_20
Enterobacter cloacae subsp. dissolvens SDM (1104326.3)	685_1, 686_4	1769_5	2240_6	3472_7	 	 	3947_13	1969_14	2469_15	3034_16	766_17	2499_19, 4103_19	2946_20
Enterobacter cloacae subsp. dissolvens SP1 (1235834.3)	2296_4, 2297_1	3530_5	715_6	537_7	 	 	2587_13	1575_14	2414_15	3437_16	4470_17	3186_19, 817_19	2093_20
Enterobacter hormaechei YT2 (1259823.3)	2237_1, 2238_4	2417_5	3055_6	3150_7	 	 	3852_13	1395_14	 	616_16	1882_17	289_19, 2971_19	251_20
Enterobacter hormaechei YT3 (1260282.3)	549_1, 550_4	729_5	2855_6	2950_7	 	 	1110_13	2129_14	 	1353_16	195_17	2771_19, 4170_19	3892_20
Enterobacter hormaechei ATCC 49162 (888063.3)	1705_1, 1706_4	1880_5	760_6	850_7	 	 	4269_13	2482_14	1576_15	3224_16	1340_17	3493_19, 677_19	3531_20, 4416_20
Escherichia albertii TW07627 (502347.3)	3682_1, 3683_4	3868_5	1980_6	3287_7	 	 	4381_13	2205_14	3535_15	1330_16	2866_17	1065_19	1024_20
Escherichia albertii TW11588 (754333.3)	1398_1, 1399_4	2223_5	1577_6	182_7	 	 	260_13	603_14	 	341_16	3590_17	3967_19	3931_20
Escherichia coli 1125A (562.373)	2240_1, 2241_4	2429_5	4803_6	1064_12	 	 	1568_13	5253_14	 	3708_16	3264_17	4288_19	4339_20
Escherichia coli 1212A (562.372)	3091_1, 3092_4	3285_5	521_6	930_12	 	 	4036_13	880_14	 	1931_16	1463_17	2219_19	2268_20
Escherichia coli 536A (562.374)	2863_1, 2864_4	5728_5	1646_6	2464_12	 	 	1160_13	6107_14	 	3134_16	5513_17	3904_19	3854_20
Escherichia coli IMT2125 (562.1188)	30_4, 31_1	4537_5	1160_6	1038_12	 	 	3891_13	1370_14	 	2611_16	491_17	2956_19	3002_20
Escherichia coli EC4100B (945434.3)	2037_1, 2038_4	2219_5	1690_6	402_12	 	 	1396_13	3447_14	 	2948_16	960_17	90_19	139_20
Escherichia coli 0.1288 (1005442.3)	27_4, 28_1	4612_5	1073_6	903_7	 	 	3973_13	1357_14	 	2683_16	479_17	2920_19	2988_20
Escherichia coli 0.1304 (1005441.3)	151_4, 152_1	5300_5	1506_6	1195_12	 	 	4590_13	1926_14	 	3391_16	672_17	3653_19	3700_20
Escherichia coli 042 (216592.3)	37_4, 38_1	4909_5	1174_6	1064_7	 	 	4101_13	1459_14	 	2849_16	537_17	3112_19	3157_20
Escherichia coli 07798 (1005566.3)	129_4, 130_1	4811_5	1341_6	1196_7	 	 	4130_13	1869_14	 	3011_16	589_17	3249_19	3304_20
Escherichia coli 09BKT078844 (1081887.3)	193_4, 194_1	5142_5	1510_6	1232_12	 	 	4458_13	1864_14	 	3265_16	698_17	3526_19	3573_20
Escherichia coli 1.2264 (869675.4)	5305_1, 5306_4	3907_5	4245_6	257_12	 	 	1781_13	4922_14	 	1658_16	709_17	4642_19	4591_20
Escherichia coli 1.2741 (869669.4)	114_4, 115_1	4552_5	474_6	5134_7	 	 	3695_13	685_14	 	1778_16	1642_17	5514_19	5462_20
Escherichia coli 10.0821 (1005469.3)	256_4, 257_1	5053_5	1614_6	1301_12	 	 	4313_13	1912_14	 	3254_16	788_17	3523_19	3573_20
Escherichia coli 10.0833 (1005466.3)	231_4, 232_1	50_5	1602_6	1297_12	 	 	4723_13	1900_14	 	3405_16	751_17	3749_19	3797_20
Escherichia coli 10.0869 (1005467.3)	5242_4, 5243_1	5067_5	1300_6	984_7	 	 	4366_13	1720_14	 	3169_16	470_17	3429_19	3476_20
Escherichia coli 1180 (670904.3)	4904_4, 4905_1	4726_5	5313_6	5582_12	 	 	1638_13	1458_14	 	3736_16	2694_17	858_19	913_20
Escherichia coli 1357 (670905.3)	4721_4, 4722_1	4538_5	1165_6	1280_12	 	 	3925_13	906_14	 	2096_16	1776_17	3024_19	3076_20
Escherichia coli 174750 (1125634.3)	552_4, 553_1	5064_5	1584_6	1460_12	 	 	4430_13	1796_14	 	3163_16	982_17	3445_19	3492_20
Escherichia coli 174900 (1116003.3)	284_4, 285_1	4735_5	1380_6	1222_12	 	 	4088_13	1650_14	 	2928_16	762_17	3176_19	3222_20
Escherichia coli 178900 (1116108.3)	382_4, 383_1	4858_5	1473_6	1349_7	 	 	4215_13	1740_14	 	3033_16	875_17	3264_19	3311_20
Escherichia coli 179100 (1125652.3)	26_4, 27_1	1673_5	1276_6	1150_12	 	 	4081_13	1506_14	 	2903_16	456_17	3141_19	3193_20
Escherichia coli 179550 (1116109.3)	401_4, 402_1	4786_5	1513_6	1397_12	 	 	4172_13	1764_14	 	2952_16	842_17	3195_19	3254_20
Escherichia coli 180050 (1116103.3)	126_4, 127_1	4700_5	1249_6	1129_12	 	 	4059_13	1504_14	 	2832_16	595_17	3088_19	3137_20
Escherichia coli 180200 (1116104.3)	345_4, 346_1	4735_5	1419_6	1307_12	 	 	4106_13	1661_14	 	2892_16	772_17	3131_19	3189_20
Escherichia coli 180600 (1116105.3)	374_4, 375_1	4867_5	1496_6	1305_7	 	 	4184_13	1703_14	 	2957_16	809_17	3318_19	3365_20
Escherichia coli 1827-70 (670888.3)	610_4, 611_1	4476_5	1688_6	1565_12	 	 	2582_13	1968_14	 	3773_16	1059_17	3531_19	3481_20
Escherichia coli 199900.1 (1116130.3)	301_4, 302_1	4800_5	1578_6	1430_7	 	 	4112_13	1790_14	 	2847_16	893_17	3180_19	3226_20
Escherichia coli 2.3916 (869688.5)	4157_4, 4158_1	3725_5	215_6	2412_12	 	 	5196_13	3618_14	 	2795_16	1469_17	3229_19	3276_20
Escherichia coli 2.4168 (869690.4)	3414_4, 3415_1	3259_5	4216_6	4094_12	 	 	2668_13	4495_14	 	1507_16	290_17	1762_19	1808_20
Escherichia coli 201600.1 (1116129.3)	446_4, 447_1	268_5	1680_6	1564_12	 	 	4558_13	1934_14	 	3336_16	940_17	3631_19	3677_20
Escherichia coli 2362-75 (670897.3)	1845_4, 1846_1	1621_5	4516_6	4648_7	 	 	3690_13	2469_14	 	1143_16	243_17	677_19	1489_20, 620_20
Escherichia coli 2534-86 (754079.3)	388_4, 389_1	211_5	1668_6	1405_12	 	 	4786_13	2006_14	 	3572_16	902_17	3828_19	3884_20
Escherichia coli 2719100 (1116119.3)	330_4, 331_1	5299_5	1543_6	1370_12	 	 	4494_13	1845_14	 	3128_16	849_17	3552_19	3600_20
Escherichia coli 2720900 (1116120.3)	166_4, 167_1	4969_5	1402_6	1290_12	 	 	4414_13	1661_14	 	3030_16	743_17	3284_19	3346_20
Escherichia coli 2722950 (1116121.3)	245_4, 246_1	4814_5	1392_6	1267_12	 	 	4172_13	1600_14	 	2897_16	740_17	3150_19	1861_20, 3197_20
Escherichia coli 2726800 (1116122.3)	195_4, 196_1	5137_5	1408_6	1240_12	 	 	4504_13	1697_14	 	3171_16	687_17	3551_19	3600_20
Escherichia coli 2726950 (1116123.3)	279_4, 280_1	4865_5	1384_6	1262_12	 	 	4231_13	1649_14	424_15	2988_16	780_17	3264_19	3311_20
Escherichia coli 2729250 (1116004.3)	24_4, 25_1	4701_5	1142_6	1021_7	 	 	4007_13	1467_14	 	2719_16	474_17	3034_19	3087_20
Escherichia coli 2730350 (1116005.3)	15_4, 16_1	4337_5	1101_6	959_12	 	 	3659_13	1317_14	 	2502_16	444_17	2759_19	2808_20
Escherichia coli 2730450 (1116006.3)	308_4, 309_1	4895_5	1402_6	1279_12	 	 	4263_13	1675_14	 	2919_16	798_17	3214_19	3263_20
Escherichia coli 2731150 (1116007.3)	404_4, 405_1	5187_5	1580_6	1454_12	 	 	4530_13	1853_14	 	3246_16	906_17	3501_19	3549_20
Escherichia coli 2733950 (1125635.3)	401_4, 402_1	4915_5	1531_6	1371_12	 	 	4249_13	1775_14	 	2997_16	850_17	3270_19	3324_20
Escherichia coli 2735000 (1116008.3)	24_4, 25_1	4662_5	1153_6	1040_12	 	 	3984_13	1427_14	 	2671_16	461_17	2935_19	2996_20
Escherichia coli 2741950 (1116009.3)	315_4, 316_1	4880_5	1426_6	1295_12	 	 	4243_13	1702_14	 	3021_16	808_17	3310_19	3360_20
Escherichia coli 2747800 (1116010.3)	25_4, 26_1	4629_5	1232_6	1109_12	 	 	328_13	1491_14	 	2747_16	557_17	3049_19	3100_20
Escherichia coli 2749250 (1116011.3)	24_4, 25_1	4635_5	1153_6	1024_12	 	 	4081_13	1466_14	 	2879_16	501_17	3179_19	3232_20
Escherichia coli 2756500 (1116012.3)	288_4, 289_1	5016_5	1349_6	2743_12	 	 	4371_13	1597_14	 	2992_16	756_17	3259_19	3320_20
Escherichia coli 2762100 (1116013.3)	35_4, 36_1	4831_5	1127_6	5008_7	 	 	4156_13	1402_14	 	2868_16	468_17	3120_19	3168_20
Escherichia coli 2770900 (1116014.3)	26_4, 27_1	4611_5	1105_6	973_7	 	 	3910_13	1376_14	 	2661_16	522_17	2986_19	3038_20
Escherichia coli 2780750 (1116015.3)	139_4, 140_1	4672_5	1179_6	1064_12	 	 	3963_13	1491_14	 	2722_16	624_17	2963_19	3039_20, 5000_20
Escherichia coli 2785200 (1116016.3)	404_4, 405_1	4907_5	1582_6	1397_12	 	 	4291_13	1795_14	 	3067_16	849_17	3307_19	3354_20
Escherichia coli 2788150 (1116017.3)	26_4, 27_1	4592_5	1141_6	1025_7	 	 	3953_13	1429_14	 	2693_16	523_17	2943_19	2991_20
Escherichia coli 2845350 (1116124.3)	152_4, 153_1	4781_5	1342_6	1218_12	 	 	4155_13	1608_14	 	2912_16	623_17	3177_19	3233_20
Escherichia coli 2845650 (1116125.3)	242_4, 243_1	4974_5	1332_6	1218_12	 	 	4243_13	1718_14	 	3061_16	686_17	3372_19	1496_20, 3418_20
Escherichia coli 2846750 (1116126.3)	21_4, 22_1	4663_5	1063_6	936_7	 	 	3913_13	1249_14	 	2648_16	482_17, 5090_17	2901_19	2953_20
Escherichia coli 2848050 (1116127.3)	25_4, 26_1	4628_5	1163_6	1020_12	 	 	3960_13	1454_14	 	2786_16	514_17	3059_19	3118_20
Escherichia coli 2850400 (1116018.3)	25_4, 26_1	4725_5	1171_6	1059_12	 	 	4141_13	1433_14	 	2799_16	483_17	3024_19	3086_20
Escherichia coli 2850750 (1116019.3)	230_4, 231_1	4903_5	1361_6	1249_12	 	 	4260_13	1630_14	 	2953_16	693_17	3252_19	3315_20
Escherichia coli 2851500 (1116128.3)	219_4, 220_1	4864_5	1295_6	1183_12	 	 	4181_13	1540_14	 	2881_16	679_17	3149_19	3211_20
Escherichia coli 2853500 (1116020.3)	233_4, 234_1	4922_5	1424_6	1314_12	 	 	4296_13	1899_14	 	3101_16	702_17	3403_19	3467_20
Escherichia coli 2854350 (1125636.3)	304_4, 305_1	4812_5	1465_6	1341_12	 	 	4175_13	1749_14	 	3005_16	695_17	3289_19	3337_20
Escherichia coli 2860050 (1116021.3)	25_4, 26_1	4712_5	1108_6	987_12	 	 	4041_13	1468_14	 	2774_16	445_17	3079_19	3131_20
Escherichia coli 2860650 (1116022.3)	389_4, 390_1	5013_5	1521_6	1400_12	 	 	4330_13	1820_14	 	3045_16	836_17	3365_19	3418_20
Escherichia coli 2861200 (1116023.3)	339_4, 340_1	5058_5	1406_6	1199_12	 	 	4358_13	1624_14	 	2995_16	681_17	3321_19	3368_20
Escherichia coli 2862600 (1116024.3)	262_4, 263_1	4869_5	1370_6	1249_12	 	 	4211_13	1620_14	 	2865_16	734_17	3147_19	3203_20
Escherichia coli 2864350 (1116025.3)	478_4, 479_1	4965_5	1552_6	1409_12	 	 	4249_13	1806_14	 	3025_16	930_17	3301_19	3349_20
Escherichia coli 2865200 (1116026.3)	28_4, 29_1	4634_5	1259_6	1144_7	 	 	3991_13	1500_14	 	2806_16	557_17	3048_19	3095_20
Escherichia coli 2866350 (1116027.3)	296_4, 297_1	4851_5	1396_6	1272_12	 	 	4190_13	1691_14	 	2910_16	747_17	3236_19	3289_20
Escherichia coli 2866450 (1116028.3)	177_4, 178_1	4895_5	1306_6	1195_12	 	 	4250_13	1560_14	325_15	2917_16	666_17	3180_19	3243_20
Escherichia coli 2866550 (1116029.3)	201_4, 202_1	4963_5	1338_6	1225_12	 	 	4277_13	1584_14	 	3050_16	663_17	3341_19	3402_20
Escherichia coli 2866750 (1116030.3)	25_4, 26_1	4767_5	1074_6	963_7	 	 	4114_13	1338_14	 	2723_16	494_17	3021_19	3084_20
Escherichia coli 2867750 (1116031.3)	25_4, 26_1	4828_5	1120_6	1006_7	 	 	4188_13	1368_14	 	2915_16	487_17	3220_19	3282_20
Escherichia coli 2871950 (1116032.3)	19_4, 20_1	4765_5	1099_6	971_7	 	 	4085_13	1412_14	 	2816_16	482_17	3077_19	3132_20
Escherichia coli 2872000 (1116033.3)	18_4, 19_1	4846_5	1249_6	1121_7	 	 	4226_13	1538_14	 	2910_16	515_17	3203_19	3255_20
Escherichia coli 2872800 (1116034.3)	195_4, 196_1	4875_5	1328_6	1218_7	 	 	4228_13	1596_14	 	2896_16	657_17	3197_19	3259_20
Escherichia coli 2875000 (1116035.3)	210_4, 211_1	4860_5	1312_6	1200_12	 	 	4221_13	1561_14	 	2862_16	673_17	3163_19	3232_20
Escherichia coli 2875150 (1116036.3)	440_4, 441_1	5102_5	1562_6	1447_12	 	 	4425_13	1912_14	 	3013_16	907_17	3484_19	250_20, 3541_20
Escherichia coli 3.2303 (869691.4)	2862_1, 2863_4	3826_5	3611_6	1320_12	 	 	4229_13	3387_14	 	3105_16	391_17	2120_19	2074_20
Escherichia coli 3.2608 (869679.4)	4361_4, 4362_1	4176_5	257_6	79_12	 	 	3467_13	710_14	 	2098_16	4800_17	2403_19	2472_20
Escherichia coli 3.3884 (869689.4)	4352_1, 4353_4	4524_5	1438_6	1626_7	 	 	3233_13	1164_14	 	3772_16	2127_17	4005_19	4051_20
Escherichia coli 3.4870 (1005450.3)	171_4, 172_1	5269_5	1541_6	1211_12	 	 	4555_13	1930_14	 	3384_16	687_17	3615_19	3664_20
Escherichia coli 3003 (869692.4)	4719_1, 4720_4	151_5	3888_6	2787_7	 	 	908_13	3677_14	 	2022_16	4279_17	1782_19	1734_20
Escherichia coli 3006 (1005565.3)	59_4, 60_1	4790_5	1259_6	956_12	 	 	4179_13	1569_14	 	3009_16	531_17	3265_19	3312_20
Escherichia coli 3431 (670892.3)	3683_1, 3684_4	2570_5	1518_6	652_12	 	 	1243_13	417_14	 	4455_16	3207_17	4752_19	4801_20
Escherichia coli 4.0522 (869681.4)	1228_1, 1229_4	1408_5	2120_6	2385_12	 	 	5884_13	4502_14	 	130_16	724_17	4716_19	4771_20
Escherichia coli 4.0967 (869687.5)	3988_4, 3989_1	3742_5	5683_6	2306_12	 	 	884_13	5354_14	 	2604_16	4436_17	2907_19	2980_20
Escherichia coli 4_1_47FAA (1127356.4)	2818_4, 2819_1	750_5	1717_6	1830_7	 	 	4402_13	4165_14	 	3179_16	265_17	1340_19	1388_20
Escherichia coli 5.0588 (869671.4)	3973_4, 3974_1	3805_5	276_6	390_12	 	 	3123_13	641_14	 	1974_16	4411_17	2223_19	2270_20
Escherichia coli 5.0959 (869684.5)	2030_4, 2031_1	3357_5	183_6	2974_12	 	 	840_13	5137_14	 	3636_16	2476_17	1800_19	1753_20
Escherichia coli 5.2239 (1005452.3)	284_4, 285_1	5304_5	1688_6	1366_12	 	 	4607_13	2057_14	 	3405_16	843_17	3669_19	3717_20
Escherichia coli 536 (362663.9)	33_4, 34_1	4544_5	1075_6	962_7	 	 	3789_13	1344_14	 	2560_16	539_17	2802_19	2878_20
Escherichia coli 53638 (344610.7)	1710_1, 1711_4	1873_5	583_6	708_12	 	 	2565_13	4954_14	 	3810_16	1198_17	3491_19	3445_20
