Organism	BioW	BioC	BioGH	BioF	BioA	BioD	BioB	BioI	BioYNM	YigM
Enterobacter cloacae subsp. dissolvens SP1 (1235834.3)	 	300_2	3990_4	299	112, 297	1010, 301	298	 	 	4211
Enterobacter hormaechei YT2 (1259823.3)	 	4201_2	3522_4	4202	4204	4200	4203	 	 	 
Enterobacter hormaechei YT3 (1260282.3)	 	4403_2	3360_4	4404	4406	4402	4405	 	 	 
Enterobacter hormaechei ATCC 49162 (888063.3)	 	1041_2	4069_4	1042	1044	1040	1043	 	 	4196
Escherichia albertii TW07627 (502347.3)	 	110_2	4072_4	111	113	109, 2427, 4839	112	 	 	4579
Escherichia albertii TW11588 (754333.3)	 	3322_2	4416_4	3321	3319	2429, 3323	3320	 	 	1015
Escherichia coli 1125A (562.373)	 	1260_2	1388_4	1261	1263	1259, 5341	1262	 	 	 
Escherichia coli 1212A (562.372)	 	1126_2	4340_4	1127	1129	1125, 4671	1128	 	 	 
Escherichia coli 536A (562.374)	 	2659_2	4978_4	2660	2662	2658, 4440	2661	 	 	 
Escherichia coli IMT2125 (562.1188)	 	802_2	3641_4	801	799	1641, 803	800	 	 	 
Escherichia coli EC4100B (945434.3)	 	3696_2	3182_4	3695	3693	3697, 4797	3694	 	 	 
Escherichia coli 0.1288 (1005442.3)	 	2551_2	3602_4	2550	2548	1612, 2552	2549	 	 	 
Escherichia coli 0.1304 (1005441.3)	 	1012_2	4300_4	1011	1009	1013, 2279	1010	 	 	 
Escherichia coli 042 (216592.3)	 	887_2	3817_4	886	884	1812, 888	885	 	 	 
Escherichia coli 07798 (1005566.3)	 	949_2	3883_4	948	946	2077, 950	947	 	 	 
Escherichia coli 09BKT078844 (1081887.3)	 	1033_2	4171_4	1032	1030	1034, 2160	1031	 	 	 
Escherichia coli 1.2264 (869675.4)	 	433_2	2032_4	434	436	2911, 432	435	 	 	 
Escherichia coli 1.2741 (869669.4)	 	4951_2	3415_4	4950	4948	2882, 4952	4949	 	 	 
Escherichia coli 10.0821 (1005469.3)	 	1119_2	4108_4	1118	1116	1120, 2236	1117	 	 	 
Escherichia coli 10.0833 (1005466.3)	 	1113_2	4397_4	1112	1110	1114, 2174	1111	 	 	 
Escherichia coli 10.0869 (1005467.3)	 	802_2	4073_4	801	799	2035, 803	800	 	 	 
Escherichia coli 1180 (670904.3)	 	5761_2	2080_4	5762	5764	183, 5760	5763	 	 	 
Escherichia coli 1357 (670905.3)	 	1500_2	3671_4	1501	1503	1499, 578	1502	 	 	 
Escherichia coli 174750 (1125634.3)	 	1250_2	4149_4	1249	1247	1251, 2081	1248	 	 	 
Escherichia coli 174900 (1116003.3)	 	1046_2	3840_4	1045	1043	1047, 1949	1044	 	 	 
Escherichia coli 178900 (1116108.3)	 	1170_2	3968_4	1169	1167	1171, 2038	1168	 	 	 
Escherichia coli 179100 (1125652.3)	 	863_2	3813_4	862	860	1812, 864	861	 	 	 
Escherichia coli 179550 (1116109.3)	 	1115_2	3911_4	1114	1112	1116, 2043	1113	 	 	 
Escherichia coli 180050 (1116103.3)	 	914_2	3807_4	913	911	1856, 915	912	 	 	 
Escherichia coli 180200 (1116104.3)	 	1051_2	3837_4	1050	1048	1052, 1965	1049	 	 	 
Escherichia coli 180600 (1116105.3)	 	1124_2	3954_4	1123	1121	1125, 1997	1122	 	 	4423
Escherichia coli 1827-70 (670888.3)	 	1336_2	2838_4	1335	1333	1337, 80	1334	 	 	2393
Escherichia coli 199900.1 (1116130.3)	 	1257_2	3847_4	1256	1254	1258, 2080	1255	 	 	 
Escherichia coli 2.3916 (869688.5)	 	2622_2	4949_4	2623	2625	2006, 2621	2624	 	 	 
Escherichia coli 2.4168 (869690.4)	 	3871_2	2423_4	3870	3868	3872, 547	3869	 	 	 
Escherichia coli 201600.1 (1116129.3)	 	1350_2	4306_4	1349	1347	1351, 2285	1348	 	 	 
Escherichia coli 2362-75 (670897.3)	 	3494_2	3947_4	3493	3491	2331, 3495	3492	 	 	5087
Escherichia coli 2534-86 (754079.3)	 	1227_2	4527_4	1226, 4096	1224	1228, 2385	1225	 	 	 
Escherichia coli 2719100 (1116119.3)	 	1122_2	4197_4	1121	1119	1123, 2149	1120	 	 	 
Escherichia coli 2720900 (1116120.3)	 	1105_2	3998_4	1104	1102	1106, 2032	1103	 	 	 
Escherichia coli 2722950 (1116121.3)	 	1088_2	3933_4	1087	1085	1089, 1902	1086	 	 	 
Escherichia coli 2726800 (1116122.3)	 	1061_2	4220_4	1060	1058	1062, 2173	1059	 	 	 
Escherichia coli 2726950 (1116123.3)	 	1063_2	3987_4	1062	1060	1064, 1923	1061	 	 	 
Escherichia coli 2729250 (1116004.3)	 	824_2	3781_4	823	821	1827, 825	822	 	 	 
Escherichia coli 2730350 (1116005.3)	 	765_2	3415_4	764	762	1570, 766	763	 	 	 
Escherichia coli 2730450 (1116006.3)	 	1110_2	3961_4	1109	1107	1111, 1988	1108	 	 	 
Escherichia coli 2731150 (1116007.3)	 	1278_2	4253_4	1277	1275	1279, 2194	1276	 	 	 
Escherichia coli 2733950 (1125635.3)	 	1155_2	3988_4	1154	1152	1156, 2003	1153	 	 	4446
Escherichia coli 2735000 (1116008.3)	 	760_2	3724_4	759	757	1732, 761	758	 	 	 
Escherichia coli 2741950 (1116009.3)	 	1121_2	4025_4	1120	1118	1122, 2047	1119	 	 	 
Escherichia coli 2747800 (1116010.3)	 	900_2	3807_4	899	897	1821, 901	898	 	 	 
Escherichia coli 2749250 (1116011.3)	 	849_2	3863_4	848	846	1778, 850	847	 	 	 
Escherichia coli 2756500 (1116012.3)	 	1040_2	4111_4	1039	1037	1041, 1912	1038	 	 	 
Escherichia coli 2762100 (1116013.3)	 	833_2	3893_4	832	830	1687, 834	831	 	 	 
Escherichia coli 2770900 (1116014.3)	 	798_2	3687_4	797	795	1736, 799	796	 	 	 
Escherichia coli 2780750 (1116015.3)	 	884_2	3703_4	883	881	1710, 885	882	 	 	 
Escherichia coli 2785200 (1116016.3)	 	1176_2	3972_4	1175	1173	1177, 2103	1174	 	 	 
Escherichia coli 2788150 (1116017.3)	 	847_2	3669_4	846	844	1734, 848	845	 	 	 
Escherichia coli 2845350 (1116124.3)	 	956_2	3928_4	955	953	1926, 957	954	 	 	4345
Escherichia coli 2845650 (1116125.3)	 	1038_2	3984_4	1037	1035	1039, 2096	1036	 	 	 
Escherichia coli 2846750 (1116126.3)	 	746_2	3660_4	745	743	1598, 747	744	 	 	 
Escherichia coli 2848050 (1116127.3)	 	826_2	3711_4	825	823	1744, 827	824	 	 	 
Escherichia coli 2850400 (1116018.3)	 	766_2	3788_4	765	763	1854, 767	764	 	 	 
Escherichia coli 2850750 (1116019.3)	 	1018_2	3995_4	1017	1015	1019, 2066	1016	 	 	 
Escherichia coli 2851500 (1116128.3)	 	966_2	3929_4	965	963	1846, 967	964	 	 	 
Escherichia coli 2853500 (1116020.3)	 	1079_2	4035_4	1078	1076	1080, 1716	1077	 	 	 
Escherichia coli 2854350 (1125636.3)	 	1160_2	3904_4	1159	1157	1161, 245	1158	 	 	 
Escherichia coli 2860050 (1116021.3)	 	796_2	3818_4	795	793	1838, 797	794	 	 	 
Escherichia coli 2860650 (1116022.3)	 	1177_2	4100_4	1176	1174	1178, 2191	1175	 	 	 
Escherichia coli 2861200 (1116023.3)	 	1020_2	4095_4	1018, 1019	1016	1021, 1927	1017	 	 	 
Escherichia coli 2862600 (1116024.3)	 	1033_2	3948_4	1032	1030	1034, 1873	1031	 	 	 
Escherichia coli 2864350 (1116025.3)	 	1231_2	3993_4	1230	1228	1232, 2069	1229	 	 	 
Escherichia coli 2865200 (1116026.3)	 	904_2	3700_4	903	901	1795, 905	902	 	 	 
Escherichia coli 2866350 (1116027.3)	 	1084_2	3970_4	1083	1081	1085, 2006	1082	 	 	 
Escherichia coli 2866450 (1116028.3)	 	953_2	3990_4	952	950	1899, 954	951	 	 	 
Escherichia coli 2866550 (1116029.3)	 	941_2	4012_4	940	938	1898, 942	939	 	 	 
Escherichia coli 2866750 (1116030.3)	 	776_2	3859_4	775	773	1628, 777	774	 	 	 
Escherichia coli 2867750 (1116031.3)	 	777_2	3928_4	776	774	1849, 778	775	 	 	 
Escherichia coli 2871950 (1116032.3)	 	767_2	3835_4	766	764	1686, 768	765	 	 	 
Escherichia coli 2872000 (1116033.3)	 	879_2	3974_4	878	876	1841, 880	877	 	 	 
Escherichia coli 2872800 (1116034.3)	 	1004_2	4002_4	1003	1001	1005, 1782	1002	 	 	 
Escherichia coli 2875000 (1116035.3)	 	964_2	3942_4	963	961	1891, 965	962	 	 	 
Escherichia coli 2875150 (1116036.3)	 	1259_2	4171_4	1258	1256	1260, 2252	1257	 	 	 
Escherichia coli 3.2303 (869691.4)	 	87_2	934_4	88	90	1968, 86	89	 	 	4037
Escherichia coli 3.2608 (869679.4)	 	5192_2	3205_4	5191	5189	1026, 5193	5190	 	 	 
Escherichia coli 3.3884 (869689.4)	 	1802_2	2984_4	1803	1805	1801, 460	1804	 	 	 
Escherichia coli 3.4870 (1005450.3)	 	1029_2	4263_4	1028	1026	1030, 2284	1027	 	 	 
Escherichia coli 3003 (869692.4)	 	3035_2	1161_4	3036	3038	3034, 3413	3037	 	 	704
Escherichia coli 3006 (1005565.3)	 	834_2	3896_4	833	831	1839, 835	832	 	 	 
Escherichia coli 3431 (670892.3)	 	13_2	5108_4	12	10	14, 737	11	 	 	 
Escherichia coli 4.0522 (869681.4)	 	2562_2	3544_4	2563	2565	2561, 3438	2564	 	 	 
Escherichia coli 4.0967 (869687.5)	 	5901_2	1155_4	5900	5898	3219, 5902	5899	 	 	 
Escherichia coli 4_1_47FAA (1127356.4)	 	587_2	3383_4	586	584	2458, 588	585	 	 	5059
Escherichia coli 5.0588 (869671.4)	 	570_2	2862_4	571	573	569, 915	572	 	 	 
Escherichia coli 5.0959 (869684.5)	 	2796_2	1086_4	2795	2793	2797, 4731	2794	 	 	 
Escherichia coli 5.2239 (1005452.3)	 	1182_2	4314_4	1181	1179	1183, 2396	1180	 	 	 
Escherichia coli 536 (362663.9)	 	796_2	3539_4	795	793	1556, 797	794	 	 	 
Escherichia coli 53638 (344610.7)	 	912_2	2825_4	913	915	5241, 911	914	 	 	 
Escherichia coli 541-1 (752786.3)	 	2247_2	239_4	2248	2250	2246, 3617	2249	 	 	 
Escherichia coli 541-15 (752785.3)	 	4302_2	151_4, 152_4	4303	4305	3727, 4301	4304	 	 	 
Escherichia coli 5412 (1005561.3)	 	924_2	4157_4	923	921	2106, 925	922	 	 	 
Escherichia coli 55989 (585055.8)	 	833_2	3851_4	832	830	1792, 834	831	 	 	 
Escherichia coli 5905 (1005558.3)	 	1267_2	4642_4	1266	1264	1268, 2527	1265	 	 	 
Escherichia coli 6.0172 (1005455.3)	 	1018_2	4375_4	1017	1015	1019, 2309	1016	 	 	 
Escherichia coli 75 (752788.3)	 	3388_2	2643_4	3389	3391	3387, 3953	3390	 	 	 
Escherichia coli 8.0416 (1005463.3)	 	851_2	4042_4	850	848	1998, 852	849	 	 	 
Escherichia coli 8.0566 (1005462.3)	 	802_2	3581_4	801	799	1606, 803	800	 	 	 
Escherichia coli 8.0569 (1005464.3)	 	722_2	3579_4	721	719	1550, 723	720	 	 	 
Escherichia coli 8.0586 (1005461.3)	 	1130_2	4432_4	1129	1127	1131, 2284	1128	 	 	 
Escherichia coli 8.2524 (1005460.3)	 	901_2	4136_4	900	898	2049, 902	899	 	 	 
Escherichia coli 83972 (525281.3)	 	2178_2	2840_4	2179	2181	2177, 970	2180	 	 	 
Escherichia coli 88.0221 (1005397.3)	 	1134_2	4185_4	1133	1131	1135, 2116	1132	 	 	 
Escherichia coli 88.1042 (1005398.3)	 	1018_2	4212_4	1017	1015	1019, 2204	1016	 	 	 
Escherichia coli 88.1467 (1005396.3)	 	1106_2	4276_4	1105	1103	1107, 2222	1104	 	 	 
Escherichia coli 89.0511 (1005399.3)	 	960_2	4105_4	959	957	2142, 961	958	 	 	 
Escherichia coli 9.0111 (869686.4)	 	3311_2	2287_4	3312	3314	2493, 3310	3313	 	 	 
Escherichia coli 9.1649 (869685.3)	 	1683_2	4548_4	1682	1680	1684, 2603	1681	 	 	 
Escherichia coli 90.0039 (1005401.3)	 	879_2	4081_4	878	876	2001, 880	877	 	 	 
Escherichia coli 90.0091 (1005400.3)	 	1138_2	4470_4	1137	1135	1139, 2406	1136	 	 	 
Escherichia coli 90.2281 (1005402.3)	 	1125_2	4258_4	1124	1122	1126, 2302	1123	 	 	 
Escherichia coli 900105 (10e) (869695.4)	 	652_2	2223_4	651	649	4573, 653	650	 	 	 
Escherichia coli 93-001 (1005481.3)	 	1095_2	4291_4	1094	1092	1096, 2320	1093	 	 	 
Escherichia coli 93.0055 (1005403.3)	 	878_2	4074_4	877	875	2119, 879	876	 	 	 
Escherichia coli 93.0056 (1005404.3)	 	1075_2	4238_4	1074	1072	1076, 2268	1073	 	 	 
Escherichia coli 93.0624 (869680.4)	 	1140_2	2710_4	1141	1143	1139, 2479	1142	 	 	 
Escherichia coli 94.0618 (1005405.3)	 	983_2	4180_4	982	980	2167, 984	981	 	 	 
Escherichia coli 95.0183 (1005406.3)	 	1137_2	4274_4	1136	1134	1138, 1694	1135	 	 	 
Escherichia coli 95.0941 (869674.3)	 	1990_2	139_4	1989	1987	1991, 2865	1988	 	 	 
Escherichia coli 95.0943 (1005408.3)	 	995_2	4332_4	994	992	2289, 996	993	 	 	 
Escherichia coli 95.1288 (1005407.3)	 	799_2	3751_4	798	796	1873, 800	797	 	 	 
Escherichia coli 96.0107 (1005415.3)	 	1064_2	4229_4	1063	1061	1065, 2212	1062	 	 	 
Escherichia coli 96.0109 (1005414.3)	 	1025_2	4238_4	1024	1022	1026, 2279	1023	 	 	 
Escherichia coli 96.0427 (1005411.3)	 	955_2	4198_4	954	952	2183, 956	953	 	 	 
Escherichia coli 96.0428 (1005410.3)	 	1073_2	4204_4	1072	1070	1074, 2188	1071	 	 	 
Escherichia coli 96.0497 (869677.4)	 	642_2	3649_4	641	639	1687, 643	640	 	 	 
Escherichia coli 96.0932 (1005413.3)	 	1135_2	4252_4	1134	1132	1136, 2196	1133	 	 	 
Escherichia coli 96.0939 (1005412.3)	 	1080_2	4301_4	1079	1077	1081, 2153	1078	 	 	 
Escherichia coli 96.154 (869683.4)	 	3969_2	2100_4	3968	3966	284, 3970	3967	 	 	 
Escherichia coli 97.0003 (1005416.3)	 	1068_2	4190_4	1067	1065	1069, 2232	1066	 	 	 
Escherichia coli 97.0010 (1005419.3)	 	915_2	4149_4	914	912	2108, 916	913	 	 	 
Escherichia coli 97.0246 (869670.4)	 	33_2	4853_4	32	30	1097, 34	31	 	 	 
Escherichia coli 97.0259 (869672.4)	 	796_2	3654_4	797	799	1393, 795	798	 	 	 
Escherichia coli 97.0264 (869676.4)	 	460_2	1888_4	459	457	3346, 461	458	 	 	 
Escherichia coli 99.0670 (1005423.3)	 	1150_2	4318_4	1149	1147	1151, 2393	1148	 	 	 
Escherichia coli 99.0672 (1005421.3)	 	893_2	4166_4	892	890	2074, 894	891	 	 	 
Escherichia coli 99.0678 (1005422.3)	 	1198_2	4323_4	1197	1195	1199, 2279	1196	 	 	 
Escherichia coli 99.0713 (1005424.3)	 	1102_2	4181_4	1101	1099	1103, 2214	1100	 	 	 
Escherichia coli 99.0741 (869678.4)	 	1748_2	3433_4	1749	1751	1747, 4712	1750	 	 	 
Escherichia coli 99.0814 (1005434.3)	 	1144_2	4127_4	1143	1141	1145, 2192	1142	 	 	 
Escherichia coli 99.0815 (1005433.3)	 	885_2	3945_4	884	882	1888, 886	883	 	 	 
Escherichia coli 99.0816 (1005430.3)	 	895_2	4018_4	894	892	1976, 896	893	 	 	 
Escherichia coli 99.0839 (1005432.3)	 	980_2	4105_4	979	977	2093, 981	978	 	 	 
Escherichia coli 99.0848 (1005431.3)	 	1099_2	4216_4	1098	1096	1100, 2208	1097	 	 	 
Escherichia coli 99.1753 (1005440.3)	 	1006_2	4035_4	1005	1003	1007, 2126	1004	 	 	 
Escherichia coli 99.1762 (1005435.3)	 	1140_2	4309_4	1139	1137	1141, 2257	1138	 	 	 
Escherichia coli 99.1775 (1005438.3)	 	859_2	3776_4	858	856	1938, 860	857	 	 	 
Escherichia coli 99.1781 (1005439.3)	 	1049_2	4326_4	1048	1046	1050, 2226	1047	 	 	 
Escherichia coli 99.1805 (1005436.3)	 	901_2	3904_4	900	898	1924, 902	899	 	 	 
Escherichia coli AA86 (1004153.3)	 	817_2	3632_4	816	814	1747, 818	815	 	 	 
Escherichia coli ABU 83972 (655817.3)	 	860_2	3992_4	859	857	1876, 861	858	 	 	 
Escherichia coli AD30 (1169664.3)	 	3010_2	2773_4	3009	3007	3011, 67	3008	 	 	 
Escherichia coli AI27 (1089445.3)	 	1491_2	3473_4	1490	1488	1492, 4560	1489	 	 	 
Escherichia coli APEC O1 (405955.13)	 	734_2	3826_4	733	731	1676, 735	732	 	 	 
Escherichia coli APEC O78 (1274814.3)	 	1550_2	4267_4	1549	1547	1551, 2414	1548	 	 	 
Escherichia coli ARS4.2123 (1005563.3)	 	768_2	3741_4	767	765	1849, 769	766	 	 	4209
Escherichia coli ATCC 25922 (1322345.3)	 	4746_2	324_4	4745	4743	2109, 4747	4744	 	 	 
Escherichia coli B088 (550672.3)	 	1014_2	3456_4	1013	1011	1015, 2433	1012	 	 	 
Escherichia coli B093 (550674.3)	 	677_2	3195_4	676	674	4030, 678	675	 	 	 
Escherichia coli B185 (550676.3)	 	237_2	3540_4	236	234	1897, 238	235	 	 	 
Escherichia coli B354 (550677.3)	 	2044_2	3958_4	2043	2041	2045, 2976	2042	 	 	4404
Escherichia coli B41 (869694.4)	 	297_2	3320_4	296	294	1336, 298	295	 	 	 
Escherichia coli B799 (550682.3)	 	3298_2	2246_4	3297	3295	3299, 53	3296	 	 	 
Escherichia coli B str. REL606 (413997.3)	 	786_2	3417_4	785	783	1637, 787	784	 	 	 
Escherichia coli BCE001_MS16 (1116037.3)	 	742_2	3721_4	741	739	1629, 743	740	 	 	 
Escherichia coli BCE002_MS12 (1116112.3)	 	954_2	3699_4	953	951	1848, 955	952	 	 	 
Escherichia coli BCE006_MS-23 (1125637.3)	 	822_2	3758_4	821	819	1675, 823	820	 	 	 
Escherichia coli BCE007_MS-11 (1116113.3)	 	1024_2	3991_4	1023	1021	1025, 1841	1022	 	 	 
Escherichia coli BCE008_MS-13 (1116471.3)	 	923_2	4201_4	922	920	1944, 924	921	 	 	 
Escherichia coli BCE011_MS-01 (1116114.3)	 	786_2	3554_4	785	783	1599, 787	784	 	 	 
Escherichia coli BCE019_MS-13 (1116115.3)	 	794_2	3734_4	793	791	1641, 795	792	 	 	 
Escherichia coli BCE030_MS-09 (1116116.3)	 	843_2	3727_4	842	840	1668, 844	841	 	 	 
Escherichia coli BCE032_MS-12 (1116117.3)	 	801_2	3726_4	800	798	1674, 802	799	 	 	 
Escherichia coli BCE034_MS-14 (1116118.3)	 	1096_2	4168_4	1095	1093	1097, 2171	1094	 	 	 
Escherichia coli BL21 (511693.5)	 	814_2	3433_4	813	811	1662, 815	812	 	 	 
Escherichia coli BL21(DE3) (469008.4)	 	2947_2	350_4	2948	2950	2112, 2946	2949	 	 	 
Escherichia coli C-34666 (1116002.3)	 	1368_2	4391_4	1367	1365	1369, 2465	1366	 	 	 
Escherichia coli C639_08 (1126911.3)	 	4369_2	2598_4	4368	4366	1130, 4370	4367	 	 	1251
Escherichia coli C844_97 (1126932.3)	 	825_2	3250_4	824	822	2771, 826	823	 	 	2399
Escherichia coli ATCC 8739 (481805.6)	 	3066_2	328_4	3067	3069	2188, 3065	3068	 	 	 
Escherichia coli CB7326 (1005559.3)	 	871_2	4183_4	870	868	2110, 872	869	 	 	 
Escherichia coli CFT073 (199310.4)	 	814_2	3937_4	813	811	1852, 815	812	 	 	 
Escherichia coli CUMT8 (752790.3)	 	4480_2	1604_4	4481	4483	2125, 4479	4482	 	 	 
Escherichia coli DEC10A (868180.3)	 	994_2	4420_4	993	991	2217, 995	992	 	 	 
Escherichia coli DEC10B (868181.3)	 	1250_2	4841_4	1249	1247	1251, 2623	1248	 	 	 
Escherichia coli DEC10C (868182.3)	 	1194_2	4851_4	1193	1191	1195, 2548	1192	 	 	 
Escherichia coli DEC10D (868183.3)	 	957_2	4849_4	3932, 956	954	2136, 958	955	 	 	 
Escherichia coli DEC10E (868184.3)	 	892_2	3909_4	891	889	1801, 893	890	 	 	 
Escherichia coli DEC10F (868185.3)	 	1360_2	4820_4	1359	1357	1361, 2422	1358	 	 	 
Escherichia coli DEC11A (868186.3)	 	758_2	3999_4	757	755	1914, 759	756	 	 	 
Escherichia coli DEC11B (868187.3)	 	797_2	3977_4	796	794	1885, 798	795	 	 	 
Escherichia coli DEC11C (868188.3)	 	903_2	4174_4	902	900	1932, 904	901	 	 	 
Escherichia coli DEC11D (868189.3)	 	1215_2	4217_4	1214	1212	1216, 2078	1213	 	 	 
Escherichia coli DEC11E (868190.3)	 	882_2	3894_4	881	879	1732, 883	880	 	 	 
Escherichia coli DEC12A (868191.3)	 	946_2	4028_4	945	943	1818, 947	944	 	 	 
Escherichia coli DEC12B (868192.3)	 	1169_2	4545_4	1168	1166	1170, 2184	1167	 	 	 
Escherichia coli DEC12C (868193.3)	 	1399_2	4611_4	1398	1396	1400, 2334	1397	 	 	 
Escherichia coli DEC12D (868194.3)	 	1066_2	4253_4	1065	1063	1067, 2056	1064	 	 	 
Escherichia coli DEC12E (868195.3)	 	693_2	3968_4	692	690	1920, 694	691	 	 	 
Escherichia coli DEC13A (868196.3)	 	960_2	3678_4	959	957	1699, 961	958	 	 	 
Escherichia coli DEC13B (868197.3)	 	725_2	3440_4	724	722	1442, 726	723	 	 	 
Escherichia coli DEC13C (868198.3)	 	970_2	4144_4	969	967	2009, 971	968	 	 	 
Escherichia coli DEC13D (868199.3)	 	939_2	3753_4	938	936	1752, 940	937	 	 	 
Escherichia coli DEC13E (868200.3)	 	841_2	3814_4	840	838	1799, 842	839	 	 	 
Escherichia coli DEC14A (868201.3)	 	743_2	3659_4	742	740	1674, 744	741	 	 	 
Escherichia coli DEC14B (868202.3)	 	1129_2	4088_4	1128	1126	1130, 2101	1127	 	 	 
Escherichia coli DEC14C (868203.3)	 	950_2	3969_4	949	947	1842, 951	948	 	 	 
Escherichia coli DEC14D (868204.3)	 	816_2	3941_4	815	813	1899, 817	814	 	 	 
Escherichia coli DEC15A (868206.3)	 	758_2	4080_4	756, 757	754	2051, 759	755	 	 	 
Escherichia coli DEC15B (868207.3)	 	609_2	3881_4	608	606	1750, 610	607	 	 	 
Escherichia coli DEC15C (868208.3)	 	579_2	3792_4	578	576	1769, 580	577	 	 	 
Escherichia coli DEC15D (868209.3)	 	558_2	3739_4	557	555	1708, 559	556	 	 	 
Escherichia coli DEC15E (868210.3)	 	843_2	4076_4	842	840	2042, 844	841	 	 	 
Escherichia coli DEC1A (868133.3)	 	926_2	3851_4	925	923	1786, 927	924	 	 	4352
Escherichia coli DEC1B (868134.3)	 	859_2	3920_4	858	856	1825, 860	857	 	 	4432
Escherichia coli DEC1C (868135.3)	 	925_2	4163_4	924	922	1907, 926	923	 	 	 
Escherichia coli DEC1D (868136.3)	 	1330_2	 	1329	1327	1331, 2405	1328	 	 	4695
Escherichia coli DEC1E (868137.3)	 	981_2	4027_4	980	978	1824, 982	979	 	 	 
Escherichia coli DEC2A (868138.3)	 	1070_2	3991_4	1069, 3464	1067	1071, 2023	1068	 	 	4493
Escherichia coli DEC2B (868139.3)	 	913_2	3972_4	912	910	1846, 914	911	 	 	4481
Escherichia coli DEC2C (868140.3)	 	801_2	3923_4	800	798	1747, 802	799	 	 	4434
Escherichia coli DEC2D (868141.3)	 	1028_2	4050_4	1027	1025	1029, 1888	1026	 	 	 
Escherichia coli DEC2E (868142.3)	 	693_2	3510_4	692	690	694	691	 	 	4030
Escherichia coli DEC3A (868143.3)	 	899_2	4279_4	898	896	2161, 900	897	 	 	 
Escherichia coli DEC3B (868144.3)	 	720_2	4372_4	719	717	2337, 721	718	 	 	 
Escherichia coli DEC3C (868145.3)	 	1035_2	4565_4	1034	1032	1036, 2581	1033	 	 	 
Escherichia coli DEC3D (868146.3)	 	842_2	4320_4	841	839	2196, 843	840	 	 	 
Escherichia coli DEC3E (868147.3)	 	1023_2	4519_4	1022	1020	1024, 2372	1021	 	 	 
Escherichia coli DEC3F (868148.3)	 	1161_2	4499_4	1160	1158	1162, 2473	1159	 	 	 
Escherichia coli DEC4A (868149.3)	 	739_2	 	738	736	2103, 740	737	 	 	 
Escherichia coli DEC4B (868150.3)	 	724_2	4254_4	723	721	2085, 725	722	 	 	 
Escherichia coli DEC4E (868153.3)	 	953_2	4346_4	952	950	2246, 954	951	 	 	 
Escherichia coli DEC4F (868154.3)	 	708_2	4080_4	707	705	2155, 709	706	 	 	 
Escherichia coli DEC5A (868155.3)	 	838_2	4061_4	837	835	1853, 839	836	 	 	 
Escherichia coli DEC5B (868156.3)	 	1090_2	4341_4	1089	1087	1091, 2095	1088	 	 	 
Escherichia coli DEC5C (868157.3)	 	1168_2	4156_4	1167	1165	1169, 2066	1166	 	 	 
Escherichia coli DEC5D (868158.3)	 	1259_2	4146_4	1258	1256	1260, 2186	1257	 	 	 
Escherichia coli DEC5E (868159.3)	 	755_2	4067_4	754	752	1764, 756	753	 	 	 
Escherichia coli DEC6A (868160.3)	 	899_2	4062_4	898	896	1813, 900	897	 	 	 
Escherichia coli DEC6B (868161.3)	 	902_2	4289_4	901	899	2138, 903	900	 	 	 
Escherichia coli DEC6C (868162.3)	 	1006_2	4169_4	1005	1003	1007, 1981	1004	 	 	 
Escherichia coli DEC6D (868163.3)	 	1003_2	4060_4	1002	1000	1004, 1964	1001	 	 	 
Escherichia coli DEC6E (868164.3)	 	728_2	3898_4	727	725	1906, 729	726	 	 	 
Escherichia coli DEC7A (868165.3)	 	1154_2	4093_4	1153	1151	1155, 2020	1152	 	 	 
Escherichia coli DEC7B (868166.3)	 	816_2	3608_4	815	813	1719, 817	814	 	 	 
Escherichia coli DEC7C (868167.3)	 	839_2	3877_4	838	836	1871, 840	837	 	 	 
Escherichia coli DEC7D (868168.3)	 	989_2	4072_4	988	986	1903, 990	987	 	 	 
Escherichia coli DEC7E (868169.3)	 	732_2	3748_4	731	729	1721, 733	730	 	 	 
Escherichia coli DEC8A (868170.3)	 	944_2	4025_4	943	941	1943, 945	942	 	 	 
Escherichia coli DEC8B (868171.3)	 	819_2	4274_4	818	816	1994, 820	817	 	 	 
Escherichia coli DEC8C (868172.3)	 	1083_2	4893_4	1082	1080	1084, 2506	1081	 	 	 
Escherichia coli DEC8D (868173.3)	 	1178_2	4439_4	1177	1175	1179, 2156	1176	 	 	 
Escherichia coli DEC8E (868174.3)	 	1080_2	4481_4	1079	1077	1081, 2261	1078	 	 	 
Escherichia coli DEC9A (868175.3)	 	936_2	4321_4	935	933	1958, 937	934	 	 	 
Escherichia coli DEC9C (868177.3)	 	917_2	4049_4	916	914	1851, 918	915	 	 	 
Escherichia coli DEC9D (868178.3)	 	1092_2	4268_4	1091	1089	1093, 1979	1090	 	 	 
Escherichia coli DEC9E (868179.3)	 	966_2	4433_4	965	963	2126, 967	964	 	 	 
Escherichia coli DH1 (536056.3)	 	3024_2	319_4	3025	3027	2161, 3023	3026	 	 	 
Escherichia coli E101 (550685.3)	 	3498_2	1584_4	3499	3501	3497, 631	3500	 	 	 
Escherichia coli E1167 (656372.3)	 	3956_2	3763_4	3955	3953	3957, 802	3954	 	 	 
Escherichia coli E128010 (670894.3)	 	3942_2	1052_4	3941	3939	3943, 415	3940	 	 	 
Escherichia coli E1520 (656374.3)	 	572_2	4221_4	571	569	1466, 573	570	 	 	 
