Organism	ASPOX	QSYN	QAPRT	NaMNAT	NADS	PnuC	NiaP	NiaX	NiaY
Clostridium hiranonis DSM 13275 (500633.7)	345	344	346	1820	1705	 	 	 	 
Clostridium hylemonae DSM 15053 (553973.6)	3512	3513	3511	2377	285	2712_8	 	 	1050
Clostridium leptum DSM 753 (428125.8)	2874	2875	2873	2565	1365	 	 	 	 
Clostridium methylpentosum DSM 5476 (537013.3)	919	1424	920	2048_4	2376	 	 	 	 
Clostridium nexile DSM 1787 (500632.7)	2686	2687	2685	1355	2642	 	 	 	3264
Clostridium perfringens ATCC 13124 (195103.10)	362	361	363	2319	1270	366_8	 	 	 
Clostridium perfringens F262 (883064.3)	386	385	387	2442_4	1364	390_8	 	 	 
Clostridium perfringens SM101 (289380.15)	361	360	362	2066	1106	 	 	 	 
Clostridium perfringens WAL-14572 (742739.3)	2099	2100	2098	1790_4	759	2095_8	 	 	 
Clostridium perfringens str. 13 (195102.6)	454	453	455	2198	1127, 1128	458_8	 	 	 
Clostridium saccharoperbutylacetonicum N1-4(HMT) (931276.5)	830	829	831	5247_4	1089	 	 	4441	 
Clostridium sartagoforme AAU1 (1202534.3)	 	 	 	2644_4	1656	 	 	2352	 
Clostridium scindens ATCC 35704 (411468.9)	1894	1895	1893	1182	339	1552_8	 	 	2405
Clostridium sp. 7_2_43FAA (457396.3)	 	 	 	2800	2314	 	 	2500	 
Clostridium sp. L2-50 (411489.7)	1129	2335	1130	797	1666	2238_8	 	 	 
Clostridium sp. M62/1 (411486.3)	 	 	 	1925	1031	 	 	 	2509
Clostridium sp. SS2/1 (411484.7)	2146	2147	2145	573	33	 	 	 	1765
Clostridium sp. SY8519 (1042156.4)	1286	1285	1287	2358	2222	 	 	 	1259
Clostridium sporogenes ATCC 15579 (471871.7)	2116	2115	2117	654	3156	 	 	1016	 
Clostridium sporogenes PA 3679 (1075091.3)	849	850	848	3940_4	78	 	 	3116	 
Clostridium sporosphaeroides DSM 1294 (1121334.3)	 	 	 	1445_4	3418	 	 	1346	 
Clostridium sticklandii DSM 519 (499177.3)	1789	1790	1788	1357	1310, 2462	 	 	 	1991
Clostridium symbiosum WAL-14163 (742740.3)	3149	3148	3150	4393	2211	 	 	 	988
Clostridium symbiosum WAL-14673 (742741.3)	2615	2614	2616	998	2911	 	 	 	2307
Clostridium tyrobutyricum DSM 2637 = ATCC 25755 (1121342.4)	163	162	164	2552_4	1956	 	 	540	 
Clostridium tyrobutyricum UC7086 (1212547.3)	2412	2413	2411	858_4	17	 	991	156	 
Anaerococcus prevotii ACS-065-V-Col13 (879305.3)	 	 	 	387_4	41	 	 	 	1597
Anaerococcus prevotii DSM 20548 (525919.6)	 	 	 	1042	623	 	 	 	1640
Anaerococcus vaginalis ATCC 51170 (655811.4)	 	 	 	108	1331	 	 	 	1062
Finegoldia magna ACS-171-V-Col3 (768713.4)	 	 	 	1701	1004	 	 	 	 
Finegoldia magna ATCC 29328 (334413.6)	 	 	 	572	1100	 	 	 	 
Finegoldia magna ATCC 53516 (525282.5)	 	 	 	415	1177	 	 	 	 
Finegoldia magna BVS033A4 (866773.4)	 	 	 	1751	353	 	 	 	 
Finegoldia magna SY403409CC001050417 (866779.4)	 	 	 	728	1268	 	 	 	 
Parvimonas micra ATCC 33270 (411465.10)	 	 	 	1066	255	 	 	 	 
Peptoniphilus harei ACS-146-V-Sch2b (908338.3)	1503	1504	1502	847	605	 	 	 	 
Peptoniphilus indolicus ATCC 29427 (997350.3)	 	 	1509	1224	978	 	 	 	 
Peptoniphilus lacrimalis 315-B (596330.3)	599	598	600	1083	70	 	 	 	375
Peptoniphilus lacrimalis DSM 7455 (1122949.3)	597	596	598	181_4	348	 	 	 	1018
Peptoniphilus timonensis JC401 (1095770.3)	1036	1037, 1038, 1039	1035	854_4, 855_4	908	 	 	 	714
Anaerofustis stercorihominis DSM 17244 (445971.6)	1259	1258	1260	1747	1207	 	 	 	1210
Eubacterium cellulosolvens 6 (633697.3)	1354	1356	1353	62	2039, 609	 	 	 	 
Eubacterium eligens ATCC 27750 (515620.4)	1350	1351	1349	941	1217	 	 	 	2408
Eubacterium hallii DSM 3353 (411469.3)	1820	1821	1819	190	479	32_8	 	 	1556
Eubacterium limosum KIST612 (903814.3)	2858	2859	2857	1558	3805	 	 	 	3392
Eubacterium rectale ATCC 33656 (515619.6)	870	869	871	1447	1140, 2092	 	 	 	 
Eubacterium rectale DSM 17629 (657318.4)	1877	1876	1878	1056	2153, 2571	 	 	 	 
Eubacterium rectale M104/1 (657317.3)	2739	2740	2738	3341	1343, 2468, 531	 	 	 	 
Eubacterium saphenum ATCC 49989 (592031.3)	 	 	 	213	768	 	 	 	13
Eubacterium siraeum 70/3 (657319.3)	2600	980	2601	815	2040	106_8	 	 	 
Eubacterium siraeum DSM 15702 (428128.7)	216	1140	215	2130	2308	1880_8	 	 	 
Eubacterium siraeum V10Sc8a (717961.3)	975	1490	974	1301	2425	842_8	 	 	 
Eubacterium ventriosum ATCC 27560 (411463.4)	210	2325	209	11_4	1000	 	 	 	 
Pseudoramibacter alactolyticus ATCC 23263 (887929.3)	489	487	490	82	1512	 	 	 	 
Anaerostipes caccae DSM 14662 (411490.6)	734	735	733	1232	207	 	 	 	2481
Anaerostipes hadrus DSM 3319 (649757.3)	1329	1328	1330	2470_4	1210	 	 	 	491
Anaerostipes sp. 3_2_56FAA (665937.3)	3115	3114	3116, 3117	991	2632	 	 	 	3518
Blautia producta ATCC 27340 (1121114.4)	1217, 1291	1218	1216	3433_4	3589	 	 	 	4676
Bryantella formatexigens DSM 14469 (478749.5)	1182	 	 	1069	4175	 	 	 	2542
Butyrivibrio crossotus DSM 2876 (511680.4)	 	 	 	123	1797	 	 	 	2313
Butyrivibrio fibrisolvens 16/4 (657324.3)	267	268	266	1681	2114, 2115, 282	 	 	 	1048
Coprococcus catus GD/7 (717962.3)	340	343	341	1737	3243	 	 	 	959
Coprococcus comes ATCC 27758 (470146.3)	2526, 2527	2528	2525	931	523	 	 	 	2531
Coprococcus eutactus ATCC 27759 (411474.6)	2485	2488	2486	1113	850	1365_8, 794_8	 	 	1963
Dorea formicigenerans ATCC 27755 (411461.4)	1362	1361	1363	1422	732	1861_8	 	 	 
Dorea longicatena DSM 13814 (411462.6)	266	2174	265	479	926	 	 	 	1209
Oribacterium sinus F0268 (585501.3)	 	 	 	 	411	 	 	 	1959
Roseburia hominis A2-183 (585394.18)	1475	2974	1476	1523	902	 	 	 	 
Roseburia intestinalis L1-82 (536231.5)	821	820	822	858	293	 	 	 	322
Roseburia intestinalis XB6B4 (718255.3)	2582	2581	2583	2623	2902	 	 	 	3734
Roseburia inulinivorans DSM 16841 (622312.4)	1684	1683	1685	3313	2968	 	 	 	 
Lachnospiraceae bacterium 5_1_63FAA (658089.3)	457	458	456	37	2336	 	 	 	2559
Lachnospiraceae bacterium 8_1_57FAA (665951.3)	2573	2574	2573	197	1826	 	 	 	2085
Filifactor alocis ATCC 35896 (546269.5)	 	1198	1197	314_4	1446	 	 	 	305
Peptostreptococcus anaerobius 653-L (596329.3)	308	309	307	1740	476	 	 	 	1832
Peptostreptococcus anaerobius DSM 2949 (1122950.3)	1340	1339	1341	900_4	1863	 	 	 	1679
Peptostreptococcus stomatis DSM 17678 (596315.3)	1651	1650	1652	34	983	 	 	 	119
Clostridium difficile 002-P50-2011 (997827.4)	3525	3526	3524	3697	1628	 	 	 	3284
Clostridium difficile 050-P50-2011 (997828.4)	2317	2316	2318	3434	1233	 	 	 	2931
Clostridium difficile 70-100-2010 (1002369.4)	3270	3271	3269	3430	1868	 	 	 	3151
Clostridium difficile ATCC 9689 (1121308.3)	3560	3561	3559	3726_4	2055	 	 	 	2655
Clostridium difficile CD37 (1125976.4)	1228	1227	1229	2928	968	 	 	 	2000
Clostridium glycolicum ATCC 14880 (1121315.3)	1088	1087	1089	1912_4	1349	 	 	 	3678
Anaerotruncus colihominis DSM 17241 (445972.6)	 	 	 	2592, 2768	3432	 	 	 	347
Faecalibacterium cf. prausnitzii KLE1255 (748224.3)	 	 	 	2050	748	 	 	 	165
Faecalibacterium prausnitzii A2-165 (411483.3)	 	 	 	1108	575	 	 	 	2053
Faecalibacterium prausnitzii L2-6 (718252.3)	 	 	 	524	2321	 	 	 	1326
Faecalibacterium prausnitzii M21/2 (411485.10)	 	 	 	2754	1352	 	 	 	1905
Faecalibacterium prausnitzii SL3/3 (657322.3)	 	 	 	70	1991	 	 	 	1743
Ruminococcus albus 7 (697329.10)	3902	1184	3903	3875	2387	2865_8	 	 	 
Ruminococcus albus 8 (246199.4)	3434	940	3435	803	2279	472_8	 	 	 
Ruminococcus bromii L2-63 (657321.5)	1961	2030	1962	418	373	 	 	 	 
Ruminococcus flavefaciens FD-1 (641112.4)	1694, 3248	2842, 3680	1690	999_4	267, 3009	112_8	 	 	 
Ruminococcus gnavus ATCC 29149 (411470.6)	3290	3289	3291	1686	3200	1859_8	 	 	 
Ruminococcus lactaris ATCC 29176 (471875.6)	1126	1127	1125	939	2339	 	 	 	2013
Ruminococcus obeum A2-162 (657314.3)	3236	3239	3237	2489	1884	 	 	 	2863
Ruminococcus sp. 18P13 (213810.4)	1004, 608	1840, 744	607	1195	636	273_8	 	 	 
Ruminococcus sp. 5_1_39BFAA (457412.4)	2098, 240	2095	2097	798	2418	 	 	 	2505
Ruminococcus sp. SR1/5 (657323.3)	111, 112, 1388	1387	1389, 1390	714	3389	 	 	 	1133
Ruminococcus torques ATCC 27756 (411460.6)	999	998	999	184	1539	 	 	 	1633
Ruminococcus torques L2-14 (657313.3)	1144	1143	1145	1946	2306	 	 	 	614
Ruminococcaceae bacterium D16 (552398.3)	 	 	 	2962_4	174	1471_8	 	 	2830
Acidaminococcus fermentans DSM 20731 (591001.3)	957	956	958	149	1517	 	 	 	 
Acidaminococcus sp. D21 (563191.3)	 	 	 	909	1585	 	 	 	101
Dialister invisus DSM 15470 (592028.3)	 	 	 	178	634	 	 	 	 
Mitsuokella multacida DSM 20544 (500635.8)	 	 	 	1988	904	1046_8, 1047_8	435	 	 
Veillonella atypica ACS-049-V-Sch6 (866776.4)	 	 	 	1743	68	 	 	591	 
Veillonella atypica ACS-134-V-Col7a (866778.4)	 	 	 	1477	258	 	 	1624	 
Veillonella dispar ATCC 17748 (546273.3)	 	 	 	287	1694	 	 	1527	 
Veillonella parvula ATCC 17745 (686660.3)	 	 	 	184	516	 	 	691	 
Veillonella parvula DSM 2008 (479436.6)	 	 	 	794	269	 	 	94	 
Veillonella sp. 3_1_44 (457416.3)	 	 	 	206	1500	 	 	1314	 
Veillonella sp. 6_1_27 (450749.3)	 	 	 	202	1528	 	 	1711	 
Blautia hansenii DSM 20583 (537007.6)	1423	1422	1424	1499	1893	 	 	 	1988
Blautia hydrogenotrophica DSM 10507 (476272.5)	 	 	 	211	2198	 	 	 	2763
Flavonifractor plautii ATCC 29863 (411475.3)	 	 	38	3466_4	3245	 	 	 	2807
Clostridiales bacterium 1_7_47FAA (457421.5)	1545	 	 	5202	3207	 	 	 	3094
Bulleidia extructa W1219 (679192.3)	 	 	 	660	661	199_8	 	 	 
Catenibacterium mitsuokai DSM 15897 (451640.5)	485	486	485	1780_4	835	 	1449	 	 
Coprobacillus sp. 29_1 (469596.3)	 	 	 	2603_4	42	 	 	1864	1555
Eggerthia catenaformis OT 569 = DSM 20559 (999415.3)	 	 	 	796	272	 	 	 	1696
Holdemania filiformis DSM 12042 (545696.5)	 	 	 	3005_4	2605	 	 	 	 
Solobacterium moorei F0204 (706433.3)	 	 	 	689_4	688	 	 	 	 
Clostridium ramosum DSM 1402 (445974.6)	1450	1449	1451	2421_4	904	 	 	 	1617
Clostridium spiroforme DSM 1552 (428126.7)	1480	1479	1481	1127_4	938	 	 	 	786
Eubacterium biforme DSM 3989 (518637.5)	1644	1645	1643	405_4	2024	 	 	 	 
Eubacterium cylindroides T2-87 (717960.3)	1238	1239	1237	 	 	808_8	 	 	 
Eubacterium dolichum DSM 3991 (428127.7)	 	 	 	1192_4	1303	 	 	464	 
Clostridium innocuum 2959 (999413.4)	1199	1198	1200	3447_4	2851, 2910	2014_8	 	 	 
Acidaminococcus intestini RyC-MR95 (568816.4)	 	 	 	2229	729	 	 	 	1974
Phascolarctobacterium sp. YIT 12067 (626939.3)	1139	 	 	226	1619	 	 	1310	 
Dialister succinatiphilus YIT 11850 (742743.3)	 	 	 	607_4	1517	 	 	 	 
Megamonas funiformis YIT 11815 (742816.3)	1767	1766	1768	58	1142	 	1769	 	 
Megamonas hypermegale ART12/1 (657316.3)	282	283, 284	281	2209	1432	 	280	 	 
Megasphaera elsdenii (907.4)	11	396	394	309	355	 	1607	 	 
Veillonella parvula ACS-068-V-Sch12 (768727.3)	 	 	 	304	825	 	 	1021	 
Veillonella ratti ACS-216-V-Col6b (883156.3)	 	 	 	1909_4	1699	 	430	 	 
Fusobacterium gonidiaformans ATCC 25563 (469615.3)	 	 	 	347	1558	 	 	 	598
Fusobacterium mortiferum ATCC 9817 (469616.3)	2222, 72	71	73	1324	536	 	 	 	2118
Fusobacterium nucleatum subsp. nucleatum ATCC 23726 (525283.3)	1496	1497	1495	898	1129	 	 	 	1750
Fusobacterium nucleatum subsp. nucleatum ATCC 25586 (190304.8)	601	600	602	1697	1765	 	 	 	375
Fusobacterium nucleatum subsp. polymorphum ATCC 10953 (393480.8)	2008	2007	2009	304	232	 	 	 	643
Fusobacterium periodonticum ATCC 33693 (546275.3)	1040	1041	1039	1291	2229	 	 	 	1459
Fusobacterium sp. 3_1_33 (469603.3)	1497	1495, 1496	1498	653	191	 	 	 	1244
Fusobacterium sp. 7_1 (457405.3)	2277	2278	2276	646	1380	 	 	 	2078
Fusobacterium sp. D11 (556264.3)	1160	1161	1159	147	1539	 	 	 	740
Fusobacterium ulcerans ATCC 49185 (469617.3)	1337, 2036, 754	753	755	938	554	 	 	 	1408
Fusobacterium varium ATCC 27725 (469618.3)	2773, 2945, 698	2944	2946	376	1885	 	 	 	784
Leptotrichia buccalis C-1013-b (523794.5)	 	 	 	 	1805	 	 	 	 
Fusobacterium gonidiaformans 3-1-5R (469605.7)	 	 	 	705_4	1704	 	 	 	1102
Fusobacterium necrophorum subsp. funduliforme ATCC 51357 (1095747.3)	306	307	305	677_4	1558	 	 	 	388
Fusobacterium necrophorum subsp. funduliforme Fnf 1007 (1161424.3)	2084	2085	2083	1431_4	108	 	 	 	593
Fusobacterium nucleatum subsp. animalis 11_3_2 (457403.8)	2460	2459	2461	313_4	874	 	 	 	2157
Fusobacterium nucleatum subsp. animalis 21_1A (469601.8)	1853	1854	1852	834_4	1292	 	 	 	1688
Fusobacterium nucleatum subsp. animalis 4_8 (469607.3)	2130	2131	2129	1308_4	836	 	 	 	312
Fusobacterium nucleatum subsp. animalis 7_1 (457405.10)	2275	2274	2276	1171_4	592	 	 	 	137
Fusobacterium nucleatum subsp. animalis OT 420 (999414.3)	1585	1584	1586	194_4	720	 	 	 	1251
Fusobacterium nucleatum subsp. polymorphum F0401 (693991.3)	1885	1886	1884	120_4	280	 	 	 	835
Fusobacterium nucleatum subsp. vincentii 3_1_36A2 (469604.7)	1887	1886	1888	583_4	667	 	 	 	1649
Fusobacterium nucleatum subsp. vincentii 4_1_13 (469606.8)	1979	1980	1978	629_4	777	 	 	 	1787
Fusobacterium periodonticum 1_1_41FAA (469621.8)	78	79	77	1221_4	880	 	 	 	241
Fusobacterium periodonticum 2_1_31 (469599.8)	1061	1062	1060	63_4	423	 	 	 	2182, 2183
Fusobacterium russii ATCC 25533 (1278306.3)	308	309	307	164_4	418	 	 	 	482
Fusobacterium ulcerans 12-1B (457404.5)	1505, 245, 2786	244	246	1795_4	69	 	 	 	2856
Schlesneria paludicola DSM 18645 (1123242.3)	3737	5048	4264	4193_4	347	 	 	 	 
Brevundimonas diminuta 470-4 (1035191.3)	1924	1922	1925	1641_4	2029	 	 	 	 
Bartonella quintana RM-11 (1225179.3)	 	 	 	183_4	835	 	 	 	 
Bartonella quintana str. Toulouse (283165.4)	 	 	 	170	752	 	 	 	 
Afipia birgiae 34632 (1197906.5)	3542	3541	3543	4343_4	2675	 	 	 	 
Bradyrhizobium elkanii USDA 76 (398525.3)	5939	5938	5940	1781_4	4790	 	4379, 6430	 	 
Bradyrhizobium japonicum USDA 110 (224911.5)	2501	2502	2500	438	3771, 4607	 	3078, 5592	 	 
Bradyrhizobium japonicum USDA 124 (1038862.3)	4459	4458	4460	5919_4	1270, 2209	 	3048	 	 
Bradyrhizobium japonicum USDA 6 (1037409.3)	7338	7337	7339	392_4	5179, 6126, 6371	 	4366	 	 
Bradyrhizobium japonicum WSM2793 (1038866.3)	5677	5678	5676	2956_4	1136, 3779	 	6399	 	 
Ochrobactrum anthropi ATCC 49188 (439375.7)	457	456	458	1105_4	2203	 	3724	 	 
Ochrobactrum anthropi CTS-325 (1151114.3)	810	809	811	4200	2677	 	1325	 	 
Methylobacterium mesophilicum SR1.6/6 (908290.3)	897	896	898	1696_4	3580	 	5503, 5705	 	 
Methylobacterium populi BJ001 (441620.7)	2810	2809	2811	3042	4535	 	 	 	 
Methylobacterium radiotolerans JCM 2831 (426355.14)	5523	5522	5524	127	3837	 	1597	 	 
Mesorhizobium loti MAFF303099 (266835.9)	4640, 6928	4641, 6929	4639, 4982, 6927	3182	5364, 651	 	 	 	 
Mesorhizobium loti NZP2037 (935546.3)	6634	6635, 6764	6633	5202_4	1978, 3592	 	 	 	 
Agrobacterium tumefaciens str. Cherry 2E-2-2 (1281779.3)	3067	3068	3066	901_4	1239	 	3726	 	 
Agrobacterium tumefaciens CCNWGS0286 (1082932.3)	4013	4014	4012	2096_4	578	 	1241, 1675	 	 
Agrobacterium tumefaciens str. C58 (176299.10)	3915	3916	3914	2788	1676	 	2269	 	 
Achromobacter xylosoxidans AXX-A (1003200.3)	 	 	2825	3906	4345	 	5430	 	 
Alcaligenes faecalis subsp. faecalis NCIB 8687 (1156918.4)	1082	1081	2894	2005_4	2721	 	2234	 	 
Burkholderia cenocepacia AU 1054 (331271.8)	1973	1975	1974, 3282	1756	1873, 3222	 	3385	 	 
Burkholderia cenocepacia H111 (1055524.3)	2863	2865	2864, 290	4315_4	1399, 4471	 	6679	 	 
Burkholderia cenocepacia HI2424 (331272.8)	2556	2558	2557, 5352	2342	2459, 5413	 	5248	 	 
Burkholderia cenocepacia J2315 (216591.5)	2811	2813	2812, 6218	2497	2709, 6285	 	6146	 	 
Burkholderia cenocepacia MC0-3 (406425.4)	2628	2630	2629, 4125, 6354	2404	2512, 6291	 	6465	 	 
Burkholderia cepacia R18194 (269483.3)	6461	6625	6462	6373	374, 6578	 	773	 	 
Burkholderia cepacia GG4 (1009846.3)	979	977	978	1177_4	1074, 3329	 	 	 	 
Cupriavidus metallidurans CH34 (266264.4)	3264, 4686	3266	3265	1187	1085	 	 	 	 
Lautropia mirabilis ATCC 51599 (887898.3)	456	455	453	2492	2034	 	1277	 	 
Ralstonia sp. 5_7_47FAA (658664.3)	2945	2943	2944, 4452	3209	3044	 	 	 	 
Comamonas testosteroni CNB-2 (688245.4)	3885	3884	4236	 	1808, 776	 	 	 	 
Comamonas testosteroni NBRC 100989 (1111078.3)	3295	3294	1608	 	1642, 2949	 	 	 	 
Comamonas testosteroni S44 (563045.3)	2873	2874	4824	 	2455, 490	 	2277	 	 
Delftia acidovorans CCUG 15835 (883100.3)	2938	2937	3765	 	127, 933	 	5335	 	 
Delftia acidovorans CCUG 274B (883101.3)	4425	4424	3233	 	2650, 561	 	4441	 	 
Delftia acidovorans SPH-1 (398578.5)	2172	2173	1581	 	4911, 5665	 	 	 	 
Oxalobacter formigenes HOxBLS (556268.6)	212	2302	2303	710	1387	 	 	 	 
Oxalobacter formigenes OXCC13 (556269.4)	2343	166	165	1401	182	 	 	 	 
Parasutterella excrementihominis YIT 11859 (762966.3)	 	 	 	571	2261	 	 	 	 
Sutterella wadsworthensis 2_1_59BFAA (742823.3)	 	 	 	419_4	2104	 	 	 	 
Sutterella wadsworthensis 3_1_45B (742821.3)	 	 	 	2182	741	 	 	 	 
Sutterella wadsworthensis HGA0223 (1203554.3)	 	 	 	2153_4	1481	 	 	 	 
Burkholderiales bacterium 1_1_47 (469610.4)	 	 	 	1151	1677	 	 	 	 
Eikenella corrodens ATCC 23834 (546274.4)	933	932	930	220	1084	 	1972	 	 
Kingella oralis ATCC 51147 (629741.3)	448	 	 	336	352	1655_8	 	 	 
Laribacter hongkongensis HLHK9 (557598.3)	1	345	1680	142	1185	 	 	 	 
Neisseria cinerea ATCC 14685 (546262.4)	960	959	957	1377	79	 	 	 	 
Neisseria elongata subsp. glycolytica ATCC 29315 (546263.3)	399	400, 401	404	475	1113	 	 	 	2098
Neisseria flavescens NRL30031/H210 (546264.5)	1217, 929	928	926	2195	2072	 	1656	 	 
Neisseria flavescens SK114 (596320.3)	1490, 1491, 1778	1779	1781	1065	1309	 	994	 	 
Neisseria macacae ATCC 33926 (997348.4)	391, 943	390	388	2130	1627	 	1441	 	 
Neisseria mucosa ATCC 25996 (546266.6)	547, 71	548	550	1879	1028	2149_8	52	 	 
Neisseria mucosa C102 (435832.3)	1107, 415, 700	1108	1110	2110	930	 	1492	 	 
Neisseria subflava NJ9703 (546268.4)	1700, 1941, 1942	1699	1696	1433	1067	 	141	 	 
Methyloversatilis universalis EHg5 (999628.3)	1401	870	1565	195_4	2442	 	 	 	 
Methyloversatilis universalis FAM5 (1000565.3)	566	46	734	2818_4	2676	 	 	 	 
Aeromonas caviae Ae398 (878320.4)	3525	664	3705	1566	899	 	 	 	 
Aeromonas hydrophila 113 (1268075.3)	1323	3512	3804	1819_4	284	1672_8	 	 	 
Aeromonas hydrophila 14 (1268074.3)	4183	2084	1250	3268_4	2828	1934_8	 	 	 
Aeromonas hydrophila 173 (1268076.3)	1621	3434	1179	3739_4	3070	1007_8	 	 	 
Aeromonas hydrophila 187 (1268077.3)	2111	745	2242	4190_4	1807	841_8	 	 	 
Aeromonas hydrophila 259 (1268079.3)	3364	3851	2104	1449_4	3261	2305_8	 	 	 
Aeromonas hydrophila 277 (1268080.3)	483	2370	3497	3905_4	2223	3000_8	 	 	 
Aeromonas hydrophila ML09-119 (1288394.3)	823	3884	4161	3517_4	728	3432_8	 	 	 
Aeromonas hydrophila SNUFPC-A8 (1232673.3)	3721	4309	1938	1652_4	1374	1563_8	 	 	 
Aeromonas hydrophila SSU (1073377.4)	4420	2884	3113	217_4	4311	316_8	 	 	 
Aeromonas hydrophila subsp. hydrophila ATCC 7966 (380703.7)	791	3610	3838	3246	699	3160_8	 	 	 
Aeromonas media WS (1208104.3)	3798	462	2377	2606_4	3341	 	 	 	 
Aeromonas veronii AER39 (1073382.3)	1157	1311	1559	1016_4	3746	912_8	 	 	 
Aeromonas veronii AER397 (1073384.3)	2914	3063	3338	2786_4	262	2691_8	 	 	 
Aeromonas veronii AMC34 (1073383.3)	30	1518	439	3992_4	244	1878_8	 	 	 
Aeromonas veronii AMC35 (1073385.3)	3717	3865	86	3589_4	1025	3491_8	 	 	 
Aeromonas veronii B565 (998088.4)	788	639	364	915_4	3499	1011_8	 	 	 
Succinatimonas hippei YIT 12066 (762983.3)	 	 	1669	169	1811	 	 	 	 
Cedecea davisae DSM 4568 (566551.4)	3250	1009	524	939	1556	1010_8, 3708_8, 848_8	 	 	 
Citrobacter freundii GTC 09629 (1297584.3)	4645	1200	163	1109_4	3154	1201_8	 	 	 
Citrobacter freundii 4_7_47CFAA (742730.3)	2748, 4876	2882	1798	2791_4	3408	2883_8	 	 	 
Citrobacter freundii GTC 09479 (1288347.3)	3706	2233	2578	4009_4	16	2234_8	 	 	 
Citrobacter freundii str. ballerup 7851/39 (670484.3)	2473	507, 508	4450	 	1034	509_8	 	 	 
Citrobacter koseri ATCC BAA-895 (290338.8)	175	1998	2738	2090	1487	100_8, 1997_8	 	 	 
Citrobacter sp. 30_2 (469595.3)	954	1401	3419	1302	1916	1402_8	 	 	 
Citrobacter youngae ATCC 29220 (500640.5)	2838	3250	908	3157	1299	3251_8	 	 	 
Cronobacter sakazakii 2151 (1159489.3)	3359	1670	1166	1596_4	2110	1671_8	 	 	 
Cronobacter sakazakii ES15 (1138308.5)	957	2676	3212	2753_4	2284	2675_8	 	 	 
Cronobacter sakazakii ES35 (1159614.3)	3297	1609	744	1530_4	2001	1610_8	 	 	 
Cronobacter sakazakii ES713 (1045857.3)	233	3056	2106	2980_4	3507	3057_8	 	 	 
Cronobacter sakazakii SP291 (956149.6)	665	2436	2968	2511_4	2011	2435_8	 	 	 
Edwardsiella tarda 080813 (667120.5)	 	 	 	1114	2144	849_8	 	 	 
Edwardsiella tarda ATCC 23685 (500638.3)	 	 	 	1803	701	500_8	 	 	 
Edwardsiella tarda EIB202 (498217.4)	 	 	 	2433	733	2757_8	 	 	 
Edwardsiella tarda FL6-60 (718251.5)	 	 	 	2469	735	2815_8	 	 	 
Enterobacter aerogenes EA1509E (935296.3)	5182	2424	3011	2499_4	960	2423_8	 	 	 
Enterobacter aerogenes FGI35 (685445.4)	1402	3595	4180	3669_4	2124	3594_8	 	 	 
Enterobacter aerogenes KCTC 2190 (1028307.3)	185	2848	2263	2774	4294	2849_8	 	 	 
Enterobacter cancerogenus ATCC 35316 (500639.8)	315	2262	426	2191	1015	2263_8	 	 	 
Enterobacter asburiae LF7a (640513.3)	3439	1391	870	1321	1892	1392_8	 	 	 
Enterobacter cloacae EcWSU1 (1045856.3)	3307	1252	704	1183	1736	1253_8, 260_8	 	 	 
Enterobacter cloacae SCF1 (701347.4)	1184	3130	3689	3213	2596	4329_8	 	 	 
Enterobacter cloacae subsp. cloacae 08XA1 (1203195.3)	2090	4494	2540	335	4038	4493_8	 	 	 
Enterobacter cloacae subsp. cloacae ATCC 13047 (716541.4)	4070	3157	1166	3227	2620	3156_8	 	 	 
Enterobacter cloacae subsp. cloacae ENHKU01 (1211025.3)	3334	1347	793	1278_4	1819	1348_8	 	 	 
Enterobacter cloacae subsp. cloacae GS1 (1177927.3)	2888	1556	230	1628	1029	1555_8	 	 	 
Enterobacter cloacae subsp. dissolvens SDM (1104326.3)	4052	3913	2630	590	163	3914_8	 	 	 
Enterobacter cloacae subsp. dissolvens SP1 (1235834.3)	3489	275	2358	206_4	859	276_8, 3899_8	 	 	 
Enterobacter hormaechei YT2 (1259823.3)	531	4229	2173	1713	2929	4228_8	 	 	 
Enterobacter hormaechei YT3 (1260282.3)	4067	4432	485	27_4	2729	4431_8	 	 	 
Enterobacter hormaechei ATCC 49162 (888063.3)	3308	1069	1642	1143	581	1068_8	 	 	 
Escherichia albertii TW07627 (502347.3)	1270	192	3603	2741	2593	191_8	 	 	 
Escherichia albertii TW11588 (754333.3)	55	3291	1317	2590	1881	3292_8	 	 	 
Escherichia coli 1125A (562.373)	3773	2973	2154	3092	5498	2972_8	 	 	 
Escherichia coli 1212A (562.372)	1996	1750	3004	1634	4828	1751_8	 	 	 
Escherichia coli 536A (562.374)	3199	1052	2194	5344	4284	1053_8	 	 	 
Escherichia coli IMT2125 (562.1188)	2668	748	107	648	1820	749_8	 	 	 
Escherichia coli EC4100B (945434.3)	3008	4516, 4517	1959	4618	4947	4515_8	 	 	 
Escherichia coli 0.1288 (1005442.3)	2740	2523	102	652	1764	2524_8	 	 	 
Escherichia coli 0.1304 (1005441.3)	3455	942	229	833	2433	943_8	 	 	 
Escherichia coli 042 (216592.3)	2908	803	118	703	1980	804_8	 	 	 
Escherichia coli 07798 (1005566.3)	3064	839	205	725	2251	840_8	 	 	 
Escherichia coli 09BKT078844 (1081887.3)	3328	965	271	842_4	2315	966_8	 	 	 
Escherichia coli 1.2264 (869675.4)	4826	461	5228	560	3067	460_8	 	 	 
