Organism	GndP	Gnd	Pgl	Rpe	Rpi	Tal	Tkt	Zwf
Escherichia coli KTE64 (1182671.3)	2145_18	 	618_32	3649_38	4465_40	2643_41, 4774_41	2644_42, 3175_42	1895_46
Escherichia coli KTE65 (1182672.3)	2102_18	 	578_32	3637_38, 4625_37, 4788_38	 	2578_41, 4901_41	2579_42, 3093_42, 4132_42	 
Escherichia coli KTE66 (1182673.3)	2491_18	 	1179_32	164_37, 4161_38	4902_40	2962_41, 362_41	2963_42, 3527_42	 
Escherichia coli KTE67 (1182674.3)	2999_18	 	1617_32	4564_38, 665_37	559_40	3457_41, 861_41	247_42, 2897_44, 2898_43, 3458_42, 3899_42	 
Escherichia coli KTE68 (1182675.3)	2402_18	 	627_32	3985_38	4855_40	2875_41, 5258_41	2876_42, 3397_42	 
Escherichia coli KTE69 (1182676.3)	103_18	 	1279_32	4146_38, 5140_37	4971_40	1213_41, 262_41, 3086_41	3087_42, 3566_42	 
Escherichia coli KTE7 (1169317.3)	2989_18	 	1383_32	311_37, 4605_38	 	3501_41, 621_41	3502_42, 4060_42, 5084_42	 
Escherichia coli KTE70 (1182677.3)	2347_18	 	964_32	4263_38, 5252_37	5083_40	1030_41, 137_41, 3187_41	3188_42, 3681_42	 
Escherichia coli KTE71 (1182678.3)	2792_18	 	1123_32	4367_38	 	3273_41, 377_41	3274_42, 3858_42	 
Escherichia coli KTE72 (1182679.3)	2274_18	 	810_32	3878_38, 4817_37, 4972_38	4712_40	2735_41, 60_41	2736_42, 3390_42, 4350_42	 
Escherichia coli KTE73 (1182680.3)	2242_18	 	794_32	3705_38, 4635_37	 	2661_41, 4830_41, 855_41	2662_42, 3167_42	2050_46
Escherichia coli KTE74 (1182681.3)	2372_18	 	977_32	3901_38	4725_40	1041_41, 146_41, 2830_41	2831_42, 3330_42	 
Escherichia coli KTE75 (1182682.3)	2523_18	 	1066_32	4231_38	5057_40	1127_41, 253_41, 3160_41	3161_42, 3702_42	 
Escherichia coli KTE76 (1182683.3)	2199_18	 	735_32	3739_38, 4713_37, 4857_38	3114_39, 4531_40	2660_41, 4375_41, 5044_41, 861_41	2661_42, 3142_42	 
Escherichia coli KTE77 (1182684.3)	2562_18	 	1167_32	208_37, 2501_38, 3975_38	2506_40	3016_41, 416_41	3017_42, 3509_42	2340_46
Escherichia coli KTE78 (1182685.3)	2540_18	 	1233_32	196_37, 3938_38	90_40	2966_41, 4575_41, 461_41	2967_42, 3435_42	 
Escherichia coli KTE79 (1182686.3)	4059_18	 	2750_32	1713_37, 826_38	1607_40	1464_41, 1978_41, 4489_41	327_42, 4490_42	 
Escherichia coli KTE8 (1169328.3)	2290_18	 	830_32	3771_38, 4669_37	3140_39, 4565_40	2705_41, 51_41	2706_42, 3165_42, 4252_42	 
Escherichia coli KTE80 (1182687.3)	2210_18	 	777_32	3739_38	4638_40	2667_41, 5026_41	2668_42, 3183_42	 
Escherichia coli KTE81 (1182688.3)	2705_18	 	1412_32	4048_38	 	3109_41, 682_41	3110_42, 3586_42	 
Escherichia coli KTE82 (1169363.3)	2520_18	 	941_32	3891_38	4662_40	2971_41, 40_41	2972_42, 3480_42	 
Escherichia coli KTE83 (1182689.3)	2420_18	 	797_32	3912_38	4697_40	2873_41, 5089_41	2874_42, 3386_42	 
Escherichia coli KTE84 (1182690.3)	2496_18	 	1261_32	3887_38, 392_37	286_40	1373_41, 2981_41, 577_41	2982_42, 3428_42, 4420_42	 
Escherichia coli KTE85 (1169364.3)	2167_18	 	782_32	3617_38, 4623_37	4472_40	2634_41, 4299_41, 4902_41	2635_42, 3106_42, 4111_42, 615_44, 616_43	 
Escherichia coli KTE86 (1182691.3)	2440_18	 	962_32	3958_38, 46_38, 4843_37	4738_40	163_41, 2850_41	2851_42, 3346_42, 4430_42	 
Escherichia coli KTE87 (1182692.3)	2718_18	 	1293_32	113_37, 260_38, 4171_38	5012_40	3152_41, 379_41	3153_42, 3597_42, 4696_42	 
Escherichia coli KTE88 (1169366.3)	1930_18	 	616_32	3339_38, 4219_37, 4391_38	4114_40	2337_41, 4511_41	2338_42, 2829_42, 3813_42	 
Escherichia coli KTE89 (1182693.3)	2054_18	 	611_32	3561_38, 4449_37, 4603_38	4342_40	2463_41, 4721_41	2464_42, 2957_42, 4035_42	 
Escherichia coli KTE9 (1169329.3)	2837_18	 	1462_32	4236_38	342_40	1526_41, 191_41, 3255_41, 652_41	3256_42, 3772_42	 
Escherichia coli KTE90 (1169367.3)	2404_18	 	1025_32	3796_38, 4678_37	4550_40	1109_41, 130_41, 2863_41	2864_42, 3354_42, 4816_44, 4817_43	2158_46
Escherichia coli KTE91 (1182694.3)	2107_18	 	751_32	3626_38, 4489_37	4382_40	2595_41, 4711_41, 836_41	2596_42, 3089_42, 3190_43, 3191_44	1851_46
Escherichia coli KTE93 (1182696.3)	2391_18	 	1138_32	3886_38, 47_38, 4770_37	4665_40	166_41, 2800_41	2801_42, 3303_42, 4357_42	 
Escherichia coli KTE94 (1169368.3)	2225_18	 	890_32	2165_38, 3772_38	2170_40, 4570_40	127_41, 2687_41	2688_42, 3265_42, 4265_42	 
Escherichia coli KTE96 (1182697.3)	131_18	 	3223_32	2026_38	2202_40, 905_39	1351_41, 2480_41, 3282_41, 518_41	390_43, 391_44, 519_42, 933_42	3683_46
Escherichia coli KTE97 (1169370.3)	2009_18	 	661_32	3349_38, 4318_37	4214_40	2412_41, 4536_41	2413_42, 2850_42, 3858_42	 
Escherichia coli KTE98 (1182698.3)	4209_18	 	4443_32	1634_38, 228_37	124_40	2684_41, 4378_41, 478_41	2169_42, 2683_42	 
Escherichia coli KTE99 (1169371.3)	2161_18	 	832_32	3618_38, 4567_37	4461_40	100_41, 2617_41	2618_42, 3061_42, 4144_42	 
Escherichia coli LCT-EC106 (1163386.3)	32_18	 	3588_32	2227_37, 2366_38, 2752_38	2122_40	2479_41, 464_41	3247_42, 465_42, 901_42	 
Escherichia coli LCT-EC52 (1258567.3)	34_18	 	3074_32	1492_38, 2414_37, 2552_38	2308_40	471_41, 4743_41	1994_42, 472_42, 916_42	 
Escherichia coli LCT-EC59 (1258580.3)	74_18	 	4042_32	1527_38, 2447_37, 4865_38	2341_40	2645_41, 509_41	2029_42, 510_42, 954_42	 
Escherichia coli LF82 (591946.4)	2066_18	 	700_32	2010_38, 3433_38, 4366_37	2014_40, 4206_40	2469_41, 7_41	2470_42, 2954_42, 3902_42	 
Escherichia coli LT-68 (670890.3)	2667_18	 	4791_32	1169_38	3578_40	3921_41, 4990_41	2077_42, 4987_42, 4989_42	612_46, 613_46
Escherichia coli M605 (656417.3)	2692_18	 	891_32	4221_38	5176_40	1014_41, 3137_41, 65_41	3138_42, 3716_42, 4720_42	2452_46
Escherichia coli M718 (656419.3)	2780_18	 	1047_32	4347_38	 	1111_41, 159_41, 3222_41, 5061_41	3223_42, 3798_42, 3874_43, 3875_44	 
Escherichia coli M863 (656420.3)	490_18	 	1338_32	2577_38, 3211_37	3105_40	4012_41, 4598_41, 980_41	2135_42, 981_42	312_46
Escherichia coli MA6 (1005557.3)	3084_18	 	1254_32	179_37, 4511_38	 	3550_41, 392_41	3551_42, 4077_42	 
Escherichia coli MP020940.1 (1116140.3)	2517_18	 	938_32	4030_38, 4896_37	 	155_41, 2931_41	2932_42, 3589_42	2312_46
Escherichia coli MP020980.1 (1125638.3)	2689_18	 	1222_32	4214_38	3653_39, 5170_40	3169_41, 493_41	3170_42, 3680_42	 
Escherichia coli MP020980.2 (1116139.3)	2763_18	 	1205_32	4229_38	3702_39, 59_40	3216_41, 384_41	3217_42, 3728_42	 
Escherichia coli MP021017.1 (1116057.3)	2500_18	 	891_32	4026_38	4850_40	214_41, 2949_41	2950_42, 3551_42	 
Escherichia coli MP021017.10 (1116064.3)	2504_18	 	992_32	4075_38	4862_40	2961_41, 303_41	2962_42, 3554_42	2230_46
Escherichia coli MP021017.11 (1116065.3)	2302_18	 	795_32	3862_38	4660_40	108_41, 2743_41, 4512_41	2744_42, 3322_42	 
Escherichia coli MP021017.12 (1116111.3)	2018_18	 	663_32	3422_38	4165_40	2407_41, 4477_41	2408_42, 2897_42	 
Escherichia coli MP021017.2 (1116058.3)	2470_18	 	970_32	4038_38	4833_40	283_41, 2922_41	2923_42, 3502_42	 
Escherichia coli MP021017.3 (1116059.3)	2446_18	 	937_32	4007_38	4813_40	248_41, 2884_41	2885_42, 3512_42	 
Escherichia coli MP021017.4 (1116060.3)	2410_18	 	888_32	3923_38	4774_40	194_41, 2848_41	2849_42, 3429_42	 
Escherichia coli MP021017.5 (1116061.3)	2319_18	 	786_32	3794_38	4592_40	2687_41, 45_41	2688_42, 3254_42	 
Escherichia coli MP021017.6 (1116062.3)	2357_18	 	814_32	3856_38	4657_40	109_41, 2775_41	2776_42, 3332_42	 
Escherichia coli MP021017.9 (1116063.3)	2260_18	 	796_32	3816_38	4604_40	108_41, 2702_41	2703_42, 3308_42	 
Escherichia coli MP021552.11 (1116134.3)	2695_18	 	1146_32	4013_38, 4821_37	 	3109_41, 5107_41	3110_42, 3572_42	 
Escherichia coli MP021552.12 (1116135.3)	2391_18	 	856_32	3837_38, 4759_37	 	2856_41, 4979_41	2857_42, 3353_42	2184_46
Escherichia coli MP021552.7 (1116132.3)	2957_18	 	1389_32	4415_38, 5308_37	 	3398_41, 5608_41	3399_42, 3887_42	2751_46
Escherichia coli MP021552.8 (1116133.3)	2350_18	 	859_32	3853_38, 4824_37	 	2842_41, 62_41	2843_42, 3398_42	 
Escherichia coli MP021561.2 (1116136.3)	2698_18	 	1243_32	4173_38	 	1357_41, 3113_41, 418_41	3114_42, 3689_42	 
Escherichia coli MP021561.3 (1116137.3)	2699_18	 	1352_32	4164_38	5011_40	3094_41, 4862_41, 592_41	3095_42, 3096_42, 3637_42	 
Escherichia coli MP021566.1 (1116138.3)	2832_18	 	1272_32	4269_38	 	3259_41, 438_41	3260_42, 3803_42	2580_46
Escherichia coli MS 107-1 (679207.4)	1668_18	 	1421_32	1510_37, 434_38	2978_40	1042_41, 2123_41, 2307_41	2306_42, 2756_42, 618_42	1267_46
Escherichia coli MS 115-1 (749537.3)	3747_18	 	3457_32	2929_38	626_40	3096_41, 4760_41	4655_42, 4761_42	 
Escherichia coli MS 116-1 (749538.3)	21_18	 	767_32	2825_38, 476_38	 	1004_41, 4769_41	1194_42, 4768_42	 
Escherichia coli MS 119-7 (679206.4)	1638_18	 	2723_32	2594_38	4403_40	1769_41	4466_43, 4564_42, 657_42	 
Escherichia coli MS 124-1 (679205.4)	5714_18	 	2528_32	1134_37, 787_38	 	2038_41, 4788_41	1330_42, 4803_42, 5392_43	 
Escherichia coli MS 145-7 (679204.3)	4853_18	 	4156_32	1791_38	 	1639_41, 4820_41	1168_42, 1638_42	 
Escherichia coli MS 146-1 (749540.3)	86_18	 	2677_32	2323_38, 3089_37	 	1064_41, 3346_41	1065_42, 378_42	 
Escherichia coli MS 182-1 (749545.3)	4278_18	 	3978_32	4529_38	2393_40	2104_41, 412_41	3049_42, 413_42	 
Escherichia coli MS 185-1 (749546.3)	3774_18	 	4746_32	107_37, 4104_38	1640_40	2306_41, 452_41	1254_42, 3291_42, 453_42	 
Escherichia coli MS 187-1 (749547.3)	2652_18	 	1686_32	3229_38, 376_37	 	1625_41, 2326_41, 2799_41	2325_42, 478_42	1183_46
Escherichia coli MS 196-1 (749548.3)	249_18	 	4677_32	1646_38, 3753_37, 511_38	 	1991_41, 2351_41	1992_42, 3488_42	 
Escherichia coli MS 198-1 (749549.3)	2595_18	 	2280_32	832_38	1620_40	1033_41, 1763_41	1762_42, 4061_42	 
Escherichia coli MS 200-1 (749550.3)	228_18	 	3807_32	2979_38	4303_39, 4409_40	2518_41, 5130_41	1250_42, 4495_42, 5131_42	 
Escherichia coli MS 21-1 (749527.3)	1561_18	 	4333_32	2135_38, 5120_37	2955_40	3995_41, 4781_41	4780_42, 559_42	 
Escherichia coli MS 45-1 (749528.3)	3379_18	 	4500_32	3478_37, 823_38	3767_40	2150_41, 2352_41	1881_42, 2353_42, 3209_42	 
Escherichia coli MS 69-1 (749531.3)	1014_18	 	1790_32	1178_38, 3613_37	2352_40, 5100_39	1275_41, 2706_41, 3327_41	2707_42, 4335_42, 5077_42	 
Escherichia coli MS 78-1 (749532.3)	3833_18	 	2638_32	3930_38	4605_40	3266_41, 4266_41	2123_42, 3267_42	 
Escherichia coli MS 84-1 (749533.3)	469_18	 	4714_32	3817_37, 5205_38	 	1527_41, 3286_41	1528_42, 258_43, 4439_42	 
Escherichia coli MS 85-1 (679202.3)	2631_18	 	59_32	1970_38, 2382_37	 	1491_41, 2172_41	1349_42, 1492_42, 5154_43	 
Escherichia coli N1 (1005567.3)	2051_18	 	780_32	3528_38, 4371_37	3058_39, 4255_40	2591_41, 4535_41	2592_42, 3079_42	 
Escherichia coli NA114 (1033813.3)	878_18	 	698_32	3514_38	4316_40	2548_41, 4699_41, 767_41	2549_42, 3003_42, 4163_42, 525_44, 526_43	 
Escherichia coli NC101 (753642.3)	3064_18	 	903_32	4583_38	4044_40	2643_41, 3635_41	181_42, 2642_42, 3343_42	 
Escherichia coli NCCP15647 (1169663.3)	3633_18	 	2458_32	3349_38, 711_37	1587_40	142_41, 2932_41	143_42, 2657_42	 
Escherichia coli NCCP15657 (1169863.3)	797_18	 	4079_32	1692_38	331_40	2258_41, 495_41	2259_42, 2732_42	1123_46
Escherichia coli NCCP15658 (1169862.3)	2745_18	 	822_32	4221_38, 5186_37	 	3276_41, 8_41	3277_42, 3789_42	 
Escherichia coli NE037 (1005484.3)	3037_18	 	1127_32	4488_38, 5454_37	 	261_41, 3548_41	3549_42, 4058_42	 
Escherichia coli NE098 (1005486.3)	2794_18	 	972_32	4239_38, 5197_37	 	135_41, 3300_41	3301_42, 3807_42	 
Escherichia coli NE1487 (1005485.3)	3071_18	 	1111_32	32_37, 4491_38	 	246_41, 3549_41	3550_42, 4060_42	 
Escherichia coli Nissle 1917 (316435.3)	4317_18	 	2868_32	155_38, 2749_37, 618_38	2643_40	3595_41, 4731_41	1659_42, 4732_42, 95_42	 
Escherichia coli O08 (1227814.3)	2009_18	 	720_32	3365_38	4158_40	2423_41, 3_41	2424_42, 2907_42	 
Escherichia coli O103:H25 str. CVM9340 (1165940.3)	1650_18	 	2969_32	1612_38, 2006_38	1081_40, 1617_40	2934_41, 3837_41	2485_42, 3836_42	 
Escherichia coli O103:H25 str. NIPH-11060424 (1101440.4)	2106_18	 	803_32	2068_38, 3751_38	2073_40, 4487_40	2688_41, 3_41	2689_42, 3198_42	 
Escherichia coli O103:H2 str. 12009 (585395.4)	2624_18	 	798_32	4288_38, 5245_37	5087_40	3110_41, 8_41	3111_42, 3673_42	2139_46
Escherichia coli O103:H2 str. CVM9450 (1165941.3)	1558_18	 	4253_32	1349_37, 3495_38	5177_40	4715_41, 898_41	335_42, 897_42	1909_46
Escherichia coli O104:H4 str. GOS1 (1038927.4)	685_18	 	2593_32	4287_38	4747_40	2732_41, 582_41	5071_42, 581_42	5251_46
Escherichia coli O104:H4 str. GOS2 (1038927.5)	2170_18	 	2141_32	1921_38	7_40	3282_41, 490_41	3283_42, 4137_42	3587_46
Escherichia coli O104:H4 str. H112180282 (1038927.6)	4285_18	 	3924_32	3074_38	4481_40	5117_41, 812_41	3426_42, 5116_42	239_46
Escherichia coli O104:H4 str. H112180283 (1038927.7)	4305_18	 	3625_32	560_38	2488_40	1964_41, 3870_41	1073_42, 3871_42	491_46
Escherichia coli O104:H4 str. 01-09591 (1042803.5)	2269_18	 	761_32	3757_38	4574_40	2698_41, 8_41	2699_42, 3209_42	1989_46
Escherichia coli O104:H4 str. 04-8351 (1048265.3)	1337_18	 	4748_32	2851_38	3623_40	1840_41, 4006_41	1841_42, 2325_42	1061_46
Escherichia coli O104:H4 str. 09-7901 (1048266.3)	2750_18	 	1177_32	4269_38	5041_40	3251_41, 415_41	3252_42, 3737_42	2536_46
Escherichia coli O104:H4 str. 11-02030 (1240768.3)	325_18	 	4135_32	1808_38	2865_40	3276_41, 765_41	1268_42, 766_42	5478_46
Escherichia coli O104:H4 str. 11-02033-1 (1240769.3)	5287_18	 	4087_32	1971_38	2828_40	3313_41, 497_41	498_42, 999_42	4999_46
Escherichia coli O104:H4 str. 11-02092 (1240770.3)	3642_18	 	2846_32	5218_38	1347_40	2066_41, 4173_41	4174_42, 4676_42	1877_46
Escherichia coli O104:H4 str. 11-02093 (1240771.3)	4463_18	 	3013_32	748_38	1578_40	2234_41, 4903_41	4904_42, 5405_42	4175_46
Escherichia coli O104:H4 str. 11-02281 (1240772.3)	5163_18	 	4115_32	1408_38	2901_40	3337_41, 362_41	363_42, 864_42	4782_46
Escherichia coli O104:H4 str. 11-02318 (1240773.3)	1346_18	 	4871_32	2831_38	3682_40	1785_41, 4092_41	1786_42, 2286_42	1059_46
Escherichia coli O104:H4 str. 11-02913 (1240774.3)	4846_18	 	3236_32	1174_38	2027_40	2455_41, 5286_41	5287_42, 629_42	4557_46
Escherichia coli O104:H4 str. 11-03439 (1240775.3)	4429_18	 	2793_32	552_38	1606_40	2012_41, 4937_41	4938_42, 5441_42	3646_46
Escherichia coli O104:H4 str. 11-03943 (1240777.3)	4821_18	 	3760_32	1090_38	2190_40	2597_41, 5260_41	5261_42, 543_42	4534_46
Escherichia coli O104:H4 str. 11-04080 (1240776.3)	4835_18	 	3770_32	1089_38	2194_40	2605_41, 5273_41	5274_42, 545_42	4546_46
Escherichia coli O104:H4 str. 11-3677 (1048334.3)	2830_18	 	1094_32	4287_38	5116_40	3267_41, 335_41	3268_42, 3762_42	2555_46
Escherichia coli O104:H4 str. 11-4404 (1068614.3)	646_18	 	4073_32	2099_38	2928_40	1079_41, 3312_41	1080_42, 1573_42	361_46
Escherichia coli O104:H4 str. 11-4522 (1068615.3)	670_18	 	4077_32	2119_38	2936_40	1104_41, 3321_41	1105_42, 1598_42	385_46
Escherichia coli O104:H4 str. 11-4623 (1068616.3)	1398_18	 	4831_32	2854_38	3679_40	1831_41, 4072_41	1832_42, 2329_42	1115_46
Escherichia coli O104:H4 str. 11-4632 C1 (1068617.3)	4184_18	 	2451_32	480_38	1312_40	1693_41, 4617_41	4618_42, 5112_42	3902_46
Escherichia coli O104:H4 str. 11-4632 C2 (1068618.3)	4186_18	 	2454_32	476_38	1304_40	1693_41, 4619_41	4620_42, 5113_42	3910_46
Escherichia coli O104:H4 str. 11-4632 C3 (1068619.3)	635_18	 	4074_32	2099_38	2928_40	1069_41, 3313_41	1070_42, 1563_42	371_46
Escherichia coli O104:H4 str. 11-4632 C4 (1068620.3)	2292_18	 	556_32	3760_38	4587_40	2729_41, 4978_41	2730_42, 3225_42	2021_46
Escherichia coli O104:H4 str. 11-4632 C5 (1068621.3)	4211_18	 	2465_32	479_38	1314_40	1707_41, 4643_41	4644_42, 5139_42	3926_46
Escherichia coli O104:H4 str. 2009EL-2050 (1134782.3)	1926_18	 	3697_32	457_38	4870_40	1501_41, 4455_41	1001_42, 1500_42	2220_46
Escherichia coli O104:H4 str. 2009EL-2071 (1133853.3)	1927_18	 	3772_32	444_38	4945_40	1483_41, 4527_41	1482_42, 989_42	2214_46
Escherichia coli O104:H4 str. 2011C-3493 (1133852.3)	1937_18	 	3711_32	446_38	4896_40	1499_41, 4487_41	1498_42, 998_42	2226_46
Escherichia coli O104:H4 str. C227-11 (1048254.3)	967_18	 	4395_32	2419_38	3243_40	1400_41, 3631_41	1401_42, 1891_42	698_46
Escherichia coli O104:H4 str. C236-11 (1048256.3)	2848_18	 	1093_32	4298_38	5123_40	3278_41, 337_41	3279_42, 3772_42	2563_46
Escherichia coli O104:H4 str. Ec11-4984 (1240761.3)	964_18	 	4449_32	2436_38	3285_40	1403_41, 3676_41	1404_42, 1907_42	679_46
Escherichia coli O104:H4 str. Ec11-4986 (1240762.3)	1820_18	 	61_32	3291_38	4141_40	2262_41, 4534_41	2263_42, 2759_42	1532_46
Escherichia coli O104:H4 str. Ec11-4987 (1240763.3)	652_18	 	4139_32	2128_38	2973_40	1092_41, 3368_41	1093_42, 1593_42	365_46
Escherichia coli O104:H4 str. Ec11-4988 (1240764.3)	2265_18	 	530_32	3739_38	4597_40	2704_41, 4991_41	2705_42, 3204_42	1993_46
Escherichia coli O104:H4 str. Ec11-5536 (1068623.3)	2810_18	 	1094_32	4267_38	5094_40	3246_41, 337_41	3247_42, 3741_42	2544_46
Escherichia coli O104:H4 str. Ec11-5537 (1068624.3)	2816_18	 	1095_32	4268_38	5097_40	3248_41, 334_41	3249_42, 3742_42	2538_46
Escherichia coli O104:H4 str. Ec11-5538 (1068622.3)	974_18	 	4401_32	2429_38	3256_40	1406_41, 3642_41	1407_42, 1903_42	692_46
Escherichia coli O104:H4 str. Ec11-5603 (1240765.3)	2871_18	 	1106_32	4350_38	5204_40	3309_41, 334_41	3310_42, 3809_42	2591_46
Escherichia coli O104:H4 str. Ec11-5604 (1240766.3)	969_18	 	4454_32	2457_38	3309_40	1410_41, 3682_41	1411_42, 1909_42	698_46
Escherichia coli O104:H4 str. Ec11-6006 (1240767.3)	261_18	 	3746_32	1740_38	2580_40	2972_41, 701_41	1204_42, 702_42	5218_46
Escherichia coli O104:H4 str. Ec11-9450 (1240758.3)	981_18	 	4435_32	2436_38	3288_40	1405_41, 3682_41	1406_42, 1905_42	699_46
Escherichia coli O104:H4 str. Ec11-9941 (1240759.3)	251_18	 	3766_32	1730_38	2539_40	2998_41, 692_41	1192_42, 693_42	5254_46
Escherichia coli O104:H4 str. Ec11-9990 (1240760.3)	1259_18	 	4708_32	2734_38	3548_40	1697_41, 3934_41	1698_42, 2193_42	968_46
Escherichia coli O104:H4 str. Ec12-0465 (1240778.3)	2852_18	 	1095_32	4290_38	5141_40	3256_41, 346_41	3257_42, 3755_42	2572_46
Escherichia coli O104:H4 str. Ec12-0466 (1240779.3)	1041_18	 	4557_32	2524_38	3383_40	1478_41, 3782_41	1479_42, 1983_42	750_46
Escherichia coli O104:H4 str. H112180280 (1042804.3)	1910_18	 	175_32	3127_38	5026_40	2344_41, 4186_41	2345_42, 4703_42	1635_46
Escherichia coli O104:H4 str. H112180541 (1048765.4)	3644_18	 	4523_32	1249_38	3303_40	3913_41, 4633_41	3914_42, 901_42	305_46
Escherichia coli O104:H4 str. LB226692 (1040638.5)	2318_18	 	807_32	3840_38	3258_39, 4680_40	2762_41, 8_41	2763_42, 3286_42	2070_46
Escherichia coli O104:H4 str. ON2010 (1136217.3)	2246_18	 	752_32	3781_38	4560_40	2741_41, 7_41	2742_42, 3227_42	1987_46
Escherichia coli O104:H4 str. ON2011 (1136218.3)	980_18	 	2672_32	4206_38	5018_40	3425_41, 544_41	46_42, 543_42	1233_46
Escherichia coli O104:H4 str. TY-2482 (1038844.18)	1329_18	 	4799_32	2789_38	3624_40	1762_41, 4034_41	1763_42, 2252_42	1043_46
Escherichia coli O10:K5(L):H4 str. ATCC 23506 (1246623.3)	3766_18	 	1676_32	2153_37, 3239_38	 	1275_41, 3464_41	1274_42, 2455_42	 
Escherichia coli O111:H- str. 11128 (585396.4)	2849_18	 	811_32	4337_38, 5228_37	5166_40	3283_41, 7_41	3284_42, 3802_42	2450_46
Escherichia coli O111:H11 str. CFSAN001630 (1232151.3)	3311_18	 	250_32	181_37, 5759_38	1420_40	3677_41, 4730_41	1586_42, 3676_42	 
Escherichia coli O111:H11 str. CVM9534 (1165946.3)	3569_18	 	5275_32	2265_37, 3701_38	1109_40	5065_41, 61_41	5064_42, 973_42	 
Escherichia coli O111:H11 str. CVM9553 (1165947.3)	4612_18	 	5620_32	2271_37, 2803_38	1799_40	1426_41, 436_41	437_42, 5517_42	 
Escherichia coli O111:H8 str. CFSAN001632 (1232154.3)	3476_18	 	2599_32	1695_38, 2563_37	4097_40	3139_41, 5248_41	3138_42, 4615_42	1988_46
Escherichia coli O111:H8 str. CVM9570 (1165945.3)	3187_18	 	4512_32	1556_37, 1759_38	2824_40	2624_41, 4556_41	174_42, 4557_42	1481_46
Escherichia coli O111:H8 str. CVM9574 (1165943.3)	3345_18	 	4163_32	2171_37, 3430_38	1160_40	1239_41, 4694_41	1240_42, 47_42	3941_46, 3942_46
Escherichia coli O111:H8 str. CVM9602 (1165942.3)	2231_18	 	4632_32	2109_37, 3232_38	1921_40	326_41, 75_41	2301_42, 327_42	4204_46
Escherichia coli O111:H8 str. CVM9634 (1165944.3)	3223_18	 	4930_32	3774_38, 4174_37	2445_40	254_41, 2926_41	1928_42, 2925_42	1307_46
Escherichia coli O113:H21 str. CL-3 (1078029.12)	3907_18	 	416_32	49_38	712_40	1621_41, 570_41	2472_42, 569_42	 
Escherichia coli O121:H19 str. MT#2 (1078031.3)	3582_18	 	3266_32	355_38	 	1464_41, 1807_41	1808_42, 2566_42	783_46
Escherichia coli O127:H27 str. C43/90 (1090929.3)	2061_18	 	4951_32	3517_38, 4406_37	 	2545_41, 7_41	2546_42, 3004_42	 
Escherichia coli O127:H6 str. E2348/69 (574521.7)	2217_18	 	688_32	3709_38	4520_40	2744_41, 8_41, 801_41	2745_42, 3246_42, 4214_42	 
Escherichia coli O145:H28 str. 4865/96 (1078035.3)	2127_18	 	4688_32	271_38	 	1061_41, 4022_41, 485_41	4023_42, 4266_42	1785_46
Escherichia coli O157:H- str. 493-89 (926027.3)	 	 	3936_32	2096_38, 3087_37	 	1133_41, 7_41	1134_42, 1666_42	 
Escherichia coli O157:H- str. H 2687 (926028.3)	 	 	3984_32	2179_38, 3151_37	 	1221_41, 7_41	1222_42, 1749_42	 
Escherichia coli O157:H7 EDL933 (155864.8)	2725_18	 	819_32	4171_38, 5121_37	 	3229_41, 7_41, 924_41	3230_42, 3734_42	 
Escherichia coli O157:H7 str. EC536 (702436.3)	3010_18	 	34_32	3785_38, 978_37	 	4839_41, 661_41	4838_42, 5012_42	 
Escherichia coli O157:H7 str. EC1212 (941435.3)	1485_18	 	424_32	2097_37, 3067_38	 	1886_41, 3769_41	3770_42, 4285_42	 
Escherichia coli O157:H7 str. 1125 (997825.3)	264_18	 	518_32	1555_38	 	1147_41, 3979_41	2666_42, 3980_42	 
Escherichia coli O157:H7 str. EC4009 (702430.3)	25_18	 	47_32	1666_38	 	3194_41, 4911_41	3820_42, 4910_42	 
Escherichia coli O157:H7 str. EC4024 (444454.5)	1695_18	 	5290_32	3299_38	 	2345_41, 4468_41	2346_42, 2859_42	1319_46, 1320_46
Escherichia coli O157:H7 str. EC4042 (444449.5)	1174_18	 	4226_32	2755_38	 	1810_41, 3917_41	1811_42, 2314_42	 
Escherichia coli O157:H7 str. EC4045 (444448.5)	5447_18	 	3503_32	1506_38	 	2676_41, 564_41	1069_42, 565_42	 
Escherichia coli O157:H7 str. EC4084 (702432.3)	935_18	 	2562_32	2263_38	 	5101_41, 760_41	205_42, 759_42	1789_46, 1790_46
Escherichia coli O157:H7 str. EC4115 (444450.8)	2967_18	 	960_32	4588_38	 	146_41, 3653_41	3654_42, 4155_42	 
Escherichia coli O157:H7 str. EC4191 (702434.4)	3492_18	 	3015_32	4969_38	 	2451_41, 4639_41	4638_42, 4721_42	 
Escherichia coli O157:H7 str. FRIK2000 (637388.3)	2245_18	 	1548_32	1752_38, 2436_37	 	137_41, 3845_41	136_42, 3358_42	 
Escherichia coli O157:H7 str. FRIK966 (570506.3)	3421_18	 	368_32	1286_37, 268_38	 	1008_41, 5196_41	2360_42, 5197_42	 
Escherichia coli O157:H7 str. G5101 (926026.3)	 	 	3885_32	2124_38, 3057_37	 	1097_41, 7_41	1098_42, 1612_42	 
Escherichia coli O157:H7 str. H093800014 (1240385.3)	2898_18	 	4096_32	345_38, 777_37	 	103_41, 2042_41	2041_42, 3834_42	 
