Organism	GlyA	GlyB	Tdh	Kbl	GlyTrns
Escherichia coli KTE218 (1181764.3)	3473	1755	4679	4005_5, 4680_4	658_7
Escherichia coli KTE219 (1181765.3)	2545	798	3792	3063_5, 3793_4	4551_7
Escherichia coli KTE22 (1169341.3)	2457	608	3695	3032_5, 3696_4	4442_7
Escherichia coli KTE220 (1181766.3)	2500	578	3710	3036_5, 3711_4	4380_7
Escherichia coli KTE221 (1181767.3)	3055	1148	4239	3582_5, 4240_4	4881_7
Escherichia coli KTE222 (1181768.3)	4653	2861	1096	1097_4, 431_5	1712_7
Escherichia coli KTE223 (1181769.3)	3283	1399	4512	3833_5, 4513_4	281_7
Escherichia coli KTE224 (1181770.3)	2786	975	4017	3348_5, 4018_4	4763_7
Escherichia coli KTE225 (1181771.3)	4146	2226	388	389_4	984_7
Escherichia coli KTE226 (1181772.3)	2806	878	4028	3355_5, 4029_4	4786_7
Escherichia coli KTE227 (1181773.3)	3730	1969	4998	4282_5, 4999_4	898_7
Escherichia coli KTE228 (1181774.3)	1656	4692	2894	2221_5, 2895_4	3493_7
Escherichia coli KTE229 (1181775.3)	1353	4502	2642	1971_5, 2643_4	3376_7
Escherichia coli KTE23 (1169342.3)	3064	1369	4189	3519_5, 4190_4	257_7
Escherichia coli KTE230 (1181776.3)	2942	1088	4219	3485_5, 4220_4	78_7
Escherichia coli KTE231 (1169323.3)	2755	969	3956	3289_5, 3957_4	4613_7
Escherichia coli KTE232 (1169365.3)	2728	968	3828	3166_5, 3829_4	4464_7
Escherichia coli KTE233 (1181777.3)	558	3485	1719	1720_4	2398_7
Escherichia coli KTE234 (1181778.3)	3374	1563	4559	4560_4	512_7
Escherichia coli KTE235 (1181779.3)	2449	561	3731	3732_4	4336_7
Escherichia coli KTE236 (1181780.3)	2801	865	4080	3429_5, 4081_4	4808_7
Escherichia coli KTE237 (1181781.3)	3187	1248	4462	3811_5, 4463_4	5184_7
Escherichia coli KTE24 (1169343.3)	3280	1845	4498	3807_5, 4499_4	44_7
Escherichia coli KTE240 (1181782.3)	2809	1271	3984	3318_5, 3985_4	158_7
Escherichia coli KTE25 (1169344.3)	3474	1681	4591	3924_5, 4592_4	559_7
Escherichia coli KTE26 (1169345.3)	3110	1296	4380	3705_5, 4381_4	4980_7
Escherichia coli KTE27 (1169346.3)	3459	930	4722	4053_5, 4723_4	1741_7
Escherichia coli KTE28 (1169347.3)	2918	904	4026	3369_5, 4027_4	4701_7
Escherichia coli KTE29 (1169348.3)	2467	764	3560	2930_5, 3561_4	4167_7
Escherichia coli KTE3 (1169316.3)	3347	1603	4583	3916_5, 4584_4	439_7
Escherichia coli KTE31 (1169349.3)	3096	1455	4143	3528_5, 4144_4	3777_7
Escherichia coli KTE33 (1169351.3)	1587	1686	3733	3395_5, 3732_4	3805_7
Escherichia coli KTE34 (1169352.3)	3325	2899	4544	3831_5, 4545_4	256_7
Escherichia coli KTE35 (1169320.3)	3335	2915	4559	3845_5, 4560_4	255_7
Escherichia coli KTE36 (1169353.3)	3239	2955	4489	4490_4	115_7
Escherichia coli KTE37 (1169354.3)	3383	1088	4656	4657_4	5376_7
Escherichia coli KTE38 (1169355.3)	3285	1100	4505	4506_4	5220_7
Escherichia coli KTE39 (1169356.3)	3316	1413	4535	3852_5, 4536_4	224_7
Escherichia coli KTE4 (1169325.3)	2923	1187	4169	3501_5, 4170_4	4901_7
Escherichia coli KTE40 (1169357.3)	2644	826	3720	3054_5, 3721_4	4341_7
Escherichia coli KTE41 (1169358.3)	3308	1537	4534	3745_5, 4533_4	295_7
Escherichia coli KTE42 (1169359.3)	3398	1666	4512	3850_5, 4513_4	542_7
Escherichia coli KTE43 (1169360.3)	2730	990	3849	3180_5, 3850_4	4588_7
Escherichia coli KTE44 (1169361.3)	3646	1394	4805	4136_5, 4806_4	273_7
Escherichia coli KTE45 (1169362.3)	3224	1449	4369	3702_5, 4370_4	410_7
Escherichia coli KTE46 (1182653.3)	2554	785	3700	3035_5, 3701_4	4340_7
Escherichia coli KTE47 (1182654.3)	3076	1283	4229	3553_5, 4230_4	215_7
Escherichia coli KTE48 (1182655.3)	3566	1784	4718	4028_5, 4719_4	664_7
Escherichia coli KTE49 (1182656.3)	3520	1557	4710	4041_5, 4711_4	438_7
Escherichia coli KTE5 (1169326.3)	2749	658	4036	3368_5, 4037_4	4773_7
Escherichia coli KTE50 (1182657.3)	4415	2579	803	155_5, 804_4	1414_7
Escherichia coli KTE51 (1182658.3)	3559	1565	4758	4065_5, 4759_4	382_7
Escherichia coli KTE53 (1182660.3)	3312	1312	4612	3934_5, 4613_4	247_7
Escherichia coli KTE54 (1182661.3)	3797	2199	462	4257_5, 463_4	1062_7
Escherichia coli KTE55 (1182662.3)	3482	1608	4745	4044_5, 4746_4	244_7
Escherichia coli KTE56 (1182663.3)	551	3405	1663	1664_4	2311_7
Escherichia coli KTE57 (1182664.3)	4141	2254	4551	1081_5, 4552_4	227_7
Escherichia coli KTE58 (1182665.3)	3328	1532	4614	3901_5, 4615_4	457_7
Escherichia coli KTE59 (1182666.3)	3245	1469	4483	3823_5, 4484_4	322_7
Escherichia coli KTE6 (1169327.3)	5062	3093	1319	1320_4, 647_5	2041_7
Escherichia coli KTE60 (1182667.3)	3260	1360	4372	3699_5, 4373_4	241_7
Escherichia coli KTE61 (1182668.3)	2823	1025	4039	3379_5, 4040_4	4743_7
Escherichia coli KTE62 (1182669.3)	3399	1506	4783	4118_5, 4784_4	320_7
Escherichia coli KTE63 (1182670.3)	3426	1632	4625	3955_5, 4626_4	470_7
Escherichia coli KTE64 (1182671.3)	2738	786	3910	3242_5, 3911_4	4601_7
Escherichia coli KTE65 (1182672.3)	2657	683	3895	3236_5, 3896_4	4642_7
Escherichia coli KTE66 (1182673.3)	3105	1286	4417	3771_5, 4418_4	174_7
Escherichia coli KTE67 (1182674.3)	3535	1722	15	16_4, 4156_5	683_7
Escherichia coli KTE68 (1182675.3)	2973	793	4278	3544_5, 4279_4	4973_7
Escherichia coli KTE69 (1182676.3)	3184	1120	4438	4439_4	5158_7
Escherichia coli KTE7 (1169317.3)	3579	1489	4871	4202_5, 4872_4	329_7
Escherichia coli KTE70 (1182677.3)	3285	1123	4553	4554_4	5271_7
Escherichia coli KTE71 (1182678.3)	3384	1231	4618	4619_4	265_7
Escherichia coli KTE72 (1182679.3)	2862	916	4136	3466_5, 4137_4	4834_7
Escherichia coli KTE73 (1182680.3)	2763	905	3985	3294_5, 3986_4	4652_7
Escherichia coli KTE74 (1182681.3)	2927	1090	4295	4294_4	4915_7
Escherichia coli KTE75 (1182682.3)	3244	1176	4504	3822_5, 4505_4	5249_7
Escherichia coli KTE76 (1182683.3)	2752	910	4013	3315_5, 4014_4	4725_7
Escherichia coli KTE77 (1182684.3)	3111	1332	4219	3571_5, 4220_4	226_7
Escherichia coli KTE78 (1182685.3)	3095	1346	4205	3559_5, 4206_4	206_7
Escherichia coli KTE79 (1182686.3)	4616	2863	1092	1093_4, 447_5	1723_7
Escherichia coli KTE8 (1169328.3)	2782	936	4025	3354_5, 4026_4	4689_7
Escherichia coli KTE80 (1182687.3)	2764	892	4033	3362_5, 4034_4	4756_7
Escherichia coli KTE81 (1182688.3)	3217	1519	4296	3636_5, 4297_4	462_7
Escherichia coli KTE82 (1169363.3)	3068	1107	4192	4193_4	4778_7
Escherichia coli KTE83 (1182689.3)	2971	967	4213	4214_4	4813_7
Escherichia coli KTE84 (1182690.3)	3063	1418	4171	3491_5, 4172_4	410_7
Escherichia coli KTE85 (1169364.3)	2729	889	3884	3192_5, 3885_4	4634_7
Escherichia coli KTE86 (1182691.3)	2928	1067	4215	3552_5, 4216_4	4860_7
Escherichia coli KTE87 (1182692.3)	3232	1398	4435	3763_5, 4436_4	131_7
Escherichia coli KTE88 (1169366.3)	2416	722	3598	2910_5, 3599_4	4236_7
Escherichia coli KTE89 (1182693.3)	2541	716	3820	3153_5, 3821_4	4466_7
Escherichia coli KTE9 (1169329.3)	3404	1573	4505	3847_5, 4506_4	455_7
Escherichia coli KTE90 (1169367.3)	2965	1178	4069	3414_5, 4070_4	4695_7
Escherichia coli KTE91 (1182694.3)	2697	906	3885	3244_5, 3886_4	4506_7
Escherichia coli KTE93 (1182696.3)	2929	1286	4140	3475_5, 4141_4	4787_7
Escherichia coli KTE94 (1169368.3)	2819	1040	4040	3339_5, 4041_4	4695_7
Escherichia coli KTE96 (1182697.3)	594	3332	1526	1011_5, 1527_4	2313_7
Escherichia coli KTE97 (1169370.3)	2491	766	3629	2922_5, 3630_4	4336_7
Escherichia coli KTE98 (1182698.3)	2588	4329	1346	1345_4, 2038_5	244_7
Escherichia coli KTE99 (1169371.3)	2698	938	3885	3139_5, 3886_4	4585_7
Escherichia coli LCT-EC106 (1163386.3)	541	3693	3015	3016_4, 3965_5	2245_7
Escherichia coli LCT-EC52 (1258567.3)	551	3180	1759	1083_5, 1760_4	2432_7
Escherichia coli LCT-EC59 (1258580.3)	588	4148	1795	1122_5, 1796_4	2465_7
Escherichia coli LF82 (591946.4)	2548	804	3693	3030_5, 3694_4	4384_7
Escherichia coli LT-68 (670890.3)	4876, 4877	3065	1442	1443_4, 2004_5	3714_7
Escherichia coli M605 (656417.3)	3265	1108	4491	3799_5, 4492_4	5412_7
Escherichia coli M718 (656419.3)	3322	1164	4650	3953_5, 4651_4	5462_7
Escherichia coli M863 (656420.3)	1078	1457	2857	2194_5, 2858_4	3228_7
Escherichia coli MA6 (1005557.3)	3648	1413	4805	4806_4	191_7
Escherichia coli MP020940.1 (1116140.3)	3025	1047	4291	3651_5, 4292_4	4911_7
Escherichia coli MP020980.1 (1125638.3)	3270	1334	4659	3748_5, 4660_4	5302_7
Escherichia coli MP020980.2 (1116139.3)	3316	1314	4493	3794_5, 4494_4	192_7
Escherichia coli MP021017.1 (1116057.3)	3066	1040	4286	3607_5, 4287_4	4977_7
Escherichia coli MP021017.10 (1116064.3)	3080	2618	4342	3651_5, 4343_4	4989_7
Escherichia coli MP021017.11 (1116065.3)	2859	939	4130	3440_5, 4131_4	4787_7
Escherichia coli MP021017.12 (1116111.3)	2520	795	3674	3019_5, 3675_4	4288_7
Escherichia coli MP021017.2 (1116058.3)	3038	1122	4306	3616_5, 4307_4	4963_7
Escherichia coli MP021017.3 (1116059.3)	3000	1084	4272	3585_5, 4273_4	4941_7
Escherichia coli MP021017.4 (1116060.3)	2965	1033	4196	3503_5, 4197_4	4901_7
Escherichia coli MP021017.5 (1116061.3)	2804	931	4061	3375_5, 4062_4	4719_7
Escherichia coli MP021017.6 (1116062.3)	2890	962	4120	3433_5, 4121_4	4784_7
Escherichia coli MP021017.9 (1116063.3)	2819	899	4084	3392_5, 4085_4	4779_7
Escherichia coli MP021552.11 (1116134.3)	3205	1299	4279	3624_5, 4280_4	4839_7
Escherichia coli MP021552.12 (1116135.3)	2953	1132	4124	3405_5, 4125_4	4777_7
Escherichia coli MP021552.7 (1116132.3)	3497	1615	4704	3941_5, 3942_5, 4705_4	5326_7
Escherichia coli MP021552.8 (1116133.3)	2939	1027	4150	3453_5, 4151_4	4842_7
Escherichia coli MP021561.2 (1116136.3)	3213	1404	4440	3753_5, 4441_4	225_7
Escherichia coli MP021561.3 (1116137.3)	3195	1475	4522	3799_5, 4523_4	5134_7
Escherichia coli MP021566.1 (1116138.3)	3356	1394	4550	4551_4	264_7
Escherichia coli MS 107-1 (679207.4)	2654	2036	158	157_4, 553_5	1491_7
Escherichia coli MS 115-1 (749537.3)	4133	4364	3338	3337_4, 737_5	2009_7
Escherichia coli MS 116-1 (749538.3)	4846	613	1526	1525_4, 3932_5	3455_7
Escherichia coli MS 119-7 (679206.4)	556	3776	2163	2164_4, 3828_5	1079_7
Escherichia coli MS 124-1 (679205.4)	1439	3837	2365	2366_4, 2653_5	1153_7
Escherichia coli MS 145-7 (679204.3)	1539	2468	4554	1241_5, 4555_4	5017_7
Escherichia coli MS 146-1 (749540.3)	4591	2812	902	323_5, 903_4	3109_7
Escherichia coli MS 182-1 (749545.3)	4806	2512	1521	1522_4, 1738_5	608_7
Escherichia coli MS 185-1 (749546.3)	1169	4888	1378	1379_4, 1963_5	2480_7
Escherichia coli MS 187-1 (749547.3)	2412	1574	319	318_4, 3919_5	394_7
Escherichia coli MS 196-1 (749548.3)	1308	3364	4059	4060_4, 690_5	3773_7
Escherichia coli MS 198-1 (749549.3)	2359	4953	2556	2557_4, 4115_5	3249_7
Escherichia coli MS 200-1 (749550.3)	414	3696	2339	2338_4, 4021_5	3265_7
Escherichia coli MS 21-1 (749527.3)	660	106	3831	3832_4	1255_7
Escherichia coli MS 45-1 (749528.3)	2432	4612	2976	2975_4, 554_5	3459_7
Escherichia coli MS 69-1 (749531.3)	3839	1673	880	116_5, 881_4	3691_7
Escherichia coli MS 78-1 (749532.3)	4446	866	372	373_4, 692_5	950_7
Escherichia coli MS 84-1 (749533.3)	2229	539	5287	3664_5, 5288_4	3836_7
Escherichia coli MS 85-1 (679202.3)	1592	269	3846	3847_4, 844_5	2399_7
Escherichia coli N1 (1005567.3)	2692	921	3771	3140_5, 3772_4	4384_7
Escherichia coli NA114 (1033813.3)	2642	812	3805	3085_5, 3806_4	4475_7
Escherichia coli NC101 (753642.3)	2562	743	4313	4312_4, 5002_5	3833_7
Escherichia coli NCCP15647 (1169663.3)	241	1749	2295	2296_4, 483_5	729_7
Escherichia coli NCCP15657 (1169863.3)	2354	4233	1318	1319_4, 2793_5	268_7
Escherichia coli NCCP15658 (1169862.3)	3372	984	4514	4515_4	5197_7
Escherichia coli NE037 (1005484.3)	3646	1286	4781	4782_4	5466_7
Escherichia coli NE098 (1005486.3)	3398	1129	4538	4539_4	5209_7
Escherichia coli NE1487 (1005485.3)	3648	1278	4785	4786_4	44_7
Escherichia coli Nissle 1917 (316435.3)	4810	2973	2208	1756_5, 2209_4	2767_7
Escherichia coli O08 (1227814.3)	2519	828	3623	2985_5, 3624_4	4282_7
Escherichia coli O103:H25 str. CVM9340 (1165940.3)	2854	2698	4833	3047_5, 4834_4	2180_7
Escherichia coli O103:H25 str. NIPH-11060424 (1101440.4)	2825	912	4190	3302_5, 4189_4	4615_7
Escherichia coli O103:H2 str. 12009 (585395.4)	3218	963	4776	3824_5, 4775_4	5263_7
Escherichia coli O103:H2 str. CVM9450 (1165941.3)	2399	5324	4556	3179_5, 4557_4	1332_7
Escherichia coli O104:H4 str. GOS1 (1038927.4)	484	4990	118	119_4, 668_5	4407_7
Escherichia coli O104:H4 str. GOS2 (1038927.5)	3378	732	2437	2438_4, 828_5	4256_7
Escherichia coli O104:H4 str. H112180282 (1038927.6)	5021	636	3188	3134_5, 3189_4	1037_7
Escherichia coli O104:H4 str. H112180283 (1038927.7)	3967	814	4843	34_5, 4844_4	397_7
Escherichia coli O104:H4 str. 01-09591 (1042803.5)	2799	932	4067	3353_5, 4068_4	4760_7, 4761_7
Escherichia coli O104:H4 str. 04-8351 (1048265.3)	1937	4914	3139	2467_5, 3140_4	3781_7
Escherichia coli O104:H4 str. 09-7901 (1048266.3)	3348	1343	4561	3885_5, 4562_4	195_7
Escherichia coli O104:H4 str. 11-02030 (1240768.3)	863	4305	2107	1418_5, 2108_4	3036_7
Escherichia coli O104:H4 str. 11-02033-1 (1240769.3)	596	4256	2271	1149_5, 2272_4	2996_7
Escherichia coli O104:H4 str. 11-02092 (1240770.3)	4271	3013	793	4825_5, 794_4	1515_7
Escherichia coli O104:H4 str. 11-02093 (1240771.3)	5001	3181	1047	1048_4, 357_5	1994_7
Escherichia coli O104:H4 str. 11-02281 (1240772.3)	459	4284	1705	1014_5, 1706_4	3075_7
Escherichia coli O104:H4 str. 11-02318 (1240773.3)	1882	5041	3130	2439_5, 3131_4	3851_7
Escherichia coli O104:H4 str. 11-02913 (1240774.3)	5385	3405	1471	1472_4, 782_5	2214_7
Escherichia coli O104:H4 str. 11-03439 (1240775.3)	5035	3776	853	160_5, 854_4	1774_7
Escherichia coli O104:H4 str. 11-03943 (1240777.3)	5358	3926	1384	1385_4, 698_5	2356_7
Escherichia coli O104:H4 str. 11-04080 (1240776.3)	5373	3939	1389	1390_4, 695_5	2365_7
Escherichia coli O104:H4 str. 11-3677 (1048334.3)	3366	1261	4577	3904_5, 4578_4	101_7
Escherichia coli O104:H4 str. 11-4404 (1068614.3)	1177	4239	2388	1715_5, 2389_4	3081_7
Escherichia coli O104:H4 str. 11-4522 (1068615.3)	1200	4243	2405	1736_5, 2406_4	3087_7
Escherichia coli O104:H4 str. 11-4623 (1068616.3)	1928	4997	3145	2471_5, 3146_4	3837_7
Escherichia coli O104:H4 str. 11-4632 C1 (1068617.3)	4715	2618	767	768_4, 95_5	1461_7
Escherichia coli O104:H4 str. 11-4632 C2 (1068618.3)	4716	2621	768	769_4, 93_5	1457_7
Escherichia coli O104:H4 str. 11-4632 C3 (1068619.3)	1167	4241	2387	1712_5, 2388_4	3078_7
Escherichia coli O104:H4 str. 11-4632 C4 (1068620.3)	2826	723	4049	3375_5, 4050_4	4742_7
Escherichia coli O104:H4 str. 11-4632 C5 (1068621.3)	4739	2631	767	768_4, 95_5	1472_7
Escherichia coli O104:H4 str. 2009EL-2050 (1134782.3)	1405	3529	157	156_4, 846_5	4697_7
Escherichia coli O104:H4 str. 2009EL-2071 (1133853.3)	1387	3606	144	143_4, 837_5	4770_7
Escherichia coli O104:H4 str. 2011C-3493 (1133852.3)	1401	3543	148	147_4, 838_5	4725_7
Escherichia coli O104:H4 str. C227-11 (1048254.3)	1498	4561	2706	2033_5, 2707_4	3397_7
Escherichia coli O104:H4 str. C236-11 (1048256.3)	3376	1260	4585	3915_5, 4586_4	104_7
Escherichia coli O104:H4 str. Ec11-4984 (1240761.3)	1500	4617	2731	2049_5, 2732_4	3437_7
Escherichia coli O104:H4 str. Ec11-4986 (1240762.3)	2356	227	3586	2904_5, 3587_4	4295_7
Escherichia coli O104:H4 str. Ec11-4987 (1240763.3)	1189	4307	2422	1738_5, 2423_4	3131_7
Escherichia coli O104:H4 str. Ec11-4988 (1240764.3)	2802	697	4037	3349_5, 4038_4	4753_7
Escherichia coli O104:H4 str. Ec11-5536 (1068623.3)	3343	1261	4559	3883_5, 4560_4	103_7
Escherichia coli O104:H4 str. Ec11-5537 (1068624.3)	3346	1260	4559	3887_5, 4560_4	103_7
Escherichia coli O104:H4 str. Ec11-5538 (1068622.3)	1505	4567	2719	2042_5, 2720_4	3411_7
Escherichia coli O104:H4 str. Ec11-5603 (1240765.3)	3407	1272	4650	3959_5, 4651_4	97_7
Escherichia coli O104:H4 str. Ec11-5604 (1240766.3)	1506	4621	2753	2066_5, 2754_4	3450_7
Escherichia coli O104:H4 str. Ec11-6006 (1240767.3)	799	3913	2034	1350_5, 2035_4	2732_7
Escherichia coli O104:H4 str. Ec11-9450 (1240758.3)	1501	4604	2733	2044_5, 2734_4	3449_7
Escherichia coli O104:H4 str. Ec11-9941 (1240759.3)	790	3939	2025	1340_5, 2026_4	2702_7
Escherichia coli O104:H4 str. Ec11-9990 (1240760.3)	1793	4874	3028	2343_5, 3029_4	3697_7
Escherichia coli O104:H4 str. Ec12-0465 (1240778.3)	3351	1264	4586	3899_5, 4587_4	108_7
Escherichia coli O104:H4 str. Ec12-0466 (1240779.3)	1577	4724	2828	2134_5, 2829_4	3543_7
Escherichia coli O104:H4 str. H112180280 (1042804.3)	2438	343	2836	2835_4, 3510_5	4419_7
Escherichia coli O104:H4 str. H112180541 (1048765.4)	4011	4252	1143	1144_4, 3539_5	4298_7
Escherichia coli O104:H4 str. LB226692 (1040638.5)	2869	986	4169	3433_5, 4170_4	4874_7
Escherichia coli O104:H4 str. ON2010 (1136217.3)	2836	920	4077	3397_5, 4078_4	4697_7
Escherichia coli O104:H4 str. ON2011 (1136218.3)	444	2506	4495	3826_5, 4496_4	3652_7
Escherichia coli O104:H4 str. TY-2482 (1038844.18)	1858	4968	3083	2400_5, 3084_4	3793_7
Escherichia coli O10:K5(L):H4 str. ATCC 23506 (1246623.3)	1810	2560	4675	2227_5, 4676_4	2135_7
Escherichia coli O111:H- str. 11128 (585396.4)	3382	976	4598	3940_5, 4599_4	5307_7
Escherichia coli O111:H11 str. CFSAN001630 (1232151.3)	4567	429	4147	4146_4, 5073_5	170_7
Escherichia coli O111:H11 str. CVM9534 (1165946.3)	4243	180	5516	240_5, 5515_4	4830_7
Escherichia coli O111:H11 str. CVM9553 (1165947.3)	2159	5049	5255	4659_5, 5254_4	4218_7
Escherichia coli O111:H8 str. CFSAN001632 (1232154.3)	3041	1249	4298	1386_5, 4297_4	1127_7
Escherichia coli O111:H8 str. CVM9570 (1165945.3)	2308	4618	3329	3330_4, 4346_5	4865_7
Escherichia coli O111:H8 str. CVM9574 (1165943.3)	2580	1810	2120	2119_4, 541_5	4886_7
Escherichia coli O111:H8 str. CVM9602 (1165942.3)	2159	1580	504	4811_5, 503_4	1184_7
Escherichia coli O111:H8 str. CVM9634 (1165944.3)	2837	5182	4416	4415_4, 933_5	1107_7
Escherichia coli O113:H21 str. CL-3 (1078029.12)	472	2045	335	334_4, 4758_5	4556_7
Escherichia coli O121:H19 str. MT#2 (1078031.3)	1904	3161	2860	2861_4, 3720_5	4303_7
Escherichia coli O127:H27 str. C43/90 (1090929.3)	2641	4844	3766	3137_5, 3767_4	4424_7
Escherichia coli O127:H6 str. E2348/69 (574521.7)	2870	889	3958	3326_5, 3959_4	4645_7
Escherichia coli O145:H28 str. 4865/96 (1078035.3)	724	1114	4126	2469_5, 4125_4	2298_7
Escherichia coli O157:H- str. 493-89 (926027.3)	1229	4110	2383	2384_4	3099_7
Escherichia coli O157:H- str. H 2687 (926028.3)	1319	4144	2502	2503_4	3163_7
Escherichia coli O157:H7 EDL933 (155864.8)	3329	978	4469	4470_4	5135_7
Escherichia coli O157:H7 str. EC536 (702436.3)	4740	2803	2458	2457_4	3255_7
Escherichia coli O157:H7 str. EC1212 (941435.3)	3867	565	2776	2775_4	2086_7
Escherichia coli O157:H7 str. 1125 (997825.3)	4077	5180	4193	4192_4	1344_7
Escherichia coli O157:H7 str. EC4009 (702430.3)	4811	3972	1945	1946_4	3392_7
Escherichia coli O157:H7 str. EC4024 (444454.5)	2441	5450	3595	3596_4	4272_7
Escherichia coli O157:H7 str. EC4042 (444449.5)	1907	4383	3049	3050_4	3726_7
Escherichia coli O157:H7 str. EC4045 (444448.5)	661	3660	1804	1805_4	2485_7
Escherichia coli O157:H7 str. EC4084 (702432.3)	657	4332	4036	4035_4	100_7
Escherichia coli O157:H7 str. EC4115 (444450.8)	3750	1117	4885	4886_4	5563_7
Escherichia coli O157:H7 str. EC4191 (702434.4)	4541	1889	2211	2210_4	2645_7
Escherichia coli O157:H7 str. FRIK2000 (637388.3)	39	2649	1272	1271_4	2448_7
Escherichia coli O157:H7 str. FRIK966 (570506.3)	5293	4380	638	637_4	1273_7
Escherichia coli O157:H7 str. G5101 (926026.3)	1193	4025	2414	2415_4	3069_7
Escherichia coli O157:H7 str. H093800014 (1240385.3)	1943	1780	3928	3927_4	789_7
Escherichia coli O157:H7 str. LSU-61 (926032.3)	1271	4113	2455	1793_5, 2456_4	3113_7
Escherichia coli O157:H7 str. Sakai (386585.9)	3570	1072	4710	4711_4	5421_7
Escherichia coli O157:H7 str. TW14359 (544404.4)	3553	983	4696	4697_4	5374_7
Escherichia coli O157:H7 str. TW14588 (502346.5)	3862	233	2133	2132_4	1447_7
Escherichia coli 7.1982 (1051348.3)	139	1337	4494	4495_4	5221_7
Escherichia coli 95.0083 (1051346.3)	3162	1009	4283	4284_4	4941_7
Escherichia coli ATCC 700728 (1051353.3)	3061	1051	4186	4187_4	4916_7
Escherichia coli O157 str. NCCP15738 (1317131.3)	841	1326	3729	3728_4	3081_7
Escherichia coli O157 str. NCCP15739 (1317130.3)	1708	1352	3868	3869_4	4051_7
Escherichia coli PA11 (1051349.3)	3210	1110	4351	4352_4	5009_7
Escherichia coli PA13 (1051350.3)	3106	996	4174	4175_4	4866_7
Escherichia coli PA19 (1051351.3)	3187	1052	4316	4317_4	5054_7
Escherichia coli PA35 (1051352.3)	3588	1426	4671	4672_4	259_7
Escherichia coli O25b:H4-ST131 str. EC958 (941322.6)	2891	987	4086	3420_5, 4087_4	4767_7
Escherichia coli O26:H11 str. 11368 (573235.3)	3668	1018	5131	4180_5, 5130_4	5553_7
Escherichia coli O26:H11 str. CFSAN001629 (1232150.3)	5605	682	2618	2619_4, 620_5	2983_7
Escherichia coli O26:H11 str. CVM10021 (1165950.3)	1304	4767	1425	1424_4, 4575_5	4192_7
Escherichia coli O26:H11 str. CVM10026 (1165951.3)	1472	4606	2053	2052_4, 4765_5	4268_7
Escherichia coli O26:H11 str. CVM10030 (1165952.3)	1398	5132	1945	1946_4, 4264_5	1539_7
Escherichia coli O26:H11 str. CVM10224 (1165953.3)	39	4727	2265	1910_5, 2266_4	4149_7
Escherichia coli O26:H11 str. CVM9942 (1165949.3)	845	1018	2995	2994_4, 5075_5	4296_7
Escherichia coli O26:H11 str. CVM9952 (1163738.3)	4044	2479	3183	3182_4, 4595_5	4854_7
Escherichia coli O32:H37 str. P4 (1167694.3)	1430	661	1857	1858_4	1548_7
Escherichia coli O45:H2 str. 03-EN-705 (1078033.4)	1311	343	1109	1108_4, 2955_5	3842_7
Escherichia coli O55:H7 str. 3256-97 (926029.3)	1167	3995	2590	1783_5, 2591_4	3271_7
Escherichia coli O55:H7 str. CB9615 (701177.3)	3114	1088	4382	3720_5, 4383_4	5041_7
Escherichia coli O55:H7 str. USDA 5905 (926030.3)	855	3748	2248	1583_5, 2249_4	3027_7
Escherichia coli O5:K4(L):H4 str. ATCC 23502 (1268238.3)	2698	3436	4244	1159_5, 4243_4	4587_7
Escherichia coli O7:K1 str. CE10 (1072459.4)	3028	910	4233	3561_5, 4234_4	4987_7
Escherichia coli O83:H1 str. NRG 857C (685038.3)	2578	796	3677	3018_5, 3678_4	4371_7
Escherichia coli O91 (1055539.4)	13	1553	3762	1227_5, 3763_4	2879_7
Escherichia coli O91:H21 str. B2F1 (1078030.10)	4554	2548	79	669_5, 80_4	683_7
Escherichia coli OK1180 (670904.4)	3671	5633	1659	1658_4, 2343_5	4664_7
Escherichia coli ONT:H33 str. C48/93 (1090930.3)	2558	1435	3735	3064_5, 3736_4	4359_7
Escherichia coli P0298942.1 (1116141.3)	3009	1517	4216	3642_5, 4217_4	4894_7
Escherichia coli P0298942.10 (1116147.3)	3126	1353	4353	3687_5, 4354_4	5004_7
Escherichia coli P0298942.11 (1116148.3)	3101	1305	4326	3707_5, 4327_4	4976_7
Escherichia coli P0298942.12 (1116149.3)	2687	919	3865	3244_5, 3866_4	4557_7
Escherichia coli P0298942.14 (1116150.3)	3149	1362	4328	3709_5, 4329_4	4963_7
Escherichia coli P0298942.15 (1116151.3)	3101	1288	4241	3657_5, 4242_4	4928_7
Escherichia coli P0298942.3 (1125639.3)	2795	976	4078	3446_5, 4079_4	4773_7
