Organism	UbiC	UbiA	UbiXDZ	UbiI	UbiG	UbiH	UbiE	MenG	UbiF
Escherichia coli O104:H4 str. Ec11-5538 (1068622.3)	3202_1	3203_4	2998_6	1866	1167_11, 1167_11	1867	2990_13	2990_13	4314_16
Escherichia coli O104:H4 str. Ec11-5603 (1240765.3)	5149_1	5150_4	4940_6	3773	3065_11, 3065_11	3774	4932_13	4932_13	1017_16
Escherichia coli O104:H4 str. Ec11-5604 (1240766.3)	3255_1	3256_4	3047_6	1873	1165_11, 1165_11	1874	3039_13	3039_13	4365_16
Escherichia coli O104:H4 str. Ec11-6006 (1240767.3)	2526_1	2527_4	2320_6	1167	456_11, 456_11	1168	2312_13	2312_13	3658_16
Escherichia coli O104:H4 str. Ec11-9450 (1240758.3)	3233_1	3234_4	3024_6	1870	1178_11, 1178_11	1871	3016_13	3016_13	4345_16
Escherichia coli O104:H4 str. Ec11-9941 (1240759.3)	2484_1	2485_4	2277_6	1156	447_11, 447_11	1157	2269_13	2269_13	3677_16
Escherichia coli O104:H4 str. Ec11-9990 (1240760.3)	3493_1	3494_4	3283_6	2158	1454_11, 1454_11	2159	3275_13	3275_13	4622_16
Escherichia coli O104:H4 str. Ec12-0465 (1240778.3)	5087_1	5088_4	4880_6	3719	3049_11, 3049_11	3720	4872_13	4872_13	1007_16
Escherichia coli O104:H4 str. Ec12-0466 (1240779.3)	3328_1	3329_4	3118_6	1947	1236_11, 1236_11	1948	3110_13	3110_13	4470_16
Escherichia coli O104:H4 str. H112180280 (1042804.3)	5080_1	5079_4	4901_6	4667	2102_11, 2102_11	4668	4909_13	4909_13	87_16
Escherichia coli O104:H4 str. H112180541 (1048765.4)	3250_1	3251_4	764_6	936	2139_11, 2139_11	935	772_13	772_13	3474_16
Escherichia coli O104:H4 str. LB226692 (1040638.5)	4622_1	4623_4	4406_6	3249	2521_11, 2521_11	3250	4398_13	4398_13	715_16
Escherichia coli O104:H4 str. ON2010 (1136217.3)	4505_1	4506_4	4302_6	3190	2477_11, 2477_11	3191	4294_13	4294_13	663_16
Escherichia coli O104:H4 str. ON2011 (1136218.3)	4964_1	4965_4	4761_6	83	783_11, 783_11	82	4753_13	4753_13	2758_16
Escherichia coli O104:H4 str. TY-2482 (1038844.18)	3571_1	3572_4	3368_6	2217	1519_11, 1519_11	2218	3360_13	3360_13	4710_16
Escherichia coli O10:K5(L):H4 str. ATCC 23506 (1246623.3)	3909_1	3910_4	1192_6	 	1490_11, 1490_11, 1981_11, 1981_11	2486	1184_13	1184_13	4898_16
Escherichia coli O111:H- str. 11128 (585396.4)	5052_1	5053_4	4832_6	3767	3073_11, 3073_11	3768	4824_13	4824_13	720_16
Escherichia coli O111:H11 str. CFSAN001630 (1232151.3)	1686_1	1687_4	778_6	1550	3549_11, 3549_11	1551	770_13	770_13	2576_16
Escherichia coli O111:H11 str. CVM9534 (1165946.3)	5531_1	5532_4	303_6	937	5567_11, 5567_11	938	520_13	520_13	2494_16
Escherichia coli O111:H11 str. CVM9553 (1165947.3)	993_1	994_4	4264_6	5481	2523_11, 2523_11	5482	4272_13	4272_13	2950_16
Escherichia coli O111:H8 str. CFSAN001632 (1232154.3)	4412_1	4411_4	301_6	4580	5070_11, 5070_11	4581	309_13	309_13	461_16
Escherichia coli O111:H8 str. CVM9570 (1165945.3)	1931_1	1930_4	584_6	139	3075_11, 3075_11	140	5008_13	5008_13	5577_16
Escherichia coli O111:H8 str. CVM9574 (1165943.3)	2506_1	2505_4	982_6	82	1991_11, 1991_11	81	990_13	990_13	4319_16
Escherichia coli O111:H8 str. CVM9602 (1165942.3)	2443_1	2444_4	1386_6	2793	3713_11, 3713_11	2794	1394_13	1394_13	703_16
Escherichia coli O111:H8 str. CVM9634 (1165944.3)	5398_1	5399_4	1555_6	1893	1233_11, 1233_11	1894	1563_13	1563_13	689_16
Escherichia coli O113:H21 str. CL-3 (1078029.12)	657_1	658_4	1904_6	2436	4348_11, 4348_11	2437	1912_13	1912_13	3612_16
Escherichia coli O121:H19 str. MT#2 (1078031.3)	3437_1	3436_4	8_6	2531	1259_11, 1259_11	2532	16_13	16_13	4491_16
Escherichia coli O127:H27 str. C43/90 (1090929.3)	4182_1	4183_4	4008_6	 	2297_11, 2297_11	2975	4000_13	4000_13	709_16
Escherichia coli O127:H6 str. E2348/69 (574521.7)	4453_1	4454_4	4238_6	3213	2432_11, 2432_11	3214	4230_13	4230_13	598_16
Escherichia coli O145:H28 str. 4865/96 (1078035.3)	897_1	896_4	1406_6	3091	2000_11, 2000_11	3092	1398_13	1398_13	4782_16
Escherichia coli O157:H- str. 493-89 (926027.3)	2919_1	2920_4	2710_6	1632	918_11, 918_11	1633	2702_13	2702_13	3837_16
Escherichia coli O157:H- str. H 2687 (926028.3)	2983_1	2984_4	2771_6	1715	1002_11, 1002_11	1716	2763_13	2763_13	3886_16
Escherichia coli O157:H7 EDL933 (155864.8)	4956_1	4957_4	4738_6	3699	3008_11, 3008_11	3700	4730_13	4730_13	717_16
Escherichia coli O157:H7 str. EC536 (702436.3)	2523_1	2524_4	4949_6	 	2080_11, 2080_11	5045	4941_13	4941_13	4069_16
Escherichia coli O157:H7 str. EC1212 (941435.3)	2288_1	2287_4	2500_6	 	1109_11, 1109_11	4251	2508_13	2508_13	326_16
Escherichia coli O157:H7 str. 1125 (997825.3)	3760_1	3759_4	1894_6	 	4494_11, 4494_11	2631	1886_13	1886_13	619_16
Escherichia coli O157:H7 str. EC4009 (702430.3)	174_1	175_4	263_6	 	5131_11, 5131_11	3855	271_13	271_13	2823_16
Escherichia coli O157:H7 str. EC4024 (444454.5)	4077_1	4078_4	3863_6	 	2041_11, 2041_11	2825	3855_13	3855_13	5191_16, 5192_16
Escherichia coli O157:H7 str. EC4042 (444449.5)	3532_1	3533_4	3318_6	 	1504_11, 1504_11	2280	3310_13	3310_13	5526_16
Escherichia coli O157:H7 str. EC4045 (444448.5)	2288_1	2289_4	2073_6	 	264_11, 264_11	1035	2065_13	2065_13	3402_16
Escherichia coli O157:H7 str. EC4084 (702432.3)	428_1	429_4	1714_6	 	3844_11, 3844_11	239	1722_13	1722_13	5235_16
Escherichia coli O157:H7 str. EC4115 (444450.8)	5369_1	5370_4	5155_6	 	3354_11, 3354_11	4121	5147_13	5147_13	861_16
Escherichia coli O157:H7 str. EC4191 (702434.4)	2681_1	2680_4	3957_6	 	3836_11, 3836_11	374	3949_13	3949_13	1142_16
Escherichia coli O157:H7 str. FRIK2000 (637388.3)	491_1	490_4	2740_6	 	356_11, 356_11	3322	2732_13	2732_13	1197_16
Escherichia coli O157:H7 str. FRIK966 (570506.3)	2858_1	2857_4	1521_6	 	4977_11, 4977_11	2396	1513_13	1513_13	3735_16
Escherichia coli O157:H7 str. G5101 (926026.3)	2889_1	2890_4	2679_6	 	879_11, 879_11	1579	2671_13	2671_13	3788_16
Escherichia coli O157:H7 str. H093800014 (1240385.3)	4138_1	4139_4	4165_6	 	1529_11, 1529_11	3799	4173_13	4173_13	2851_16
Escherichia coli O157:H7 str. LSU-61 (926032.3)	2932_1	2933_4	2718_6	 	959_11, 959_11	1649	2710_13	2710_13	3858_16
Escherichia coli O157:H7 str. Sakai (386585.9)	5245_1	5246_4	4980_6	 	3249_11, 3249_11	3943	4972_13	4972_13	814_16
Escherichia coli O157:H7 str. TW14359 (544404.4)	5179_1	5180_4	4965_6	 	3157_11, 3157_11	3928	4957_13	4957_13	726_16
Escherichia coli O157:H7 str. TW14588 (502346.5)	1624_1	1623_4	1842_6	 	4264_11, 4264_11	3480	1850_13	1850_13	493_16
Escherichia coli 7.1982 (1051348.3)	5022_1	5023_4	4766_6	 	3203_11, 3203_11	3867	4758_13	4758_13	1098_16
Escherichia coli 95.0083 (1051346.3)	4765_1	4766_4	4552_6	 	2797_11, 2797_11	3569	4544_13	4544_13	739_16
Escherichia coli ATCC 700728 (1051353.3)	4722_1	4723_4	4452_6	 	2746_11, 2746_11	3442	4444_13	4444_13	804_16
Escherichia coli O157 str. NCCP15738 (1317131.3)	3153_1	3154_4	3680_6	1037	217_11, 217_11	1038	3672_13	3672_13	2576_16
Escherichia coli O157 str. NCCP15739 (1317130.3)	3243_1	3244_4	3754_6	 	2406_11, 2406_11	622	3746_13	3746_13	2784_16
Escherichia coli PA11 (1051349.3)	4831_1	4832_4	4615_6	 	2858_11, 2858_11	3602	4607_13	4607_13	865_16
Escherichia coli PA13 (1051350.3)	4674_1	4675_4	4461_6	 	2740_11, 2740_11	3481	4453_13	4453_13	755_16
Escherichia coli PA19 (1051351.3)	4867_1	4868_4	4657_6	 	2833_11, 2833_11	3565	4649_13	4649_13	807_16
Escherichia coli PA35 (1051352.3)	5195_1	5196_4	4947_6	 	3205_11, 3205_11	3966	4939_13	4939_13	1172_16
Escherichia coli O25b:H4-ST131 str. EC958 (941322.6)	4553_1	4554_4	4389_6	3230	2598_11, 2598_11, 32_11, 32_11	3231	4381_13, 832_13	4381_13, 832_13	784_16
Escherichia coli O26:H11 str. 11368 (573235.3)	5318_1	5319_4	4886_6	4082	3291_11, 3291_11	4083	4894_13	4894_13	748_16
Escherichia coli O26:H11 str. CFSAN001629 (1232150.3)	3166_1	3167_4, 3168_4	82_6	1443	4503_11, 4503_11	1444	74_13	74_13	2711_16
Escherichia coli O26:H11 str. CVM10021 (1165950.3)	157_1	156_4	1164_6	628	3895_11, 3895_11	629	1172_13	1172_13	4635_16
Escherichia coli O26:H11 str. CVM10026 (1165951.3)	1862_1	1863_4	444_6	4435	5569_11, 5569_11	4436	452_13	452_13	1051_16
Escherichia coli O26:H11 str. CVM10030 (1165952.3)	3407_1	3408_4	1319_6	5210	1670_11, 1670_11	5211	1311_13	1311_13	943_16
Escherichia coli O26:H11 str. CVM10224 (1165953.3)	1638_1	1639_4	2065_6	4332	543_11, 543_11	4333	2057_13	2057_13	1263_16
Escherichia coli O26:H11 str. CVM9942 (1165949.3)	1418_1	1419_4	3499_6	394	5351_11, 5351_11	395	3491_13	3491_13	2891_16
Escherichia coli O26:H11 str. CVM9952 (1163738.3)	44_1	45_4	1092_6	1937	2916_11, 2916_11	1938	1084_13	1084_13	190_16
Escherichia coli O32:H37 str. P4 (1167694.3)	3873_1	3872_4	3643_6	 	1118_11, 1118_11	3478	3635_13	3635_13	3651_16
Escherichia coli O45:H2 str. 03-EN-705 (1078033.4)	4494_1	4493_4	1276_6	2367	3305_11, 3305_11	2366	1268_13	1268_13	3617_16
Escherichia coli O55:H7 str. 3256-97 (926029.3)	3093_1	3094_4	2862_6	 	857_11, 857_11	1647	2854_13	2854_13	3727_16
Escherichia coli O55:H7 str. CB9615 (701177.3)	4864_1	4865_4	4649_6	 	2794_11, 2794_11	3574	4641_13	4641_13	826_16
Escherichia coli O55:H7 str. USDA 5905 (926030.3)	2847_1	2848_4	2633_6	 	533_11, 533_11	1434	2625_13	2625_13	3479_16
Escherichia coli O5:K4(L):H4 str. ATCC 23502 (1268238.3)	2874_1	2873_4	967_6	1812	2131_11, 2131_11	1813	975_13	975_13	181_16
Escherichia coli O7:K1 str. CE10 (1072459.4)	4786_1	4787_4	4550_6	3385	2649_11, 2649_11	3386	4542_13, 712_13	4542_13, 712_13	670_16
Escherichia coli O83:H1 str. NRG 857C (685038.3)	4120_1	4121_4	3915_6	2913	2295_11, 2295_11	2914	3907_13	3907_13	601_16
Escherichia coli O91 (1055539.4)	2116_1	2115_4	3578_6	787	316_11, 316_11	788	3586_13	3586_13	2547_16
Escherichia coli O91:H21 str. B2F1 (1078030.10)	968_1	969_4	301_6	1607	4249_11, 4249_11	1608	293_13	293_13	2254_16
Escherichia coli OK1180 (670904.4)	3548_1	3549_4	3331_6	1006	4066_11, 4066_11	1007	3323_13	3323_13	1221_16
Escherichia coli ONT:H33 str. C48/93 (1090930.3)	4167_1	4168_4	3965_6	 	2320_11, 2320_11	2901	3957_13	3957_13	596_16
Escherichia coli P0298942.1 (1116141.3)	4680_1	4681_4	4432_6	3355	2692_11, 2692_11	3356	4424_13	4424_13	1298_16
Escherichia coli P0298942.10 (1116147.3)	4797_1	4798_4	4595_6	3476	2796_11, 2796_11	3477	4587_13	4587_13	1106_16
Escherichia coli P0298942.11 (1116148.3)	4763_1	4764_4	4559_6	3436	2783_11, 2783_11	3437	4551_13	4551_13	1058_16
Escherichia coli P0298942.12 (1116149.3)	4345_1	4346_4	4095_6	3032	2372_11, 2372_11	3033	4087_13	4087_13	4855_16, 678_16
Escherichia coli P0298942.14 (1116150.3)	4751_1	4752_4	4557_6	3499	2832_11, 2832_11	3500	4549_13	4549_13	1128_16
Escherichia coli P0298942.15 (1116151.3)	4715_1	4716_4	4466_6	3448	2783_11, 2783_11	3449	4458_13	4458_13	1036_16
Escherichia coli P0298942.3 (1125639.3)	4560_1	4561_4	4313_6	3138	2475_11, 2475_11	3139	4305_13	4305_13	726_16
Escherichia coli P0298942.4 (1125640.3)	4732_1	4733_4	4489_6	3455	2796_11, 2796_11	3456	4481_13	4481_13	1053_16
Escherichia coli P0298942.6 (1116143.3)	4696_1	4697_4	4492_6	3402	2746_11, 2746_11	3403	4484_13	4484_13	1048_16
Escherichia coli P0298942.7 (1116144.3)	4288_1	4289_4	4084_6	3046	2392_11, 2392_11	3047	4076_13	4076_13	716_16
Escherichia coli P0299438.10 (1116045.3)	4440_1	4441_4	4230_6	 	2508_11, 2508_11	3206	4222_13	4222_13	680_16
Escherichia coli P0299438.11 (1116046.3)	4430_1	4431_4	4178_6	3123	2418_11, 2418_11	3124	4170_13	4170_13	4892_16, 4893_16, 664_16
Escherichia coli P0299438.2 (1116152.3)	4209_1	4210_4	4004_6	 	2275_11, 2275_11	2979	3996_13	3996_13	282_16
Escherichia coli P0299438.3 (1116038.3)	4510_1	4511_4	4211_6	3182	2478_11, 2478_11	3183	4203_13	4203_13	606_16
Escherichia coli P0299438.4 (1116039.3)	4610_1	4611_4	4400_6	 	2591_11, 2591_11	3310	4392_13	4392_13	737_16
Escherichia coli P0299438.5 (1116040.3)	4492_1	4493_4	4239_6	3112	2420_11, 2420_11	3113	4231_13	4231_13	5029_16, 674_16
Escherichia coli P0299438.6 (1116041.3)	4404_1	4405_4	4153_6	3096	2405_11, 2405_11	3097	4145_13	4145_13	669_16
Escherichia coli P0299438.7 (1116042.3)	4724_1	4725_4	4428_6	3348	2609_11, 2609_11	3349	4420_13	4420_13	785_16
Escherichia coli P0299438.8 (1116043.3)	4740_1	4741_4	4486_6	3345	2691_11, 2691_11	3346	4478_13	4478_13	883_16
Escherichia coli P0299438.9 (1116044.3)	4296_1	4297_4	4094_6	 	2362_11, 2362_11	3041	4086_13	4086_13	632_16
Escherichia coli P0299483.1 (1125648.3)	4605_1	4606_4	4435_6	3383	2518_11, 2518_11	3384	4427_13	4427_13	869_16
Escherichia coli P0299483.2 (1125649.3)	4749_1	4750_4	4549_6	3609	2770_11, 2770_11	3610	4541_13	4541_13	1104_16
Escherichia coli P0299483.3 (1125650.3)	4508_1	4509_4	4339_6	3353	2583_11, 2583_11	3354	4331_13	4331_13	152_16, 941_16, 942_16
Escherichia coli P02997067.6 (1116131.3)	5091_1	5092_4	4839_6	3837	3096_11, 3096_11, 5413_11, 5413_11	3838	4831_13	4831_13	1093_16, 212_16
Escherichia coli P0299917.1 (1116047.3)	5027_1	5028_4	4849_6	3668	2895_11, 2895_11, 33_11, 33_11	3669	4841_13	4841_13	1919_16
Escherichia coli P0299917.10 (1116056.3)	5074_1	5075_4	4871_6	3870	3188_11, 3188_11	3871	4863_13	4863_13	1367_16
Escherichia coli P0299917.2 (1116048.3)	4529_1	4530_4	4278_6	3252	2580_11, 2580_11	3253	4270_13	4270_13	711_16
Escherichia coli P0299917.4 (1116050.3)	4562_1	4563_4	4353_6	3270	2501_11, 2501_11	3271	4345_13	4345_13	5258_16, 715_16
Escherichia coli P0299917.5 (1116051.3)	4443_1	4444_4	4239_6	3172	2511_11, 2511_11	3173	4231_13	4231_13	5266_16, 660_16
Escherichia coli P0299917.6 (1116052.3)	4449_1	4450_4	4240_6	3218	2535_11, 2535_11	3219	4232_13	4232_13	709_16
Escherichia coli P0299917.7 (1116053.3)	4441_1	4442_4	4230_6	3196	2513_11, 2513_11	3197	4222_13	4222_13	694_16
Escherichia coli P0299917.8 (1116054.3)	4993_1	4994_4	4789_6	3776	3097_11, 3097_11	3777	4781_13	4781_13	1276_16
Escherichia coli P0299917.9 (1116055.3)	5028_1	5029_4	4798_6	3727	3040_11, 3040_11	3728	4790_13	4790_13	1182_16
Escherichia coli P0301867.1 (1116066.3)	4971_1	4972_4	4718_6	3616	2764_11, 2764_11	3617	4710_13	4710_13	1023_16
Escherichia coli P0301867.11 (1116072.3)	4542_1	4543_4	4296_6	3170	2494_11, 2494_11	3171	4288_13	4288_13	775_16, 776_16, 777_16
Escherichia coli P0301867.13 (1125642.3)	4625_1	4626_4	4376_6	3205	2534_11, 2534_11	3206	4368_13	4368_13	5109_16, 778_16
Escherichia coli P0301867.2 (1125641.3)	4527_1	4528_4	4320_6	3149	2489_11, 2489_11	3150	4312_13	4312_13	772_16
Escherichia coli P0301867.3 (1116067.3)	4541_1	4542_4	4300_6	3159	2502_11, 2502_11	3160	4292_13	4292_13	676_16
Escherichia coli P0301867.4 (1116068.3)	4796_1	4797_4	4547_6	3441	2775_11, 2775_11	3442	4539_13	4539_13	1083_16
Escherichia coli P0301867.5 (1116069.3)	4838_1	4839_4	4592_6	3461	2790_11, 2790_11	3462	4584_13	4584_13	1041_16
Escherichia coli P0301867.7 (1116070.3)	4512_1	4513_4	4264_6	3169	2506_11, 2506_11	3170	4256_13	4256_13	712_16
Escherichia coli P0301904.3 (1125647.3)	4636_1	4637_4	4424_6	3299	2573_11, 2573_11	3300	4416_13	4416_13	853_16
Escherichia coli P0302293.10 (1116079.3)	4588_1	4589_4	4391_6	3441	2812_11, 2812_11	3442	4383_13	4383_13	1109_16
Escherichia coli P0302293.2 (1116073.3)	4529_1	4530_4	4324_6	3185	2515_11, 2515_11	3186	4316_13	4316_13	693_16
Escherichia coli P0302293.3 (1116074.3)	4326_1	4327_4	4127_6	3133	2323_11, 2323_11, 4891_11, 4891_11	3134	4119_13	4119_13	717_16
Escherichia coli P0302293.4 (1116075.3)	4823_1	4824_4	4627_6	3521	2703_11, 2703_11	3522	4619_13	4619_13	973_16
Escherichia coli P0302293.6 (1116076.3)	4432_1	4433_4	4229_6	3216	2496_11, 2496_11	3217	4221_13	4221_13	695_16
Escherichia coli P0302293.7 (1125643.3)	4404_1	4405_4	4191_6	3190	2476_11, 2476_11	3191	4183_13	4183_13	656_16
Escherichia coli P0302293.8 (1116077.3)	4689_1	4690_4	4483_6	3422	2676_11, 2676_11	3423	4475_13	4475_13	936_16
Escherichia coli P0302293.9 (1116078.3)	4363_1	4364_4	4163_6	2841	2044_11, 2044_11	2842	4155_13	4155_13	657_16
Escherichia coli P0302308.1 (1116153.3)	4998_1	4999_4	4790_6	3829	3107_11, 3107_11	3830	4782_13	4782_13	1237_16
Escherichia coli P0302308.10 (1116158.3)	4406_1	4407_4	4202_6	3144	2403_11, 2403_11	3145	4194_13	4194_13	4966_16, 713_16
Escherichia coli P0302308.11 (1116159.3)	4483_1	4484_4	3676_6	3222	2497_11, 2497_11	3223	3684_13	3684_13	726_16
Escherichia coli P0302308.12 (1116160.3)	4417_1	4418_4	4170_6	3141	2382_11, 2382_11	3142	4162_13	4162_13	780_16
Escherichia coli P0302308.13 (1116161.3)	4598_1	4599_4	4397_6	3382	2693_11, 2693_11	3383	4389_13	4389_13	1074_16
Escherichia coli P0302308.14 (1116162.3)	4455_1	4456_4	4252_6	3197	2463_11, 2463_11	3198	4244_13	4244_13	767_16
Escherichia coli P0302308.2 (1116154.3)	4462_1	4463_4	4282_6	3218	2473_11, 2473_11	3219	4274_13	4274_13	763_16
Escherichia coli P0302308.3 (1116155.3)	4741_1	4742_4	4541_6	3475	2736_11, 2736_11	3476	4533_13	4533_13	970_16
Escherichia coli P0302308.4 (1116156.3)	4667_1	4668_4	4470_6	3507	2828_11, 2828_11	3508	4462_13	4462_13	1212_16
Escherichia coli P0302308.5 (1116157.3)	4757_1	4758_4	3948_6	3495	2712_11, 2712_11	3496	3956_13	3956_13	61_16, 991_16
Escherichia coli P0304777.1 (1116163.3)	4505_1	4506_4	4280_6	3219	2480_11, 2480_11	3220	4272_13	4272_13	591_16
Escherichia coli P0304777.10 (1116171.3)	4744_1	4745_4	4529_6	3531	2786_11, 2786_11	3532	4521_13	4521_13	1053_16
Escherichia coli P0304777.11 (1116172.3)	4732_1	4733_4	4520_6	3486	2721_11, 2721_11	3487	4512_13	4512_13	1034_16
Escherichia coli P0304777.12 (1116173.3)	4325_1	4326_4	4109_6	3105	2337_11, 2337_11	3106	4101_13	4101_13	5114_16, 649_16
Escherichia coli P0304777.13 (1116174.3)	4316_1	4317_4	4105_6	3133	2403_11, 2403_11	3134	4097_13	4097_13	5123_16, 670_16, 671_16
Escherichia coli P0304777.14 (1116175.3)	4660_1	4661_4	4499_6	3434	2661_11, 2661_11	3435	4491_13	4491_13	938_16
Escherichia coli P0304777.15 (1116176.3)	4677_1	4678_4	4459_6	3453	2718_11, 2718_11	3454	4451_13	4451_13	1054_16, 72_16
Escherichia coli P0304777.2 (1116164.3)	4660_1	4661_4	4443_6	3385	2647_11, 2647_11	3386	4435_13	4435_13	954_16, 955_16
Escherichia coli P0304777.3 (1116165.3)	4684_1	4685_4	4472_6	3464	2684_11, 2684_11	3465	4464_13	4464_13	36_16, 975_16
Escherichia coli P0304777.4 (1116166.3)	4345_1	4346_4	4132_6	3117	2364_11, 2364_11	3118	4124_13	4124_13	4843_16, 639_16
Escherichia coli P0304777.7 (1116168.3)	4319_1	4320_4	4102_6	3120	2388_11, 2388_11	3121	4094_13	4094_13	632_16
Escherichia coli P0304777.8 (1116169.3)	4139_1	4140_4	3932_6	2938	2260_11, 2260_11	2939	3924_13	3924_13	4571_16, 614_16
Escherichia coli P0304777.9 (1116170.3)	4254_1	4255_4	4037_6	3038	2352_11, 2352_11	3039	4029_13	4029_13	693_16
Escherichia coli P0304799.3 (1125651.3)	4891_1	4892_4	4680_6, 4681_6	3574	2900_11, 2900_11	3575	4672_13	4672_13	1160_16, 144_16
Escherichia coli P0304816.1 (1116177.3)	5047_1	5048_4	4836_6	3854	3031_11, 3031_11	3855	4828_13	4828_13	858_16
Escherichia coli P0304816.11 (1116187.3)	4716_1	4717_4	4515_6	3588	2869_11, 2869_11	3589	4507_13	4507_13	1095_16, 263_16
Escherichia coli P0304816.12 (1116188.3)	4379_1	4380_4	4162_6	3063	2362_11, 2362_11	3064	4154_13	4154_13	659_16
Escherichia coli P0304816.13 (1116189.3)	4350_1	4351_4	4145_6	3133	2390_11, 2390_11	3134	4137_13	4137_13	4825_16, 644_16
Escherichia coli P0304816.14 (1116190.3)	4652_1	4653_4	4435_6	3502	2791_11, 2791_11	3503	4427_13	4427_13	1028_16
Escherichia coli P0304816.15 (1116191.3)	4322_1	4323_4	4119_6	3115	2368_11, 2368_11	3116	4111_13	4111_13	689_16
Escherichia coli P0304816.2 (1116178.3)	4694_1	4695_4	4501_6	3567	2771_11, 2771_11	3568	4493_13	4493_13	1086_16
Escherichia coli P0304816.3 (1116179.3)	4347_1	4348_4	4144_6	3173	2454_11, 2454_11	3174	4136_13	4136_13	677_16
Escherichia coli P0304816.4 (1116180.3)	4671_1	4672_4	4421_6	3413	2668_11, 2668_11	3414	4413_13	4413_13	1020_16, 54_16
Escherichia coli P0304816.5 (1116181.3)	4769_1	4770_4	4560_6	3539	2799_11, 2799_11	3540	4552_13	4552_13	1113_16
Escherichia coli P0304816.6 (1116182.3)	4780_1	4781_4	4551_6	3551	2843_11, 2843_11	3552	4543_13	4543_13	1160_16
Escherichia coli P0304816.7 (1116183.3)	4430_1	4431_4	4214_6	3170	2375_11, 2375_11	3171	4206_13	4206_13	660_16
Escherichia coli P0304816.8 (1116184.3)	4325_1	4326_4	4123_6	3071	2355_11, 2355_11	3072	4115_13	4115_13	666_16
Escherichia coli P0304816.9 (1116185.3)	4346_1	4347_4	4146_6	3118	2407_11, 2407_11	3119	4138_13	4138_13	735_16
Escherichia coli P0305260.1 (1125644.3)	4196_1	4197_4	3994_6	 	2289_11, 2289_11	2932	3986_13	3986_13	533_16
Escherichia coli P0305260.10 (1116084.3)	4291_1	4292_4	4084_6	 	2382_11, 2382_11	3107	4076_13	4076_13	721_16
Escherichia coli P0305260.11 (1116085.3)	4324_1	4325_4	4122_6	 	2392_11, 2392_11, 4407_11, 4407_11	3128	4114_13	4114_13	739_16
Escherichia coli P0305260.12 (1116086.3)	4280_1	4281_4	4082_6	 	2440_11, 2440_11	3106	4074_13	4074_13	640_16
Escherichia coli P0305260.13 (1116087.3)	4312_1	4313_4	4112_6	3085	2417_11, 2417_11	3086	4104_13	4104_13	700_16
Escherichia coli P0305260.15 (1116088.3)	4275_1	4276_4	4104_6	3068	2367_11, 2367_11	3069	4096_13	4096_13	737_16
Escherichia coli P0305260.2 (1125645.3)	4439_1	4440_4	4236_6	 	2504_11, 2504_11	3217	4228_13	4228_13	834_16
Escherichia coli P0305260.3 (1116192.3)	4303_1	4304_4	4099_6	 	2408_11, 2408_11	3107	4091_13	4091_13	744_16
Escherichia coli P0305260.4 (1116193.3)	4288_1	4289_4	4085_6	 	2304_11, 2304_11	3031	4077_13	4077_13	638_16
Escherichia coli P0305260.5 (1116194.3)	4281_1	4282_4	4078_6	 	2404_11, 2404_11	3054	4070_13	4070_13	724_16
Escherichia coli P0305260.6 (1116080.3)	4233_1	4234_4	4031_6	3022	2336_11, 2336_11	3023	4023_13	4023_13	693_16
Escherichia coli P0305260.7 (1116081.3)	4287_1	4288_4	4091_6	3076	2392_11, 2392_11	3077	4083_13	4083_13	4772_16, 697_16
Escherichia coli P0305260.8 (1116082.3)	4395_1	4396_4	4200_6	 	2509_11, 2509_11	3171	4192_13	4192_13	807_16
Escherichia coli P0305260.9 (1116083.3)	4272_1	4273_4	4069_6	 	2366_11, 2366_11	3050	4061_13	4061_13	683_16
Escherichia coli PA10 (1005494.3)	5038_1	5039_4	4834_6	 	3048_11, 3048_11	3827	4826_13	4826_13	816_16
Escherichia coli PA14 (1005495.3)	4977_1	4978_4	4771_6	 	3038_11, 3038_11	3765	4763_13	4763_13	858_16
Escherichia coli PA15 (1005496.3)	5113_1	5114_4	4905_6	 	3146_11, 3146_11	3887	4897_13	4897_13	921_16
Escherichia coli PA2 (1005487.3)	4900_1	4901_4	4671_6	 	2958_11, 2958_11	3719	4663_13	4663_13	876_16
Escherichia coli PA22 (1005497.3)	5369_1	5370_4	5193_6	 	3340_11, 3340_11	4058	5185_13	5185_13	935_16
Escherichia coli PA23 (1005498.3)	4940_1	4941_4	4728_6	 	2935_11, 2935_11	3693	4720_13	4720_13	684_16
Escherichia coli PA24 (1005499.3)	4763_1	4764_4	4558_6	 	2864_11, 2864_11	3541	4550_13	4550_13	759_16
Escherichia coli PA25 (1005500.3)	4732_1	4733_4	4524_6	 	2751_11, 2751_11	3507	4516_13	4516_13	614_16
Escherichia coli PA28 (1005501.3)	4980_1	4981_4	4769_6	 	2979_11, 2979_11	3723	4761_13	4761_13	844_16
Escherichia coli PA3 (1005488.3)	4887_1	4888_4	4680_6	 	2915_11, 2915_11	3669	4672_13	4672_13	808_16
Escherichia coli PA31 (1005502.3)	4830_1	4831_4	4624_6	 	2901_11, 2901_11	3623	4616_13	4616_13	752_16
Escherichia coli PA32 (1005503.3)	4884_1	4885_4	4679_6	 	2953_11, 2953_11	3679	4671_13	4671_13	824_16
Escherichia coli PA33 (1005504.3)	4845_1	4846_4	4637_6	 	2913_11, 2913_11	3635	4629_13	4629_13	763_16
